tile,n_eco,pct_eco,quota,n_finite,mosaic_path,n_requested,n_drawn
CHILE-SJ-18-Z-B,86158,0.4135861400495854,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-18-Z-B-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SJ-18-Z-D,2752286,13.208323527300188,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-18-Z-D-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SJ-19-Y-A,1239340,5.949231026823431,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-19-Y-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SJ-19-Y-C,6592899,31.63956906179586,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-19-Y-C-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-18-X-B,6030335,28.939803369999257,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-X-B-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-18-X-D,9884115,47.44693436078145,4762,4761,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-X-D-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-18-Z-B,8644952,41.487448213587115,4762,4761,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-B-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-18-Z-D,13815287,66.30007939527522,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-D-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-19-V-A,2491377,11.956211470928007,4762,4759,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-V-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-19-V-C,2313408,11.105103241484613,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-V-C-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-19-Y-A,563289,2.7032449939320973,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-Y-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SK-19-Y-C,3041751,14.597476896474014,4762,4761,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-Y-C-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-X-A,6127,0.029411572693003665,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-X-B,16449250,78.96169611888209,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-B-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-X-C,483956,2.3221065109869374,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-C-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-X-D,18558327,89.04613634240442,4762,4756,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-D-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-Z-A,751744,3.6070007128651453,4762,4723,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-18-Z-B,5401663,25.91813475286438,4762,4744,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-B-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-19-V-A,5201025,24.96659455943029,4762,4762,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-A-2015-L8-3-184F-HARM_masked.tif,4762,4762
CHILE-SL-19-V-C,4298389,20.624430906228316,4761,4760,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-C-2015-L8-3-184F-HARM_masked.tif,4761,4761
CHILE-SL-19-Y-A,366736,1.7596642120632981,4761,4725,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-Y-A-2015-L8-3-184F-HARM_masked.tif,4761,4761
