band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,22,22,1.0,0.03935099209953277,0.003817373321062252
92,band_92,confirmed,1,22,22,1.0,0.028457803506354903,0.003817373321062252
154,band_154,confirmed,1,22,22,1.0,0.025948160208425008,0.003817373321062252
9,band_9,confirmed,1,22,22,1.0,0.025794709239498823,0.003817373321062252
38,band_38,confirmed,1,22,22,1.0,0.024654858920470802,0.003817373321062252
99,band_99,confirmed,1,22,22,1.0,0.02423662605176269,0.003817373321062252
40,band_40,confirmed,1,22,22,1.0,0.02325789640469134,0.003817373321062252
27,band_27,confirmed,1,22,22,1.0,0.022176260708850155,0.003817373321062252
95,band_95,confirmed,1,22,22,1.0,0.020779450820076522,0.003817373321062252
128,band_128,confirmed,1,22,22,1.0,0.02060854249981152,0.003817373321062252
29,band_29,confirmed,1,22,22,1.0,0.019286005190288467,0.003817373321062252
97,band_97,confirmed,1,22,22,1.0,0.01924859572686797,0.003817373321062252
120,band_120,confirmed,1,22,22,1.0,0.019236341807054247,0.003817373321062252
136,band_136,confirmed,1,22,22,1.0,0.019114358978401576,0.003817373321062252
101,band_101,confirmed,1,22,22,1.0,0.01901649227663613,0.003817373321062252
132,band_132,confirmed,1,22,22,1.0,0.018516842248841522,0.003817373321062252
96,band_96,confirmed,1,22,22,1.0,0.01834977086778873,0.003817373321062252
28,band_28,confirmed,1,22,22,1.0,0.01829572056864368,0.003817373321062252
131,band_131,confirmed,1,22,22,1.0,0.018252021383006026,0.003817373321062252
45,band_45,confirmed,1,22,22,1.0,0.01794927731791119,0.003817373321062252
98,band_98,confirmed,1,22,22,1.0,0.01714149893898664,0.003817373321062252
106,band_106,confirmed,1,22,22,1.0,0.0171164157133131,0.003817373321062252
93,band_93,confirmed,1,22,22,1.0,0.016598476084813255,0.003817373321062252
47,band_47,confirmed,1,22,22,1.0,0.01577768688799979,0.003817373321062252
42,band_42,confirmed,1,22,22,1.0,0.01576743867034673,0.003817373321062252
104,band_104,confirmed,1,22,22,1.0,0.015547524648825554,0.003817373321062252
119,band_119,confirmed,1,22,22,1.0,0.014701040472859993,0.003817373321062252
48,band_48,confirmed,1,22,22,1.0,0.0146216912240774,0.003817373321062252
8,band_8,confirmed,1,22,22,1.0,0.014385408814602686,0.003817373321062252
121,band_121,confirmed,1,22,22,1.0,0.013965357332789046,0.003817373321062252
170,band_170,confirmed,1,22,22,1.0,0.013814336827618097,0.003817373321062252
41,band_41,confirmed,1,22,22,1.0,0.013763965876684625,0.003817373321062252
108,band_108,confirmed,1,22,22,1.0,0.012649484846886138,0.003817373321062252
166,band_166,confirmed,1,22,22,1.0,0.012338714510434319,0.003817373321062252
162,band_162,confirmed,1,22,22,1.0,0.012235866690495095,0.003817373321062252
103,band_103,confirmed,1,22,22,1.0,0.012175588894825246,0.003817373321062252
109,band_109,confirmed,1,22,22,1.0,0.012153770406774662,0.003817373321062252
91,band_91,confirmed,1,22,22,1.0,0.01195449607424882,0.003817373321062252
124,band_124,confirmed,1,22,22,1.0,0.011791063886401758,0.003817373321062252
122,band_122,confirmed,1,22,22,1.0,0.011594343654241031,0.003817373321062252
90,band_90,confirmed,1,22,22,1.0,0.011200159118325458,0.003817373321062252
123,band_123,confirmed,1,22,22,1.0,0.010649346712763907,0.003817373321062252
12,band_12,confirmed,1,22,22,1.0,0.010498383324314322,0.003817373321062252
102,band_102,confirmed,1,22,22,1.0,0.009735500981304218,0.003817373321062252
164,band_164,confirmed,1,22,22,1.0,0.009535631317496332,0.003817373321062252
39,band_39,confirmed,1,22,22,1.0,0.009496797616428704,0.003817373321062252
100,band_100,confirmed,1,22,22,1.0,0.009493533521193144,0.003817373321062252
81,band_81,confirmed,1,22,22,1.0,0.009335923198725797,0.003817373321062252
89,band_89,confirmed,1,22,22,1.0,0.008876644248273132,0.003817373321062252
14,band_14,confirmed,1,22,22,1.0,0.00871867664825057,0.003817373321062252
30,band_30,confirmed,1,22,22,1.0,0.008462099065645348,0.003817373321062252
167,band_167,confirmed,1,22,22,1.0,0.008223636657350618,0.003817373321062252
10,band_10,confirmed,1,22,22,1.0,0.008020022639588486,0.003817373321062252
125,band_125,confirmed,1,22,22,1.0,0.007827266290465372,0.003817373321062252
80,band_80,confirmed,1,21,22,0.9545454545454546,0.008231647437560698,0.003817373321062252
71,band_71,confirmed,1,18,22,0.8181818181818182,0.0051195080368539895,0.003817373321062252
0,band_0,rejected,0,2,22,0.09090909090909091,,0.003817373321062252
