family,n_reps,bands
band,40,"band_0, band_8, band_9, band_12, band_14, band_22, band_23, band_28, band_38, band_39, band_41, band_43, band_46, band_47, band_65, band_80, band_89, band_90, band_91, band_92, band_93, band_96, band_98, band_99, band_100, band_102, band_103, band_119, band_120, band_122, band_123, band_124, band_131, band_132, band_154, band_162, band_166, band_167, band_168, band_170"
