cluster_id,size,representative,mean_abs_r_to_others,band_name,members
34,88,65,0.9858759532029602,band_65,15 16 17 18 19 20 21 24 25 27 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 134 135 137 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 176 177 178 179 180 181 182 183
14,12,47,0.9120242216370322,band_47,2 4 5 45 47 48 106 108 109 127 129 130
7,10,131,0.950060592757331,band_131,1 6 44 49 78 79 105 110 126 131
17,6,170,0.9482602000236511,band_170,163 164 165 170 171 172
33,6,23,0.966210663318634,band_23,23 26 29 133 136 139
0,4,43,0.9894850651423136,band_43,37 40 42 43
5,4,167,0.9127882917722067,band_167,71 72 167 174
6,4,132,0.989317774772644,band_132,7 50 111 132
13,4,46,0.9620529810587565,band_46,3 46 107 128
30,3,9,0.9562836289405823,band_9,9 10 11
1,2,8,0.885858952999115,band_8,8 13
10,2,99,0.903348982334137,band_99,99 101
15,2,166,0.9824390411376953,band_166,166 173
16,2,162,0.9694967865943909,band_162,162 169
18,2,124,0.9015437364578247,band_124,124 125
20,2,96,0.9078417420387268,band_96,96 97
21,2,103,0.9044099450111389,band_103,103 104
22,2,28,0.9985657930374146,band_28,28 138
23,2,91,0.8656412959098816,band_91,91 94
24,2,93,0.8828514218330383,band_93,93 95
29,2,80,0.9039274454116821,band_80,80 81
32,2,168,0.9864712357521057,band_168,168 175
35,2,120,0.896821141242981,band_120,120 121
2,1,14,1.0,band_14,14
3,1,22,1.0,band_22,22
4,1,154,1.0,band_154,154
8,1,98,1.0,band_98,98
9,1,100,1.0,band_100,100
11,1,102,1.0,band_102,102
12,1,90,1.0,band_90,90
19,1,123,1.0,band_123,123
25,1,92,1.0,band_92,92
26,1,38,1.0,band_38,38
27,1,39,1.0,band_39,39
28,1,41,1.0,band_41,41
31,1,12,1.0,band_12,12
36,1,122,1.0,band_122,122
37,1,119,1.0,band_119,119
38,1,89,1.0,band_89,89
39,1,0,1.0,band_0,0
