band_index,cluster_id,band_name
0,12,band_0
1,1,band_1
2,8,band_2
3,1,band_3
4,8,band_4
5,8,band_5
6,1,band_6
7,8,band_7
8,5,band_8
9,8,band_9
10,5,band_10
11,8,band_11
12,8,band_12
13,13,band_13
14,20,band_14
15,8,band_15
16,8,band_16
17,8,band_17
18,8,band_18
19,8,band_19
20,8,band_20
21,8,band_21
22,8,band_22
23,8,band_23
24,8,band_24
25,8,band_25
26,8,band_26
27,8,band_27
28,8,band_28
29,8,band_29
30,8,band_30
31,8,band_31
32,8,band_32
33,8,band_33
34,8,band_34
35,8,band_35
36,8,band_36
37,0,band_37
38,14,band_38
39,15,band_39
40,0,band_40
41,16,band_41
42,0,band_42
43,0,band_43
44,1,band_44
45,8,band_45
46,1,band_46
47,8,band_47
48,8,band_48
49,1,band_49
50,8,band_50
51,8,band_51
52,8,band_52
53,8,band_53
54,8,band_54
55,8,band_55
56,8,band_56
57,8,band_57
58,8,band_58
59,8,band_59
60,8,band_60
61,8,band_61
62,8,band_62
63,8,band_63
64,8,band_64
65,8,band_65
66,8,band_66
67,8,band_67
68,8,band_68
69,8,band_69
70,8,band_70
71,2,band_71
72,2,band_72
73,8,band_73
74,8,band_74
75,8,band_75
76,8,band_76
77,8,band_77
78,2,band_78
79,1,band_79
80,7,band_80
81,7,band_81
82,8,band_82
83,8,band_83
84,8,band_84
85,8,band_85
86,8,band_86
87,8,band_87
88,8,band_88
89,8,band_89
90,4,band_90
91,8,band_91
92,8,band_92
93,8,band_93
94,8,band_94
95,8,band_95
96,9,band_96
97,19,band_97
98,3,band_98
99,4,band_99
100,3,band_100
101,4,band_101
102,4,band_102
103,10,band_103
104,18,band_104
105,1,band_105
106,8,band_106
107,1,band_107
108,8,band_108
109,8,band_109
110,1,band_110
111,8,band_111
112,8,band_112
113,8,band_113
114,8,band_114
115,8,band_115
116,8,band_116
117,8,band_117
118,8,band_118
119,6,band_119
120,8,band_120
121,8,band_121
122,6,band_122
123,8,band_123
124,11,band_124
125,17,band_125
126,1,band_126
127,8,band_127
128,1,band_128
129,8,band_129
130,8,band_130
131,1,band_131
132,8,band_132
133,8,band_133
134,8,band_134
135,8,band_135
136,8,band_136
137,8,band_137
138,8,band_138
139,8,band_139
140,8,band_140
141,8,band_141
142,8,band_142
143,8,band_143
144,8,band_144
145,8,band_145
146,8,band_146
147,8,band_147
148,8,band_148
149,8,band_149
150,8,band_150
151,8,band_151
152,8,band_152
153,8,band_153
154,8,band_154
155,8,band_155
156,8,band_156
157,8,band_157
158,8,band_158
159,8,band_159
160,8,band_160
161,8,band_161
162,8,band_162
163,8,band_163
164,8,band_164
165,8,band_165
166,8,band_166
167,8,band_167
168,8,band_168
169,8,band_169
170,8,band_170
171,8,band_171
172,8,band_172
173,8,band_173
174,8,band_174
175,8,band_175
176,8,band_176
177,8,band_177
178,8,band_178
179,8,band_179
180,8,band_180
181,8,band_181
182,8,band_182
183,8,band_183
