band_index,cluster_id,band_name
0,74,band_0
1,44,band_1
2,72,band_2
3,42,band_3
4,71,band_4
5,69,band_5
6,44,band_6
7,43,band_7
8,47,band_8
9,17,band_9
10,48,band_10
11,18,band_11
12,58,band_12
13,47,band_13
14,75,band_14
15,6,band_15
16,11,band_16
17,12,band_17
18,11,band_18
19,11,band_19
20,6,band_20
21,11,band_21
22,45,band_22
23,27,band_23
24,25,band_24
25,32,band_25
26,26,band_26
27,31,band_27
28,5,band_28
29,4,band_29
30,11,band_30
31,11,band_31
32,11,band_32
33,11,band_33
34,11,band_34
35,11,band_35
36,11,band_36
37,0,band_37
38,28,band_38
39,33,band_39
40,30,band_40
41,35,band_41
42,0,band_42
43,0,band_43
44,44,band_44
45,72,band_45
46,42,band_46
47,71,band_47
48,68,band_48
49,44,band_49
50,43,band_50
51,11,band_51
52,11,band_52
53,11,band_53
54,11,band_54
55,11,band_55
56,11,band_56
57,11,band_57
58,11,band_58
59,11,band_59
60,11,band_60
61,11,band_61
62,11,band_62
63,11,band_63
64,11,band_64
65,11,band_65
66,7,band_66
67,7,band_67
68,7,band_68
69,7,band_69
70,8,band_70
71,38,band_71
72,39,band_72
73,7,band_73
74,7,band_74
75,15,band_75
76,7,band_76
77,16,band_77
78,44,band_78
79,43,band_79
80,1,band_80
81,2,band_81
82,10,band_82
83,9,band_83
84,11,band_84
85,9,band_85
86,11,band_86
87,10,band_87
88,11,band_88
89,3,band_89
90,22,band_90
91,23,band_91
92,29,band_92
93,34,band_93
94,24,band_94
95,36,band_95
96,52,band_96
97,53,band_97
98,56,band_98
99,19,band_99
100,37,band_100
101,20,band_101
102,21,band_102
103,54,band_103
104,55,band_104
105,44,band_105
106,66,band_106
107,42,band_107
108,67,band_108
109,70,band_109
110,44,band_110
111,43,band_111
112,11,band_112
113,11,band_113
114,11,band_114
115,11,band_115
116,11,band_116
117,11,band_117
118,11,band_118
119,57,band_119
120,59,band_120
121,46,band_121
122,60,band_122
123,51,band_123
124,49,band_124
125,50,band_125
126,44,band_126
127,72,band_127
128,42,band_128
129,71,band_129
130,68,band_130
131,44,band_131
132,43,band_132
133,27,band_133
134,25,band_134
135,32,band_135
136,26,band_136
137,31,band_137
138,5,band_138
139,4,band_139
140,11,band_140
141,9,band_141
142,14,band_142
143,9,band_143
144,11,band_144
145,13,band_145
146,11,band_146
147,11,band_147
148,11,band_148
149,11,band_149
150,11,band_150
151,11,band_151
152,11,band_152
153,11,band_153
154,73,band_154
155,11,band_155
156,11,band_156
157,11,band_157
158,11,band_158
159,11,band_159
160,11,band_160
161,11,band_161
162,63,band_162
163,64,band_163
164,61,band_164
165,65,band_165
166,62,band_166
167,41,band_167
168,40,band_168
169,63,band_169
170,64,band_170
171,61,band_171
172,65,band_172
173,62,band_173
174,41,band_174
175,40,band_175
176,11,band_176
177,11,band_177
178,11,band_178
179,11,band_179
180,11,band_180
181,11,band_181
182,11,band_182
183,11,band_183
