cluster_id,size,representative,mean_abs_r_to_others,band_name,members
47,48,183,0.9820469541752592,band_183,15 16 17 18 19 20 21 35 36 52 53 54 55 56 57 58 59 60 61 62 63 64 65 88 112 113 114 115 116 117 118 152 153 155 156 157 158 159 160 161 176 177 178 179 180 181 182 183
46,10,148,0.9746117658085294,band_148,30 31 32 33 34 147 148 149 150 151
13,8,24,0.9672380089759827,band_24,23 24 25 26 133 134 135 136
42,8,127,0.9426687019211906,band_127,2 4 45 47 106 108 127 129
7,6,38,0.9500235676765442,band_38,38 39 40 99 100 101
35,6,74,0.9452075123786926,band_74,67 68 69 74 75 76
25,5,49,0.9650983959436417,band_49,6 7 49 50 131
26,5,111,0.9534444808959961,band_111,78 79 110 111 132
24,4,126,0.9610839486122131,band_126,1 44 105 126
38,4,165,0.957444985707601,band_165,163 165 170 172
40,4,130,0.9585645198822021,band_130,5 48 109 130
41,4,128,0.9598700404167175,band_128,3 46 107 128
45,4,83,0.9526528517405192,band_83,83 84 85 86
0,3,42,0.999597430229187,band_42,37 42 43
1,3,9,0.9764396250247955,band_9,9 10 11
22,3,71,0.9758090674877167,band_71,71 167 174
23,3,168,0.9738120436668396,band_168,72 168 175
43,3,141,0.9483267962932587,band_141,141 142 143
4,2,81,0.9777394533157349,band_81,81 89
9,2,41,0.9337928891181946,band_41,41 98
10,2,93,0.9020208120346069,band_93,93 95
11,2,27,0.9988882541656494,band_27,27 137
12,2,92,0.9507243037223816,band_92,92 94
15,2,120,0.925422728061676,band_120,120 121
27,2,124,0.9647964835166931,band_124,124 125
29,2,29,0.9973266124725342,band_29,29 139
30,2,28,0.9969268441200256,band_28,28 138
31,2,103,0.9429069757461548,band_103,103 104
32,2,96,0.9424553513526917,band_96,96 97
33,2,70,0.9391814470291138,band_70,70 77
34,2,66,0.9687168002128601,band_66,66 73
36,2,162,0.9667935967445374,band_162,162 169
37,2,164,0.974236011505127,band_164,164 171
39,2,166,0.978321373462677,band_166,166 173
50,2,82,0.9691882729530334,band_82,82 87
51,2,140,0.9207335710525513,band_140,140 145
2,1,12,1.0,band_12,12
3,1,8,1.0,band_8,8
5,1,80,1.0,band_80,80
6,1,90,1.0,band_90,90
8,1,102,1.0,band_102,102
14,1,91,1.0,band_91,91
16,1,122,1.0,band_122,122
17,1,119,1.0,band_119,119
18,1,22,1.0,band_22,22
19,1,154,1.0,band_154,154
20,1,13,1.0,band_13,13
21,1,14,1.0,band_14,14
28,1,123,1.0,band_123,123
44,1,144,1.0,band_144,144
48,1,146,1.0,band_146,146
49,1,51,1.0,band_51,51
52,1,0,1.0,band_0,0
