representative,band_name,cluster_id,size,source,family
0,band_0,52,6,central,band
8,band_8,3,6,central,band
9,band_9,1,6,central,band
12,band_12,2,6,central,band
13,band_13,20,6,central,band
14,band_14,21,6,central,band
22,band_22,18,6,central,band
24,band_24,13,6,central,band
27,band_27,11,6,central,band
28,band_28,30,6,central,band
29,band_29,29,6,central,band
38,band_38,7,6,central,band
41,band_41,9,6,central,band
42,band_42,0,6,central,band
49,band_49,25,6,central,band
51,band_51,49,6,central,band
66,band_66,34,6,central,band
70,band_70,33,6,central,band
71,band_71,22,6,central,band
74,band_74,35,6,central,band
80,band_80,5,6,central,band
81,band_81,4,6,central,band
82,band_82,50,6,central,band
83,band_83,45,6,central,band
90,band_90,6,6,central,band
91,band_91,14,6,central,band
92,band_92,12,6,central,band
93,band_93,10,6,central,band
96,band_96,32,6,central,band
102,band_102,8,6,central,band
103,band_103,31,6,central,band
111,band_111,26,6,central,band
119,band_119,17,6,central,band
120,band_120,15,6,central,band
122,band_122,16,6,central,band
123,band_123,28,6,central,band
124,band_124,27,6,central,band
126,band_126,24,6,central,band
127,band_127,42,6,central,band
128,band_128,41,6,central,band
130,band_130,40,6,central,band
140,band_140,51,6,central,band
141,band_141,43,6,central,band
144,band_144,44,6,central,band
146,band_146,48,6,central,band
148,band_148,46,6,central,band
154,band_154,19,6,central,band
162,band_162,36,6,central,band
164,band_164,37,6,central,band
165,band_165,38,6,central,band
166,band_166,39,6,central,band
168,band_168,23,6,central,band
183,band_183,47,6,central,band
