cluster_id,size,representative,mean_abs_r_to_others,band_name,members
22,110,62,0.985333137009122,band_62,9 11 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 92 93 94 112 113 114 115 116 117 118 120 121 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 164 166 168 171 173 175 176 177 178 179 180 181 182 183
20,16,172,0.9302882750829061,band_172,4 5 47 48 108 109 129 130 162 163 165 167 169 170 172 174
9,14,49,0.9521898443882282,band_49,1 6 7 44 49 50 78 79 105 110 111 126 131 132
8,4,128,0.9925876061121622,band_128,3 46 107 128
12,4,127,0.9869115551312765,band_127,2 45 106 127
0,3,37,0.9991656243801117,band_37,37 42 43
16,3,104,0.920908510684967,band_104,97 104 125
1,2,8,0.9543745517730713,band_8,8 13
2,2,96,0.8620707392692566,band_96,96 103
7,2,71,0.9129669070243835,band_71,71 72
13,2,89,0.9421221613883972,band_89,89 90
14,2,80,0.9791721105575562,band_80,80 81
21,2,99,0.8857969641685486,band_99,99 101
3,1,91,1.0,band_91,91
4,1,124,1.0,band_124,124
5,1,39,1.0,band_39,39
6,1,41,1.0,band_41,41
10,1,102,1.0,band_102,102
11,1,123,1.0,band_123,123
15,1,38,1.0,band_38,38
17,1,119,1.0,band_119,119
18,1,98,1.0,band_98,98
19,1,100,1.0,band_100,100
23,1,122,1.0,band_122,122
24,1,95,1.0,band_95,95
25,1,154,1.0,band_154,154
26,1,10,1.0,band_10,10
27,1,12,1.0,band_12,12
28,1,40,1.0,band_40,40
29,1,0,1.0,band_0,0
30,1,14,1.0,band_14,14
