band_index,cluster_id,band_name
0,55,band_0
1,44,band_1
2,51,band_2
3,42,band_3
4,23,band_4
5,24,band_5
6,44,band_6
7,43,band_7
8,40,band_8
9,45,band_9
10,54,band_10
11,45,band_11
12,34,band_12
13,40,band_13
14,56,band_14
15,26,band_15
16,26,band_16
17,26,band_17
18,26,band_18
19,26,band_19
20,26,band_20
21,26,band_21
22,46,band_22
23,18,band_23
24,18,band_24
25,17,band_25
26,18,band_26
27,17,band_27
28,12,band_28
29,25,band_29
30,26,band_30
31,26,band_31
32,26,band_32
33,26,band_33
34,26,band_34
35,26,band_35
36,26,band_36
37,0,band_37
38,37,band_38
39,38,band_39
40,39,band_40
41,35,band_41
42,0,band_42
43,0,band_43
44,44,band_44
45,51,band_45
46,42,band_46
47,23,band_47
48,24,band_48
49,44,band_49
50,43,band_50
51,26,band_51
52,26,band_52
53,26,band_53
54,26,band_54
55,26,band_55
56,26,band_56
57,26,band_57
58,26,band_58
59,26,band_59
60,26,band_60
61,26,band_61
62,26,band_62
63,26,band_63
64,26,band_64
65,26,band_65
66,26,band_66
67,26,band_67
68,26,band_68
69,26,band_69
70,26,band_70
71,41,band_71
72,41,band_72
73,26,band_73
74,26,band_74
75,26,band_75
76,26,band_76
77,26,band_77
78,44,band_78
79,44,band_79
80,13,band_80
81,14,band_81
82,26,band_82
83,26,band_83
84,26,band_84
85,26,band_85
86,26,band_86
87,26,band_87
88,26,band_88
89,33,band_89
90,52,band_90
91,19,band_91
92,15,band_92
93,16,band_93
94,15,band_94
95,36,band_95
96,3,band_96
97,1,band_97
98,4,band_98
99,48,band_99
100,50,band_100
101,49,band_101
102,53,band_102
103,5,band_103
104,2,band_104
105,44,band_105
106,30,band_106
107,42,band_107
108,31,band_108
109,32,band_109
110,44,band_110
111,43,band_111
112,26,band_112
113,26,band_113
114,26,band_114
115,26,band_115
116,26,band_116
117,26,band_117
118,26,band_118
119,8,band_119
120,27,band_120
121,47,band_121
122,10,band_122
123,11,band_123
124,6,band_124
125,7,band_125
126,44,band_126
127,51,band_127
128,42,band_128
129,23,band_129
130,24,band_130
131,44,band_131
132,43,band_132
133,18,band_133
134,18,band_134
135,17,band_135
136,18,band_136
137,17,band_137
138,12,band_138
139,25,band_139
140,26,band_140
141,26,band_141
142,26,band_142
143,26,band_143
144,26,band_144
145,26,band_145
146,26,band_146
147,26,band_147
148,26,band_148
149,26,band_149
150,26,band_150
151,26,band_151
152,26,band_152
153,26,band_153
154,9,band_154
155,26,band_155
156,26,band_156
157,26,band_157
158,26,band_158
159,26,band_159
160,26,band_160
161,26,band_161
162,21,band_162
163,22,band_163
164,28,band_164
165,22,band_165
166,29,band_166
167,20,band_167
168,26,band_168
169,21,band_169
170,22,band_170
171,28,band_171
172,22,band_172
173,29,band_173
174,20,band_174
175,26,band_175
176,26,band_176
177,26,band_177
178,26,band_178
179,26,band_179
180,26,band_180
181,26,band_181
182,26,band_182
183,26,band_183
