band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.044940980649763984,0.003515464880700562
154,band_154,confirmed,1,49,49,1.0,0.030606216176300667,0.003515464880700562
45,band_45,confirmed,1,49,49,1.0,0.027862075246543893,0.003515464880700562
128,band_128,confirmed,1,49,49,1.0,0.023168830376720427,0.003515464880700562
92,band_92,confirmed,1,49,49,1.0,0.01936180561081582,0.003515464880700562
75,band_75,confirmed,1,49,49,1.0,0.018907448344868506,0.003515464880700562
47,band_47,confirmed,1,49,49,1.0,0.018649871736463017,0.003515464880700562
11,band_11,confirmed,1,49,49,1.0,0.01839492415146999,0.003515464880700562
94,band_94,confirmed,1,49,49,1.0,0.018260150796294183,0.003515464880700562
106,band_106,confirmed,1,49,49,1.0,0.017609939465524395,0.003515464880700562
48,band_48,confirmed,1,49,49,1.0,0.017335326670956677,0.003515464880700562
165,band_165,confirmed,1,49,49,1.0,0.017294569369329393,0.003515464880700562
9,band_9,confirmed,1,49,49,1.0,0.017119900094651194,0.003515464880700562
67,band_67,confirmed,1,49,49,1.0,0.016830801857940367,0.003515464880700562
26,band_26,confirmed,1,49,49,1.0,0.01543066743783045,0.003515464880700562
163,band_163,confirmed,1,49,49,1.0,0.01520423221456073,0.003515464880700562
23,band_23,confirmed,1,49,49,1.0,0.015098055717078125,0.003515464880700562
90,band_90,confirmed,1,49,49,1.0,0.01505753164875516,0.003515464880700562
164,band_164,confirmed,1,49,49,1.0,0.014618969028503586,0.003515464880700562
108,band_108,confirmed,1,49,49,1.0,0.01368047575484794,0.003515464880700562
80,band_80,confirmed,1,49,49,1.0,0.013603227285977662,0.003515464880700562
40,band_40,confirmed,1,49,49,1.0,0.013219879605032878,0.003515464880700562
38,band_38,confirmed,1,49,49,1.0,0.013000738823817342,0.003515464880700562
101,band_101,confirmed,1,49,49,1.0,0.01265794304352546,0.003515464880700562
93,band_93,confirmed,1,49,49,1.0,0.012188585328167965,0.003515464880700562
99,band_99,confirmed,1,49,49,1.0,0.012177920410216007,0.003515464880700562
166,band_166,confirmed,1,49,49,1.0,0.012052131230444678,0.003515464880700562
12,band_12,confirmed,1,49,49,1.0,0.01174505236737827,0.003515464880700562
24,band_24,confirmed,1,49,49,1.0,0.01149636400986381,0.003515464880700562
143,band_143,confirmed,1,49,49,1.0,0.01111381063992625,0.003515464880700562
17,band_17,confirmed,1,49,49,1.0,0.010246052812906935,0.003515464880700562
71,band_71,confirmed,1,49,49,1.0,0.010120413883704955,0.003515464880700562
89,band_89,confirmed,1,49,49,1.0,0.009993574452183858,0.003515464880700562
81,band_81,confirmed,1,49,49,1.0,0.009901240527099859,0.003515464880700562
70,band_70,confirmed,1,49,49,1.0,0.009899910390379792,0.003515464880700562
91,band_91,confirmed,1,49,49,1.0,0.009406423389263384,0.003515464880700562
77,band_77,confirmed,1,49,49,1.0,0.00914040929785644,0.003515464880700562
8,band_8,confirmed,1,49,49,1.0,0.009064468011862134,0.003515464880700562
109,band_109,confirmed,1,49,49,1.0,0.008925872679065415,0.003515464880700562
25,band_25,confirmed,1,49,49,1.0,0.008284516676448077,0.003515464880700562
100,band_100,confirmed,1,49,49,1.0,0.00804347999263558,0.003515464880700562
131,band_131,confirmed,1,49,49,1.0,0.00788768214854243,0.003515464880700562
39,band_39,confirmed,1,49,49,1.0,0.007799128349005283,0.003515464880700562
29,band_29,confirmed,1,49,49,1.0,0.00751715234028325,0.003515464880700562
10,band_10,confirmed,1,49,49,1.0,0.0074941944963731215,0.003515464880700562
