band_index,cluster_id,band_name
0,48,band_0
1,14,band_1
2,31,band_2
3,15,band_3
4,31,band_4
5,31,band_5
6,14,band_6
7,13,band_7
8,1,band_8
9,9,band_9
10,11,band_10
11,9,band_11
12,37,band_12
13,1,band_13
14,49,band_14
15,32,band_15
16,32,band_16
17,32,band_17
18,32,band_18
19,32,band_19
20,32,band_20
21,32,band_21
22,17,band_22
23,27,band_23
24,23,band_24
25,23,band_25
26,27,band_26
27,23,band_27
28,30,band_28
29,29,band_29
30,32,band_30
31,32,band_31
32,32,band_32
33,32,band_33
34,32,band_34
35,32,band_35
36,32,band_36
37,0,band_37
38,19,band_38
39,19,band_39
40,20,band_40
41,21,band_41
42,0,band_42
43,0,band_43
44,14,band_44
45,31,band_45
46,15,band_46
47,31,band_47
48,31,band_48
49,14,band_49
50,13,band_50
51,32,band_51
52,32,band_52
53,32,band_53
54,32,band_54
55,32,band_55
56,32,band_56
57,32,band_57
58,32,band_58
59,32,band_59
60,32,band_60
61,32,band_61
62,32,band_62
63,32,band_63
64,32,band_64
65,32,band_65
66,32,band_66
67,32,band_67
68,32,band_68
69,32,band_69
70,32,band_70
71,38,band_71
72,38,band_72
73,32,band_73
74,32,band_74
75,32,band_75
76,32,band_76
77,32,band_77
78,14,band_78
79,14,band_79
80,2,band_80
81,2,band_81
82,32,band_82
83,32,band_83
84,32,band_84
85,32,band_85
86,32,band_86
87,32,band_87
88,32,band_88
89,26,band_89
90,12,band_90
91,22,band_91
92,24,band_92
93,24,band_93
94,22,band_94
95,25,band_95
96,43,band_96
97,44,band_97
98,6,band_98
99,10,band_99
100,10,band_100
101,8,band_101
102,8,band_102
103,45,band_103
104,46,band_104
105,14,band_105
106,28,band_106
107,16,band_107
108,28,band_108
109,36,band_109
110,14,band_110
111,13,band_111
112,32,band_112
113,32,band_113
114,32,band_114
115,32,band_115
116,32,band_116
117,32,band_117
118,32,band_118
119,7,band_119
120,3,band_120
121,5,band_121
122,4,band_122
123,47,band_123
124,41,band_124
125,42,band_125
126,14,band_126
127,31,band_127
128,15,band_128
129,31,band_129
130,31,band_130
131,14,band_131
132,13,band_132
133,27,band_133
134,23,band_134
135,23,band_135
136,27,band_136
137,23,band_137
138,30,band_138
139,29,band_139
140,32,band_140
141,32,band_141
142,32,band_142
143,32,band_143
144,32,band_144
145,32,band_145
146,32,band_146
147,32,band_147
148,32,band_148
149,32,band_149
150,32,band_150
151,32,band_151
152,32,band_152
153,32,band_153
154,18,band_154
155,32,band_155
156,32,band_156
157,32,band_157
158,32,band_158
159,32,band_159
160,32,band_160
161,32,band_161
162,40,band_162
163,35,band_163
164,34,band_164
165,35,band_165
166,33,band_166
167,39,band_167
168,32,band_168
169,40,band_169
170,35,band_170
171,34,band_171
172,31,band_172
173,33,band_173
174,39,band_174
175,32,band_175
176,32,band_176
177,32,band_177
178,32,band_178
179,32,band_179
180,32,band_180
181,32,band_181
182,32,band_182
183,32,band_183
