cluster_id,size,representative,mean_abs_r_to_others,band_name,members
73,40,183,0.9878724737045093,band_183,15 16 17 18 19 20 21 35 36 52 53 54 55 56 57 58 60 61 62 63 65 112 113 114 115 116 117 118 152 153 160 161 176 177 178 179 180 181 182 183
70,10,148,0.9746117658085294,band_148,30 31 32 33 34 147 148 149 150 151
19,6,136,0.9778568625450135,band_136,23 24 26 133 134 136
71,5,156,0.9943189769983292,band_156,155 156 157 158 159
0,3,42,0.999597430229187,band_42,37 42 43
1,3,9,0.9764396250247955,band_9,9 10 11
29,3,71,0.9758090674877167,band_71,71 167 174
30,3,168,0.9738120436668396,band_168,72 168 175
34,3,49,0.9801658987998962,band_49,6 49 131
36,3,111,0.9832192063331604,band_111,79 111 132
56,3,130,0.9783864319324493,band_130,48 109 130
63,3,47,0.9761678576469421,band_47,4 47 129
72,3,64,0.9889665246009827,band_64,59 64 88
4,2,81,0.9777394533157349,band_81,81 89
7,2,99,0.9750344157218933,band_99,99 101
8,2,38,0.9660962224006653,band_38,38 39
16,2,27,0.9988882541656494,band_27,27 137
17,2,92,0.9507243037223816,band_92,92 94
18,2,25,0.999169111251831,band_25,25 135
31,2,1,0.9797431230545044,band_1,1 44
32,2,105,0.9760701656341553,band_105,105 126
33,2,7,0.980000376701355,band_7,7 50
35,2,78,0.987187922000885,band_78,78 110
37,2,124,0.9647964835166931,band_124,124 125
39,2,29,0.9973266124725342,band_29,29 139
40,2,28,0.9969268441200256,band_28,28 138
47,2,66,0.9687168002128601,band_66,66 73
48,2,68,0.9624252319335938,band_68,68 75
49,2,74,0.9719981551170349,band_74,74 76
50,2,67,0.9672412276268005,band_67,67 69
51,2,162,0.9667935967445374,band_162,162 169
52,2,164,0.974236011505127,band_164,164 171
53,2,165,0.9729385375976562,band_165,165 172
54,2,163,0.9714126586914062,band_163,163 170
55,2,166,0.978321373462677,band_166,166 173
58,2,3,0.9772775769233704,band_3,3 46
59,2,107,0.9739769697189331,band_107,107 128
60,2,106,0.9698856472969055,band_106,106 127
62,2,2,0.9776721596717834,band_2,2 45
64,2,141,0.9567712545394897,band_141,141 143
67,2,83,0.9691187143325806,band_83,83 84
76,2,82,0.9691882729530334,band_82,82 87
2,1,12,1.0,band_12,12
3,1,8,1.0,band_8,8
5,1,80,1.0,band_80,80
6,1,90,1.0,band_90,90
9,1,40,1.0,band_40,40
10,1,100,1.0,band_100,100
11,1,102,1.0,band_102,102
12,1,41,1.0,band_41,41
13,1,98,1.0,band_98,98
14,1,93,1.0,band_93,93
15,1,95,1.0,band_95,95
20,1,91,1.0,band_91,91
21,1,120,1.0,band_120,120
22,1,121,1.0,band_121,121
23,1,122,1.0,band_122,122
24,1,119,1.0,band_119,119
25,1,22,1.0,band_22,22
26,1,154,1.0,band_154,154
27,1,13,1.0,band_13,13
28,1,14,1.0,band_14,14
38,1,123,1.0,band_123,123
41,1,103,1.0,band_103,103
42,1,104,1.0,band_104,104
43,1,96,1.0,band_96,96
44,1,97,1.0,band_97,97
45,1,70,1.0,band_70,70
46,1,77,1.0,band_77,77
57,1,5,1.0,band_5,5
61,1,108,1.0,band_108,108
65,1,142,1.0,band_142,142
66,1,144,1.0,band_144,144
68,1,86,1.0,band_86,86
69,1,85,1.0,band_85,85
74,1,146,1.0,band_146,146
75,1,51,1.0,band_51,51
77,1,140,1.0,band_140,140
78,1,145,1.0,band_145,145
79,1,0,1.0,band_0,0
