band_index,cluster_id,band_name
0,52,band_0
1,24,band_1
2,42,band_2
3,41,band_3
4,42,band_4
5,40,band_5
6,25,band_6
7,25,band_7
8,3,band_8
9,1,band_9
10,1,band_10
11,1,band_11
12,2,band_12
13,20,band_13
14,21,band_14
15,47,band_15
16,47,band_16
17,47,band_17
18,47,band_18
19,47,band_19
20,47,band_20
21,47,band_21
22,18,band_22
23,13,band_23
24,13,band_24
25,13,band_25
26,13,band_26
27,11,band_27
28,30,band_28
29,29,band_29
30,46,band_30
31,46,band_31
32,46,band_32
33,46,band_33
34,46,band_34
35,47,band_35
36,47,band_36
37,0,band_37
38,7,band_38
39,7,band_39
40,7,band_40
41,9,band_41
42,0,band_42
43,0,band_43
44,24,band_44
45,42,band_45
46,41,band_46
47,42,band_47
48,40,band_48
49,25,band_49
50,25,band_50
51,49,band_51
52,47,band_52
53,47,band_53
54,47,band_54
55,47,band_55
56,47,band_56
57,47,band_57
58,47,band_58
59,47,band_59
60,47,band_60
61,47,band_61
62,47,band_62
63,47,band_63
64,47,band_64
65,47,band_65
66,34,band_66
67,35,band_67
68,35,band_68
69,35,band_69
70,33,band_70
71,22,band_71
72,23,band_72
73,34,band_73
74,35,band_74
75,35,band_75
76,35,band_76
77,33,band_77
78,26,band_78
79,26,band_79
80,5,band_80
81,4,band_81
82,50,band_82
83,45,band_83
84,45,band_84
85,45,band_85
86,45,band_86
87,50,band_87
88,47,band_88
89,4,band_89
90,6,band_90
91,14,band_91
92,12,band_92
93,10,band_93
94,12,band_94
95,10,band_95
96,32,band_96
97,32,band_97
98,9,band_98
99,7,band_99
100,7,band_100
101,7,band_101
102,8,band_102
103,31,band_103
104,31,band_104
105,24,band_105
106,42,band_106
107,41,band_107
108,42,band_108
109,40,band_109
110,26,band_110
111,26,band_111
112,47,band_112
113,47,band_113
114,47,band_114
115,47,band_115
116,47,band_116
117,47,band_117
118,47,band_118
119,17,band_119
120,15,band_120
121,15,band_121
122,16,band_122
123,28,band_123
124,27,band_124
125,27,band_125
126,24,band_126
127,42,band_127
128,41,band_128
129,42,band_129
130,40,band_130
131,25,band_131
132,26,band_132
133,13,band_133
134,13,band_134
135,13,band_135
136,13,band_136
137,11,band_137
138,30,band_138
139,29,band_139
140,51,band_140
141,43,band_141
142,43,band_142
143,43,band_143
144,44,band_144
145,51,band_145
146,48,band_146
147,46,band_147
148,46,band_148
149,46,band_149
150,46,band_150
151,46,band_151
152,47,band_152
153,47,band_153
154,19,band_154
155,47,band_155
156,47,band_156
157,47,band_157
158,47,band_158
159,47,band_159
160,47,band_160
161,47,band_161
162,36,band_162
163,38,band_163
164,37,band_164
165,38,band_165
166,39,band_166
167,22,band_167
168,23,band_168
169,36,band_169
170,38,band_170
171,37,band_171
172,38,band_172
173,39,band_173
174,22,band_174
175,23,band_175
176,47,band_176
177,47,band_177
178,47,band_178
179,47,band_179
180,47,band_180
181,47,band_181
182,47,band_182
183,47,band_183
