cluster_id,size,representative,mean_abs_r_to_others,band_name,members
17,110,177,0.9961888784662299,band_177,15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 133 134 135 136 137 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
13,12,48,0.9755706299435009,band_48,2 4 5 45 47 48 106 108 109 127 129 130
2,8,46,0.9780484012195042,band_46,1 3 44 46 105 107 126 128
14,6,50,0.9796889305114747,band_50,7 28 50 111 132 138
1,5,131,0.9911442697048187,band_131,6 49 79 110 131
0,4,37,0.990748385588328,band_37,37 40 42 43
6,3,102,0.9677605926990509,band_102,99 101 102
15,3,9,0.9671100974082947,band_9,9 11 12
20,3,93,0.9857469201087952,band_93,92 93 95
3,2,71,0.9561484456062317,band_71,71 72
5,2,98,0.9663355350494385,band_98,98 100
12,2,80,0.9855785369873047,band_80,80 81
16,2,120,0.9702559113502502,band_120,120 121
19,2,91,0.9939687252044678,band_91,91 94
4,1,78,1.0,band_78,78
7,1,90,1.0,band_90,90
8,1,8,1.0,band_8,8
9,1,10,1.0,band_10,10
10,1,119,1.0,band_119,119
11,1,122,1.0,band_122,122
18,1,89,1.0,band_89,89
21,1,123,1.0,band_123,123
22,1,96,1.0,band_96,96
23,1,103,1.0,band_103,103
24,1,124,1.0,band_124,124
25,1,0,1.0,band_0,0
26,1,13,1.0,band_13,13
27,1,38,1.0,band_38,38
28,1,39,1.0,band_39,39
29,1,41,1.0,band_41,41
30,1,125,1.0,band_125,125
31,1,104,1.0,band_104,104
32,1,97,1.0,band_97,97
33,1,14,1.0,band_14,14
