family,n_reps,bands
band,34,"band_0, band_8, band_9, band_10, band_13, band_14, band_37, band_38, band_39, band_41, band_46, band_48, band_50, band_71, band_78, band_80, band_89, band_90, band_91, band_93, band_96, band_97, band_98, band_102, band_103, band_104, band_119, band_120, band_122, band_123, band_124, band_125, band_131, band_177"
