family,n_reps,bands
band,22,"band_0, band_8, band_10, band_13, band_14, band_37, band_39, band_40, band_42, band_48, band_71, band_78, band_80, band_83, band_89, band_90, band_96, band_98, band_101, band_105, band_122, band_124"
