representative,band_name,cluster_id,size,source,family
0,band_0,42,6,central,band
8,band_8,6,6,central,band
9,band_9,36,6,central,band
10,band_10,38,6,central,band
12,band_12,37,6,central,band
14,band_14,43,6,central,band
22,band_22,39,6,central,band
28,band_28,30,6,central,band
38,band_38,12,6,central,band
39,band_39,13,6,central,band
40,band_40,14,6,central,band
41,band_41,15,6,central,band
42,band_42,0,6,central,band
47,band_47,19,6,central,band
48,band_48,20,6,central,band
62,band_62,33,6,central,band
71,band_71,11,6,central,band
80,band_80,24,6,central,band
89,band_89,25,6,central,band
91,band_91,5,6,central,band
96,band_96,3,6,central,band
97,band_97,31,6,central,band
98,band_98,29,6,central,band
99,band_99,26,6,central,band
100,band_100,27,6,central,band
101,band_101,28,6,central,band
102,band_102,16,6,central,band
103,band_103,4,6,central,band
120,band_120,34,6,central,band
121,band_121,35,6,central,band
122,band_122,40,6,central,band
123,band_123,17,6,central,band
124,band_124,1,6,central,band
125,band_125,2,6,central,band
127,band_127,18,6,central,band
128,band_128,7,6,central,band
131,band_131,8,6,central,band
132,band_132,9,6,central,band
137,band_137,32,6,central,band
154,band_154,41,6,central,band
163,band_163,23,6,central,band
164,band_164,22,6,central,band
166,band_166,21,6,central,band
167,band_167,10,6,central,band
