band_index,cluster_id,band_name
0,18,band_0
1,7,band_1
2,11,band_2
3,11,band_3
4,11,band_4
5,11,band_5
6,7,band_6
7,11,band_7
8,8,band_8
9,11,band_9
10,11,band_10
11,11,band_11
12,11,band_12
13,8,band_13
14,17,band_14
15,11,band_15
16,11,band_16
17,11,band_17
18,11,band_18
19,11,band_19
20,11,band_20
21,11,band_21
22,11,band_22
23,11,band_23
24,12,band_24
25,12,band_25
26,11,band_26
27,12,band_27
28,6,band_28
29,11,band_29
30,11,band_30
31,11,band_31
32,11,band_32
33,11,band_33
34,11,band_34
35,11,band_35
36,11,band_36
37,0,band_37
38,1,band_38
39,1,band_39
40,3,band_40
41,2,band_41
42,0,band_42
43,0,band_43
44,7,band_44
45,11,band_45
46,11,band_46
47,11,band_47
48,11,band_48
49,7,band_49
50,11,band_50
51,11,band_51
52,11,band_52
53,11,band_53
54,11,band_54
55,11,band_55
56,11,band_56
57,11,band_57
58,11,band_58
59,11,band_59
60,11,band_60
61,11,band_61
62,11,band_62
63,11,band_63
64,11,band_64
65,11,band_65
66,11,band_66
67,11,band_67
68,11,band_68
69,11,band_69
70,11,band_70
71,4,band_71
72,4,band_72
73,11,band_73
74,11,band_74
75,11,band_75
76,11,band_76
77,11,band_77
78,4,band_78
79,7,band_79
80,9,band_80
81,9,band_81
82,11,band_82
83,11,band_83
84,11,band_84
85,11,band_85
86,11,band_86
87,11,band_87
88,11,band_88
89,12,band_89
90,13,band_90
91,12,band_91
92,12,band_92
93,12,band_93
94,12,band_94
95,12,band_95
96,5,band_96
97,11,band_97
98,5,band_98
99,9,band_99
100,9,band_100
101,9,band_101
102,9,band_102
103,5,band_103
104,11,band_104
105,6,band_105
106,11,band_106
107,11,band_107
108,11,band_108
109,11,band_109
110,6,band_110
111,11,band_111
112,11,band_112
113,11,band_113
114,11,band_114
115,11,band_115
116,11,band_116
117,11,band_117
118,11,band_118
119,10,band_119
120,10,band_120
121,10,band_121
122,10,band_122
123,15,band_123
124,16,band_124
125,11,band_125
126,7,band_126
127,11,band_127
128,11,band_128
129,11,band_129
130,11,band_130
131,7,band_131
132,11,band_132
133,11,band_133
134,12,band_134
135,12,band_135
136,11,band_136
137,12,band_137
138,6,band_138
139,11,band_139
140,11,band_140
141,11,band_141
142,11,band_142
143,11,band_143
144,11,band_144
145,11,band_145
146,11,band_146
147,11,band_147
148,11,band_148
149,11,band_149
150,11,band_150
151,11,band_151
152,11,band_152
153,11,band_153
154,14,band_154
155,11,band_155
156,11,band_156
157,11,band_157
158,11,band_158
159,11,band_159
160,11,band_160
161,11,band_161
162,7,band_162
163,11,band_163
164,11,band_164
165,11,band_165
166,11,band_166
167,7,band_167
168,11,band_168
169,7,band_169
170,11,band_170
171,11,band_171
172,11,band_172
173,11,band_173
174,7,band_174
175,11,band_175
176,11,band_176
177,11,band_177
178,11,band_178
179,11,band_179
180,11,band_180
181,11,band_181
182,11,band_182
183,11,band_183
