band_index,cluster_id,band_name
0,25,band_0
1,2,band_1
2,13,band_2
3,2,band_3
4,13,band_4
5,13,band_5
6,1,band_6
7,14,band_7
8,8,band_8
9,15,band_9
10,9,band_10
11,15,band_11
12,15,band_12
13,26,band_13
14,33,band_14
15,17,band_15
16,17,band_16
17,17,band_17
18,17,band_18
19,17,band_19
20,17,band_20
21,17,band_21
22,17,band_22
23,17,band_23
24,17,band_24
25,17,band_25
26,17,band_26
27,17,band_27
28,14,band_28
29,17,band_29
30,17,band_30
31,17,band_31
32,17,band_32
33,17,band_33
34,17,band_34
35,17,band_35
36,17,band_36
37,0,band_37
38,27,band_38
39,28,band_39
40,0,band_40
41,29,band_41
42,0,band_42
43,0,band_43
44,2,band_44
45,13,band_45
46,2,band_46
47,13,band_47
48,13,band_48
49,1,band_49
50,14,band_50
51,17,band_51
52,17,band_52
53,17,band_53
54,17,band_54
55,17,band_55
56,17,band_56
57,17,band_57
58,17,band_58
59,17,band_59
60,17,band_60
61,17,band_61
62,17,band_62
63,17,band_63
64,17,band_64
65,17,band_65
66,17,band_66
67,17,band_67
68,17,band_68
69,17,band_69
70,17,band_70
71,3,band_71
72,3,band_72
73,17,band_73
74,17,band_74
75,17,band_75
76,17,band_76
77,17,band_77
78,4,band_78
79,1,band_79
80,12,band_80
81,12,band_81
82,17,band_82
83,17,band_83
84,17,band_84
85,17,band_85
86,17,band_86
87,17,band_87
88,17,band_88
89,18,band_89
90,7,band_90
91,19,band_91
92,20,band_92
93,20,band_93
94,19,band_94
95,20,band_95
96,22,band_96
97,32,band_97
98,5,band_98
99,6,band_99
100,5,band_100
101,6,band_101
102,6,band_102
103,23,band_103
104,31,band_104
105,2,band_105
106,13,band_106
107,2,band_107
108,13,band_108
109,13,band_109
110,1,band_110
111,14,band_111
112,17,band_112
113,17,band_113
114,17,band_114
115,17,band_115
116,17,band_116
117,17,band_117
118,17,band_118
119,10,band_119
120,16,band_120
121,16,band_121
122,11,band_122
123,21,band_123
124,24,band_124
125,30,band_125
126,2,band_126
127,13,band_127
128,2,band_128
129,13,band_129
130,13,band_130
131,1,band_131
132,14,band_132
133,17,band_133
134,17,band_134
135,17,band_135
136,17,band_136
137,17,band_137
138,14,band_138
139,17,band_139
140,17,band_140
141,17,band_141
142,17,band_142
143,17,band_143
144,17,band_144
145,17,band_145
146,17,band_146
147,17,band_147
148,17,band_148
149,17,band_149
150,17,band_150
151,17,band_151
152,17,band_152
153,17,band_153
154,17,band_154
155,17,band_155
156,17,band_156
157,17,band_157
158,17,band_158
159,17,band_159
160,17,band_160
161,17,band_161
162,17,band_162
163,17,band_163
164,17,band_164
165,17,band_165
166,17,band_166
167,17,band_167
168,17,band_168
169,17,band_169
170,17,band_170
171,17,band_171
172,17,band_172
173,17,band_173
174,17,band_174
175,17,band_175
176,17,band_176
177,17,band_177
178,17,band_178
179,17,band_179
180,17,band_180
181,17,band_181
182,17,band_182
183,17,band_183
