band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
38,band_38,confirmed,1,49,49,1.0,0.13085933114900933,0.03917373442493073
40,band_40,confirmed,1,49,49,1.0,0.10315168068742123,0.03917373442493073
39,band_39,confirmed,1,49,49,1.0,0.09169197287150702,0.03917373442493073
41,band_41,confirmed,1,49,49,1.0,0.06683208854119772,0.03917373442493073
123,band_123,confirmed,1,49,49,1.0,0.05838949340717475,0.03917373442493073
87,band_87,confirmed,1,49,49,1.0,0.058145196386364756,0.03917373442493073
42,band_42,confirmed,1,49,49,1.0,0.05092896031166306,0.03917373442493073
124,band_124,confirmed,1,43,49,0.8775510204081632,0.04870267204227607,0.03917373442493073
72,band_72,tentative,1,22,49,0.4489795918367347,0.038922670382095986,0.03917373442493073
78,band_78,rejected,0,16,49,0.32653061224489793,0.03672446519554816,0.03917373442493073
14,band_14,rejected,0,2,49,0.04081632653061224,,0.03917373442493073
71,band_71,rejected,0,2,49,0.04081632653061224,,0.03917373442493073
0,band_0,rejected,0,0,49,0.0,,0.03917373442493073
13,band_13,rejected,0,0,49,0.0,,0.03917373442493073
103,band_103,rejected,0,0,49,0.0,,0.03917373442493073
