rank,band_index,band_name,mean_jm,min_jm,n_pairs,n_classes_used
1,116,band_116,0.8166207634781968,0.0,21,11
2,19,band_19,0.7620776652345144,0.0,28,11
3,16,band_16,0.6655187510410696,0.0,36,11
4,115,band_115,0.66457180765465,0.0,28,11
5,18,band_18,0.657636516460685,0.0,45,11
6,158,band_158,0.45896560513523,0.0,45,11
7,156,band_156,0.40418370856235064,0.0,45,11
8,141,band_141,0.333713890940173,0.0,45,11
9,113,band_113,0.3218549350124424,0.0,28,11
10,60,band_60,0.29922658325783236,0.0,45,11
11,31,band_31,0.23714569525101556,0.0,45,11
12,58,band_58,0.23405875753913405,0.0,45,11
13,142,band_142,0.22472022251491647,0.0,45,11
14,157,band_157,0.22306383116688128,0.0,45,11
15,159,band_159,0.19321765908362595,0.0,28,11
16,33,band_33,0.19051141931391824,0.0,45,11
17,61,band_61,0.18917617133363318,0.0,45,11
18,83,band_83,0.17906082657789363,0.0,45,11
19,53,band_53,0.17548827087969893,0.0,45,11
20,62,band_62,0.16569869753734143,0.0,45,11
21,99,band_99,0.15195040975605295,0.0,45,11
22,2,band_2,0.14936379224414773,0.0,45,11
23,52,band_52,0.1489655329106552,0.0,45,11
24,21,band_21,0.1302282457348372,0.0,45,11
25,20,band_20,0.12958221601792716,0.0,45,11
26,15,band_15,0.12956337374628846,0.0,45,11
27,65,band_65,0.12889691514540966,0.0,45,11
28,161,band_161,0.12279761536982128,0.0,45,11
29,148,band_148,0.11280796317350746,0.0,45,11
30,55,band_55,0.1114018465978447,0.0,45,11
31,92,band_92,0.10637228510237667,0.0,45,11
32,85,band_85,0.10139700351962626,0.0,45,11
33,143,band_143,0.1006117435759332,0.0,45,11
34,32,band_32,0.0989518205632449,0.0,45,11
35,118,band_118,0.09827378633694481,0.0,45,11
36,84,band_84,0.09607056485749393,0.0,45,11
37,150,band_150,0.09591490174209694,0.0,45,11
38,81,band_81,0.09427863536519566,0.0,45,11
39,89,band_89,0.09427863536519566,0.0,45,11
40,94,band_94,0.09421079268789669,0.0,45,11
41,91,band_91,0.09413511403776455,0.0,45,11
42,80,band_80,0.08647996264014408,0.0,45,11
43,54,band_54,0.0807995345073981,0.0,45,11
44,146,band_146,0.07593059607188077,0.0,45,11
45,178,band_178,0.07578488383958752,0.0,45,11
46,180,band_180,0.07433694680322395,0.0,45,11
47,144,band_144,0.0735937417180867,0.0,45,11
48,114,band_114,0.07304903092096031,0.0,28,11
49,129,band_129,0.07037507073030097,0.0,45,11
50,93,band_93,0.06284274880189421,0.0,45,11
51,45,band_45,0.062026159379901746,0.0,45,11
52,127,band_127,0.05969164882327556,0.0,45,11
53,163,band_163,0.05884849499972044,0.0,45,11
54,145,band_145,0.056396974593965886,0.0,45,11
55,47,band_47,0.05604799142370664,0.0,45,11
56,151,band_151,0.051194577777183004,0.0,45,11
57,170,band_170,0.05116746078191012,0.0,45,11
58,4,band_4,0.050554548156597594,0.0,45,11
59,177,band_177,0.0477180240107958,0.0,45,11
60,22,band_22,0.04574074246273569,0.0,45,11
61,100,band_100,0.04430738584647778,0.0,45,11
62,101,band_101,0.043079322960258945,0.0,45,11
63,133,band_133,0.03142683635809309,0.0,45,11
64,23,band_23,0.03142366349256928,0.0,45,11
65,136,band_136,0.031318194898182855,0.0,45,11
66,105,band_105,0.031213708410149973,0.0,45,11
67,26,band_26,0.031183938981890577,0.0,45,11
68,106,band_106,0.03089598669492984,0.0,45,11
69,134,band_134,0.030876735348904498,0.0,45,11
70,74,band_74,0.030474675087099348,0.0,45,11
71,183,band_183,0.030231120641492283,0.0,45,11
72,24,band_24,0.030190782192479296,0.0,45,11
73,108,band_108,0.029573544295588436,0.0,45,11
74,57,band_57,0.029331487502646175,0.0,45,11
75,63,band_63,0.027920042826590948,0.0,45,11
76,102,band_102,0.027860949940698137,0.0,45,11
77,152,band_152,0.027845614338489533,0.0,45,11
78,36,band_36,0.025936204240359986,0.0,45,11
79,56,band_56,0.023794156982717085,0.0,45,11
80,67,band_67,0.023471663939110796,0.0,45,11
81,149,band_149,0.02225676614371463,0.0,45,11
82,182,band_182,0.01609235234928147,0.0,45,11
83,17,band_17,0.011854133838281105,0.0,36,11
84,160,band_160,0.0024962531477000643,0.0,45,11
85,0,band_0,0.0,0.0,45,11
86,1,band_1,0.0,0.0,45,11
87,3,band_3,0.0,0.0,45,11
88,5,band_5,0.0,0.0,45,11
89,6,band_6,0.0,0.0,45,11
90,7,band_7,0.0,0.0,45,11
91,8,band_8,0.0,0.0,45,11
92,9,band_9,0.0,0.0,45,11
93,10,band_10,0.0,0.0,45,11
94,11,band_11,0.0,0.0,45,11
95,12,band_12,0.0,0.0,45,11
96,13,band_13,0.0,0.0,45,11
97,14,band_14,0.0,0.0,45,11
98,25,band_25,0.0,0.0,45,11
