tile,year,eco_id,n_eco_bbox_approx,mosaic_path,west,south,east,north
CHILE-SJ-18-Z-B,2015,10,86158,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-39.00583778328215,-71.99871238078188,-37.999006012840994
CHILE-SJ-18-Z-D,2015,10,2752286,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-18-Z-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-40.00593218909241,-71.99871238078188,-38.99883092406602
CHILE-SJ-19-Y-A,2015,10,1239340,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-19-Y-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-39.00583778328215,-70.4987055193591,-37.999006012840994
CHILE-SJ-19-Y-C,2015,10,6592899,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SJ-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-40.00593218909241,-70.4987055193591,-38.99883092406602
CHILE-SK-18-X-B,2015,10,6030335,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-X-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-41.00602659490268,-71.99871238078188,-39.998925329876286
CHILE-SK-18-X-D,2015,10,9884115,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-X-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-42.005851506127705,-71.99871238078188,-40.999019735686545
CHILE-SK-18-Z-B,2015,10,8644952,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-43.005945911937964,-71.99871238078188,-41.99884464691157
CHILE-SK-18-Z-D,2015,10,13815287,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-44.00604031774823,-71.99871238078188,-42.99893905272184
CHILE-SK-19-V-A,2015,10,2491377,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-41.00602659490268,-70.4987055193591,-39.998925329876286
CHILE-SK-19-V-C,2015,10,2313408,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-V-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-42.005851506127705,-70.4987055193591,-40.999019735686545
CHILE-SK-19-Y-A,2015,10,563289,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-Y-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-43.005945911937964,-70.4987055193591,-41.99884464691157
CHILE-SK-19-Y-C,2015,10,3041751,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-44.00604031774823,-70.4987055193591,-42.99893905272184
CHILE-SL-18-X-A,2015,10,6127,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-A-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-45.005865228973256,-73.49871924220466,-43.9990334585321
CHILE-SL-18-X-B,2015,10,16449250,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-45.005865228973256,-71.99871238078188,-43.9990334585321
CHILE-SL-18-X-C,2015,10,483956,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-C-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-46.00595963478352,-73.49844974761942,-44.99885836975713
CHILE-SL-18-X-D,2015,10,18558327,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-46.00595963478352,-71.99844288619664,-44.99885836975713
CHILE-SL-18-Z-A,2015,10,751744,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-A-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-47.00605404059378,-73.49844974761942,-45.99895277556739
CHILE-SL-18-Z-B,2015,10,5401663,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-47.00605404059378,-71.99844288619664,-45.99895277556739
CHILE-SL-19-V-A,2015,10,5201025,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-45.005865228973256,-70.4987055193591,-43.9990334585321
CHILE-SL-19-V-C,2015,10,4298389,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-46.00595963478352,-70.49843602477387,-44.99885836975713
CHILE-SL-19-Y-A,2015,10,366736,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-Y-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-47.00605404059378,-70.49843602477387,-45.99895277556739
