band_index,cluster_id,band_name
0,29,band_0
1,14,band_1
2,18,band_2
3,13,band_3
4,18,band_4
5,18,band_5
6,14,band_6
7,18,band_7
8,24,band_8
9,18,band_9
10,23,band_10
11,21,band_11
12,18,band_12
13,25,band_13
14,34,band_14
15,18,band_15
16,18,band_16
17,18,band_17
18,18,band_18
19,18,band_19
20,18,band_20
21,18,band_21
22,18,band_22
23,18,band_23
24,18,band_24
25,18,band_25
26,18,band_26
27,18,band_27
28,15,band_28
29,18,band_29
30,18,band_30
31,18,band_31
32,18,band_32
33,18,band_33
34,18,band_34
35,18,band_35
36,18,band_36
37,0,band_37
38,2,band_38
39,3,band_39
40,1,band_40
41,33,band_41
42,0,band_42
43,0,band_43
44,14,band_44
45,18,band_45
46,13,band_46
47,18,band_47
48,18,band_48
49,14,band_49
50,18,band_50
51,18,band_51
52,18,band_52
53,18,band_53
54,18,band_54
55,18,band_55
56,18,band_56
57,18,band_57
58,18,band_58
59,18,band_59
60,18,band_60
61,18,band_61
62,18,band_62
63,18,band_63
64,18,band_64
65,18,band_65
66,18,band_66
67,18,band_67
68,18,band_68
69,18,band_69
70,18,band_70
71,4,band_71
72,4,band_72
73,18,band_73
74,18,band_74
75,18,band_75
76,18,band_76
77,18,band_77
78,4,band_78
79,14,band_79
80,16,band_80
81,16,band_81
82,18,band_82
83,18,band_83
84,18,band_84
85,18,band_85
86,18,band_86
87,18,band_87
88,18,band_88
89,18,band_89
90,8,band_90
91,19,band_91
92,18,band_92
93,18,band_93
94,18,band_94
95,22,band_95
96,26,band_96
97,31,band_97
98,28,band_98
99,7,band_99
100,9,band_100
101,7,band_101
102,7,band_102
103,27,band_103
104,32,band_104
105,12,band_105
106,18,band_106
107,12,band_107
108,18,band_108
109,18,band_109
110,14,band_110
111,18,band_111
112,18,band_112
113,18,band_113
114,18,band_114
115,18,band_115
116,18,band_116
117,18,band_117
118,18,band_118
119,5,band_119
120,17,band_120
121,17,band_121
122,10,band_122
123,11,band_123
124,6,band_124
125,30,band_125
126,14,band_126
127,18,band_127
128,13,band_128
129,18,band_129
130,18,band_130
131,14,band_131
132,18,band_132
133,18,band_133
134,18,band_134
135,18,band_135
136,18,band_136
137,18,band_137
138,15,band_138
139,18,band_139
140,18,band_140
141,18,band_141
142,18,band_142
143,18,band_143
144,18,band_144
145,18,band_145
146,18,band_146
147,18,band_147
148,18,band_148
149,18,band_149
150,18,band_150
151,18,band_151
152,18,band_152
153,18,band_153
154,20,band_154
155,18,band_155
156,18,band_156
157,18,band_157
158,18,band_158
159,18,band_159
160,18,band_160
161,18,band_161
162,18,band_162
163,18,band_163
164,18,band_164
165,18,band_165
166,18,band_166
167,18,band_167
168,18,band_168
169,18,band_169
170,18,band_170
171,18,band_171
172,18,band_172
173,18,band_173
174,18,band_174
175,18,band_175
176,18,band_176
177,18,band_177
178,18,band_178
179,18,band_179
180,18,band_180
181,18,band_181
182,18,band_182
183,18,band_183
