YEAR	GRID_NAME	SATELLITE	BLACK LIST	USETILEMASK	SATELLITE_COMMENT
2011	SM-19-Y-D	L7	LE07_228096_20110122,LE07_228096_20110412,LE07_228096_20110428,LE07_228096_20110818,LE07_228096_20110903,LE07_228096_20111023,LE07_228096_20111224,LE07_229095_20110403,LE07_229095_20111028,LE07_229095_20111113,LE07_229095_20111129,LE07_229096_20110214,LE07_229096_20110403,LE07_229096_20110825,LE07_229096_20111028,LE07_229096_20111113,LE07_229096_20111215	true	
2012	SM-19-Y-D	L7		true	satellite anterior (anómalo): 99/55
2013	SM-19-Y-D	L8		true	
2014	SM-19-Y-D	L8		true	
2015	SM-19-Y-D	L8		true	
2016	SM-19-Y-D	L8		true	
2017	SM-19-Y-D	L8		true	
2018	SM-19-Y-D	L8		true	
2019	SM-19-Y-D	L8		true	
2020	SM-19-Y-D	L8		true	
2021	SM-19-Y-D	L8		true	
2022	SM-19-Y-D	L8		true	
2023	SM-19-Y-D	L9		true	
2024	SM-19-Y-D	L9		true	
2025	SM-19-Y-D	L9		true	
1996	SN-18-V-B	L5		true	satellite anterior (anómalo): 0
1997	SN-18-V-B	L5		true	
1998	SN-18-V-B	L5		true	
1999	SN-18-V-B	L7		true	
2000	SN-18-V-B	L7		true	satellite anterior (anómalo): 77/55
2001	SN-18-V-B	L5		true	
2002	SN-18-V-B	L7		true	
2003	SN-18-V-B	L7		true	
2004	SN-18-V-B	L5		true	
2005	SN-18-V-B	L7	LE07_232096_20050829,LE07_232096_20050914	true	
2006	SN-18-V-B	L7		true	
2007	SN-18-V-B	L7		true	
2008	SN-18-V-B	L5		true	
2009	SN-18-V-B	L7		true	
2010	SN-18-V-B	L7	LE07_232096_20100811,LE07_232096_20100421	true	
2011	SN-18-V-B	L7	LE07_232096_20110830,LE07_232096_20111001	true	
2012	SN-18-V-B	L7	LE07_232096_20120816	true	
2013	SN-18-V-B	L7	LE07_232096_20131006,LE07_232096_20130920	true	
2014	SN-18-V-B	L8		true	satellite anterior (anómalo): 77/55
2015	SN-18-V-B	L8	LC08_232096_20150817,LC08_232096_20150206	true	
2016	SN-18-V-B	L8		true	
2017	SN-18-V-B	L8	LC08_232096_20170822	true	
2018	SN-18-V-B	L8	LC08_232096_20180505,LC08_232096_20180419	true	
2019	SN-18-V-B	L8	LC08_232096_20190828,LC08_232096_20190508	true	
2020	SN-18-V-B	L8		true	
2021	SN-18-V-B	L8		true	
2022	SN-18-V-B	L8		true	
2023	SN-18-V-B	L9	LC09_232096_20230916,LC09_232096_20230324	true	
2024	SN-18-V-B	L9	LC09_232096_20240310	true	
2025	SN-18-V-B	L9		true	
1996	SN-18-X-A	L5		true	satellite anterior (anómalo): 0
1997	SN-18-X-A	L5		true	
1998	SN-18-X-A	L5	LT05_231097_19980912,LT05_231097_19980320,LT05_231096_19980912,LT05_231096_19980320	true	
1999	SN-18-X-A	L5	LT05_231097_19991001,LT05_231097_19990915,LT05_231096_19990915,LT05_230097_19990908	true	
2000	SN-18-X-A	L5	LT05_231096_20000901	true	
2001	SN-18-X-A	L5	LT05_230097_20010305,LT05_231096_20010413,LT05_231096_20010904,LT05_231097_20010328	true	
2002	SN-18-X-A	L7	LE07_231097_20021017,LE07_231097_20020408,LE07_231097_20020307,LE07_231096_20021017,LE07_231096_20020814	true	
2003	SN-18-X-A	L7	LE07_232096_20031112,LE07_231097_20030427,LE07_230097_20030927	true	
2004	SN-18-X-A	L5	LT05_231097_20040421,LT05_231097_20040320,LT05_231096_20041217,LT05_231096_20041030,LT05_231096_20040912,LT05_231096_20040421,LT05_231096_20040304,LT05_230097_20041124,LT05_230097_20040905	true	
2005	SN-18-X-A	L7	LE07_232096_20050829,LE07_231097_20051025,LE07_231097_20050416,LE07_231096_20050502,LE07_231096_20050416,LE07_230097_20051103,LE07_230097_20050815	true	
2006	SN-18-X-A	L5	LT05_232096_20060824,LT05_231097_20060902,LT05_231096_20060902,LT05_231096_20060817,LT05_230097_20060911,LT05_230097_20060404,LT05_231096_20061004	true	
2007	SN-18-X-A	L5	LT05_231097_20070905,LT05_231097_20070820,LT05_231096_20070905,LT05_231096_20070820,LT05_231096_20070414,LT05_231096_20070329,LT05_230097_20070914,LT05_230097_20070423	true	
2008	SN-18-X-A	L5		true	
2009	SN-18-X-A	L7		true	
2010	SN-18-X-A	L7		true	Vacía
2011	SN-18-X-A	L7		true	
2012	SN-18-X-A	L7	LE07_232096_20120901,LE07_232096_20120816,LE07_231097_20120302,LE07_231096_20120825,LE07_230097_20120903,LE07_230097_20120412,LE07_230097_20120327	true	
2013	SN-18-X-A	L8	LC08_232096_20130811,LC08_231096_20130430,LC08_230097_20130829	true	
2014	SN-18-X-A	L8		true	
2015	SN-18-X-A	L8		true	
2016	SN-18-X-A	L8	LC08_231097_20161031,LC08_231097_20160929,LC08_231097_20160406,LC08_231096_20160929,LC08_231096_20160812,LC08_231096_20160422,LC08_231096_20160406,LC08_230097_20160821,LC08_230097_20160501,LC08_231097_20160812	true	
2017	SN-18-X-A	L8	LC08_232096_20170822,LC08_231096_20170831,LC08_231096_20170425,LC08_230097_20170925,LC08_230097_20170402	true	
2018	SN-18-X-A	L8		true	
2019	SN-18-X-A	L8		true	
2020	SN-18-X-A	L8		true	
2021	SN-18-X-A	L8	LC08_231097_20211114,LC08_231097_20210404,LC08_231096_20210927,LC08_231096_20210826,LC08_230097_20210429	true	
2022	SN-18-X-A	L8		true	
2023	SN-18-X-A	L9	LC09_232096_20230324,LC09_231097_20230824,LC09_231097_20230301,LC09_231096_20230301	true	
2024	SN-18-X-A	L9	LC09_232096_20240310	true	
1996	SN-19-X-C	L5		true	satellite anterior (anómalo): 0
1997	SN-19-X-C	L5	LT05_227098_19970305,LT05_227097_19970201,LT05_227098_19970217,LT05_227097_19970217	true	
1998	SN-19-X-C	L5	LT05_227098_19981002,LT05_227098_19980220,LT05_226098_19981027,LT05_226098_19981128,LT05_227097_19980308,LT05_227097_19980831,LT05_227098_19980204,LT05_227097_19980220,LT05_227097_19980204,LT05_227097_19980916	true	
1999	SN-19-X-C	L5		true	
2000	SN-19-X-C	L7		true	
2001	SN-19-X-C	L7		true	
2002	SN-19-X-C	L7	LE07_226097_20020827,LE07_226098_20020304,LE07_226098_20020827,LE07_226098_20020912,LE07_226098_20021030,LE07_226098_20021115,LE07_227097_20020106,LE07_227097_20020122,LE07_227097_20020223,LE07_227097_20021005,LE07_227097_20021021,LE07_227097_20021208,LE07_227098_20020122,LE07_227098_20020223,LE07_227098_20021005,LE07_227098_20021021	true	
2003	SN-19-X-C	L7	LE07_226098_20030118,LE07_226098_20030307,LE07_226098_20030830,LE07_227097_20030125,LE07_227097_20030314,LE07_227097_20030415,LE07_227097_20031024,LE07_227098_20030330,LE07_227098_20030415	true	
2004	SN-19-X-C	L7		true	
2005	SN-19-X-C	L7		true	
2006	SN-19-X-C	L5	LT05_227098_20061227,LT05_227098_20060415,LT05_227098_20060314,LT05_227097_20061211,LT05_227097_20060415,LT05_227097_20060314,LT05_226098_20061204,LT05_226098_20061001,LT05_226098_20060915,LT05_226098_20060408,LT05_226098_20060307,LT05_226098_20060219,LT05_226098_20060203,LT05_226097_20060203	true	
2007	SN-19-X-C	L7		true	
2008	SN-19-X-C	L7	LE07_227098_20080412,LE07_227098_20080224,LE07_227097_20081122,LE07_227097_20081005,LE07_227097_20080903,LE07_227097_20080428,LE07_227097_20080412,LE07_226098_20081201,LE07_226098_20080827,LE07_226098_20080405,LE07_226098_20080201,LE07_227097_20080818	true	
2009	SN-19-X-C	L7	LE07_227098_20091211,LE07_227098_20091008,LE07_227098_20090906,LE07_227098_20090314,LE07_227098_20090226,LE07_227097_20091227,LE07_227097_20091008,LE07_227097_20090226,LE07_227097_20090210,LE07_226098_20091204,LE07_226098_20091001,LE07_226098_20090830,LE07_226098_20090424,LE07_226098_20090323,LE07_226098_20090307,LE07_226098_20090219,LE07_226097_20090830,LE07_227098_20091109,LE07_227098_20090330,LE07_227097_20091211,LE07_227097_20091109	true	
2010	SN-19-X-C	L7		true	
2011	SN-19-X-C	L7		true	satellite anterior (anómalo): 0
2012	SN-19-X-C	L7		true	satellite anterior (anómalo): 99/55
2013	SN-19-X-C	L8	LC08_227098_20130418,LC08_227097_20130418,LC08_226098_20131223,LC08_226098_20130918,LC08_227097_20131128,LC08_227097_20131027	true	
2014	SN-19-X-C	L8	LC08_227098_20141014,LC08_227098_20140912,LC08_227098_20140216,LC08_227098_20140115,LC08_227097_20141014,LC08_227097_20140216,LC08_226098_20141108,LC08_226098_20141007,LC08_226098_20140905,LC08_226098_20140820,LC08_226098_20140414,LC08_226098_20140225,LC08_226098_20140209,LC08_226097_20140905,LC08_226098_20141226,LC08_226098_20141023	true	
2015	SN-19-X-C	L8		true	
2016	SN-19-X-C	L8		true	
2017	SN-19-X-C	L8		true	
2018	SN-19-X-C	L7		true	
2019	SN-19-X-C	L8		true	
2020	SN-19-X-C	L8		true	
2021	SN-19-X-C	L8	LC08_227098_20211118,LC08_227098_20210915,LC08_227097_20211118,LC08_227097_20210408,LC08_227097_20210203,LC08_226098_20210823,LC08_226098_20210316,LC08_227098_20210102,LC08_227098_20210830,LC08_227098_20210203,LC08_226098_20211127	true	
2022	SN-19-X-C	L8		true	
2023	SN-19-X-C	L8		true	
2024	SN-19-X-C	L9		true	
2025	SN-19-X-C	L9		true	
1996	SN-18-Z-B	L5		false	satellite anterior (anómalo): 77/55
1997	SN-18-Z-B	L5		false	satellite anterior (anómalo): 77/55
1998	SN-18-Z-B	L5		false	
1999	SN-18-Z-B	L5		false	
2000	SN-18-Z-B	L7	LE07_229098_20000404,LE07_229098_20000826	false	
2001	SN-18-Z-B	L7	LE07_229098_20010423	false	
2002	SN-18-Z-B	L7	LE07_229098_20020410	false	
2003	SN-18-Z-B	L7	LE07_229098_20030328,LE07_229098_20030413	false	
2004	SN-18-Z-B	L7		false	satellite anterior (anómalo): 77/55
2005	SN-18-Z-B	L7		false	
2006	SN-18-Z-B	L7		false	satellite anterior (anómalo): 77/55
2007	SN-18-Z-B	L7		false	satellite anterior (anómalo): 0
2008	SN-18-Z-B	L7		false	satellite anterior (anómalo): 0
2009	SN-18-Z-B	L7		false	satellite anterior (anómalo): 77/55
2010	SN-18-Z-B	L7		false	satellite anterior (anómalo): 0
2011	SN-18-Z-B	L7		false	satellite anterior (anómalo): 0
2012	SN-18-Z-B	L7		false	satellite anterior (anómalo): 99/77/55
2013	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2014	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2015	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2016	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2017	SN-18-Z-B	L8		false	
2018	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2019	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2020	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2021	SN-18-Z-B	L8		false	satellite anterior (anómalo): 77/55
2022	SN-18-Z-B	L8		false	
2023	SN-18-Z-B	L9		false	
2024	SN-18-Z-B	L8		false	
1996	SN-19-Y-A	L5		true	satellite anterior (anómalo): 77/55
1997	SN-19-Y-A	L5		true	satellite anterior (anómalo): 77/55
1998	SN-19-Y-A	L5		true	
1999	SN-19-Y-A	L7	LE07_228098_19990902,LE07_229098_19990909	true	
2000	SN-19-Y-A	L8	LE07_228098_20000328,LE07_229098_20000826	true	
2001	SN-19-Y-A	L7	LE07_228098_20010822	true	
2002	SN-19-Y-A	L7		true	no hay mas imagenes
2003	SN-19-Y-A	L7		true	no hay mas imagenes
2004	SN-19-Y-A	L5	LT05_228098_20040416,LT05_228098_20040907,LT05_228098_20040923,LT05_228098_20041009,LT05_229098_20040322,LT05_229098_20040914	true	
2005	SN-19-Y-A	L5	LT05_228098_20050825,LT05_228098_20050910,LT05_229098_20050901	true	
2006	SN-19-Y-A	L7	LE07_228098_20060414	true	
2007	SN-19-Y-A	L5	LT05_228098_20070425	true	
2008	SN-19-Y-A	L7	LE07_228098_20090422,LE07_229098_20090819	true	
2009	SN-19-Y-A	L7		true	
2010	SN-19-Y-A	L7		true	satellite anterior (anómalo): 0
2011	SN-19-Y-A	L7		true	satellite anterior (anómalo): 0
2012	SN-19-Y-A	L7	LE07_228098_20120414,LE07_228098_20120820,LE07_229098_20120405	true	
2013	SN-19-Y-A	L8	LC08_228098_20130815,LC08_228098_20130831	true	
2014	SN-19-Y-A	L8	LC08_228098_20140412,LC08_228098_20140818,LC08_228098_20140903,LC08_229098_20140910	true	
2015	SN-19-Y-A	L8	LC08_228098_20150415,LC08_228098_20150821	true	
2016	SN-19-Y-A	L8	LC08_228098_20160417	true	
2017	SN-19-Y-A	L8	LC08_228098_20170303,LC08_228098_20170420,LC08_228098_20171216,LC08_229098_20170817,LC08_229098_20170902	true	
2018	SN-19-Y-A	L8	LC08_228098_20180407,LC08_228098_20180829,LC08_229098_20180905	true	
2019	SN-19-Y-A	L8	LC08_228098_20190426,LC08_228098_20190816,LC08_228098_20190901,LC08_229098_20191010	true	
2020	SN-19-Y-A	L8	LC08_228098_20200412,LC08_228098_20200818,LC08_228098_20200903	true	
2021	SN-19-Y-A	L8		true	
2022	SN-19-Y-A	L8		true	
2023	SN-19-Y-A	L9		true	
2024	SN-19-Y-A	L8	LC08_228098_20230928,LC08_229098_20230903	true	
1996	SN-19-Y-B	L5		true	satellite anterior (anómalo): 0
1997	SN-19-Y-B	L5	LT05_227098_19970305	true	
1998	SN-19-Y-B	L5	LT05_227098_19980831,LT05_227098_19980220,LT05_227098_19980916	true	
1999	SN-19-Y-B	L5	LT05_227098_19990106	true	MALA
2000	SN-19-Y-B	L5		true	
2001	SN-19-Y-B	L7		true	
2002	SN-19-Y-B	L7		true	
2003	SN-19-Y-B	L7		true	
2004	SN-19-Y-B	L5	LT05_226098_20040923,LT05_226098_20040907	true	
2005	SN-19-Y-B	L7		true	
2006	SN-19-Y-B	L7	LE07_227098_20060407,LE07_227098_20060306	true	
2007	SN-19-Y-B	L5	LT05_228098_20070425,LT05_227098_20070402	true	
2008	SN-19-Y-B	L7		true	
2009	SN-19-Y-B	L7	LE07_227098_20090906,LE07_227098_20090330	true	
2010	SN-19-Y-B	L7		true	
2011	SN-19-Y-B	L7	LE07_227098_20111014	true	
2012	SN-19-Y-B	L7	LE07_228098_20120414,LE07_228097_20120820,LE07_228098_20120820,LE07_227098_20120914	true	
2013	SN-19-Y-B	L7	LE07_228098_20131010,LE07_227098_20130426,LE07_227098_20130410	true	
2014	SN-19-Y-B	L8	LC08_228098_20140903,LC08_228098_20140818,LC08_228098_20140311,LC08_227098_20140216	true	
2015	SN-19-Y-B	L8		true	
2016	SN-19-Y-B	L8	LC08_228098_20160417,LC08_227098_20160901	true	
2017	SN-19-Y-B	L8	LC08_228098_20170420,LC08_227098_20170413	true	
2018	SN-19-Y-B	L8	LC08_228098_20180829,LC08_227098_20180407	true	
2019	SN-19-Y-B	L8		true	
2020	SN-19-Y-B	L8	LC08_228098_20200818,LC08_228098_20200412,LC08_228098_20180407,LC08_227098_20180405	true	
2021	SN-19-Y-B	L8	LC08_228098_20210102,LC08_228098_20210821,LC08_227098_20210915,LC08_227098_20210830	true	
2022	SN-19-Y-B	L8		true	
2023	SN-19-Y-B	L8		true	
2024	SN-19-Y-B	L8		true	
1996	SF-19-V-B	L5		true	
1997	SF-19-V-B	L5		true	
1998	SF-19-V-B	L5		true	
1999	SF-19-V-B	L5		true	
2000	SF-19-V-B	L7		true	
2001	SF-19-V-B	L7		true	
2002	SF-19-V-B	L7		true	
2003	SF-19-V-B	L5		true	
2004	SF-19-V-B	L7		true	
2005	SF-19-V-B	L7		true	
2006	SF-19-V-B	L7		true	
2007	SF-19-V-B	L7		true	
2008	SF-19-V-B	L7		true	
2009	SF-19-V-B	L7		true	
2010	SF-19-V-B	L7		true	
2011	SF-19-V-B	L7		true	
2012	SF-19-V-B	L7		true	
2013	SF-19-V-B	L8		true	
2014	SF-19-V-B	L8		true	
2015	SF-19-V-B	L8		true	
2016	SF-19-V-B	L8		true	
2017	SF-19-V-B	L8		true	
2018	SF-19-V-B	L8		true	
2019	SF-19-V-B	L8		true	
2020	SF-19-V-B	L8		true	
2021	SF-19-V-B	L8		true	
2022	SF-19-V-B	L8		true	
2023	SF-19-V-B	L9		true	
2024	SF-19-V-B	L9		true	
2025	SF-19-V-B	L9		true	
1996	SF-19-X-A	L5		true	
1997	SF-19-X-A	L5		true	
1998	SF-19-X-A	L5		true	
1999	SF-19-X-A	L5		true	
2000	SF-19-X-A	L5		true	
2001	SF-19-X-A	L7		true	
2002	SF-19-X-A	L7		true	
2003	SF-19-X-A	L7	LE07_001074_20030227,LE07_001074_20030518,LE07_001074_20030721,LE07_233074_20031018,LE07_233074_20031221,LE07_233075_20031018	true	
2004	SF-19-X-A	L7		true	
2005	SF-19-X-A	L7		true	
2006	SF-19-X-A	L7		true	
2007	SF-19-X-A	L7		true	
2008	SF-19-X-A	L7		true	
2009	SF-19-X-A	L7		true	
2010	SF-19-X-A	L7		true	
2011	SF-19-X-A	L7		true	
2012	SF-19-X-A	L7		true	satellite anterior (anómalo): 99
2013	SF-19-X-A	L8		true	
2014	SF-19-X-A	L8		true	
2015	SF-19-X-A	L8		true	
2016	SF-19-X-A	L8		true	
2017	SF-19-X-A	L8		true	
2018	SF-19-X-A	L8		true	
2019	SF-19-X-A	L8		true	
2020	SF-19-X-A	L8		true	
2021	SF-19-X-A	L8		true	
2022	SF-19-X-A	L8		true	
2023	SF-19-X-A	L8		true	
2024	SF-19-X-A	L9		true	
2025	SF-19-X-A	L8		true	
1996	SF-19-V-D	L5		true	
1997	SF-19-V-D	L5		true	
1998	SF-19-V-D	L5		true	
1999	SF-19-V-D	L5		true	
2000	SF-19-V-D	L7		true	
2001	SF-19-V-D	L7		true	
2002	SF-19-V-D	L7		true	
2003	SF-19-V-D	L7		true	
2004	SF-19-V-D	L7		true	
2006	SF-19-V-D	L7		true	
2007	SF-19-V-D	L7		true	
2008	SF-19-V-D	L7		true	
2009	SF-19-V-D	L7		true	
2010	SF-19-V-D	L7		true	
2011	SF-19-V-D	L7		true	
2012	SF-19-V-D	L7		true	satellite anterior (anómalo): 99
2013	SF-19-V-D	L8		true	
2014	SF-19-V-D	L8		true	
2015	SF-19-V-D	L8		true	
2016	SF-19-V-D	L8		true	
2017	SF-19-V-D	L8		true	
2018	SF-19-V-D	L8		true	
2019	SF-19-V-D	L8		true	
2020	SF-19-V-D	L8		true	
2021	SF-19-V-D	L8		true	
2022	SF-19-V-D	L8		true	
2023	SF-19-V-D	L9		true	
2024	SF-19-V-D	L9		true	
2025	SF-19-V-D	L9		true	
1996	SF-19-X-C	L5		true	
1997	SF-19-X-C	L5		true	
1998	SF-19-X-C	L5		true	
1999	SF-19-X-C	L5		true	
2000	SF-19-X-C	L7		true	
2001	SF-19-X-C	L7		true	
2002	SF-19-X-C	L7		true	
2003	SF-19-X-C	L7		true	
2004	SF-19-X-C	L7		true	
2005	SF-19-X-C	L7		true	
2006	SF-19-X-C	L7		true	
2007	SF-19-X-C	L7		true	
2008	SF-19-X-C	L7		true	
2009	SF-19-X-C	L7		true	
2010	SF-19-X-C	L7		true	
2011	SF-19-X-C	L7		true	
2012	SF-19-X-C	L7		true	
2013	SF-19-X-C	L8		true	
2014	SF-19-X-C	L8		true	
2015	SF-19-X-C	L8		true	
2016	SF-19-X-C	L8		true	
2017	SF-19-X-C	L8		true	
2018	SF-19-X-C	L8		true	
2019	SF-19-X-C	L8		true	
2020	SF-19-X-C	L8		true	
2021	SF-19-X-C	L8		true	
2022	SF-19-X-C	L8		true	
2023	SF-19-X-C	L8		true	
2024	SF-19-X-C	L8		true	
2025	SF-19-X-C	L8		true	
1996	SF-19-Y-B	L5		true	
1997	SF-19-Y-B	L5		true	
1998	SF-19-Y-B	L5		true	
1999	SF-19-Y-B	L5		true	
2000	SF-19-Y-B	L7		true	
2001	SF-19-Y-B	L7		true	
2002	SF-19-Y-B	L7		true	
2003	SF-19-Y-B	L7		true	
2004	SF-19-Y-B	L7		true	
2005	SF-19-Y-B	L7		true	
2006	SF-19-Y-B	L7		true	
2007	SF-19-Y-B	L7		true	
2008	SF-19-Y-B	L7		true	
2009	SF-19-Y-B	L7		true	
2010	SF-19-Y-B	L7		true	
2011	SF-19-Y-B	L7		true	
2012	SF-19-Y-B	L7		true	
2013	SF-19-Y-B	L8		true	
2014	SF-19-Y-B	L8		true	
2015	SF-19-Y-B	L8		true	
2016	SF-19-Y-B	L8		true	
2017	SF-19-Y-B	L8		true	
2018	SF-19-Y-B	L8		true	
2019	SF-19-Y-B	L8		true	
2020	SF-19-Y-B	L8		true	
2021	SF-19-Y-B	L8		true	
2022	SF-19-Y-B	L8		true	
2023	SF-19-Y-B	L8		true	
2024	SF-19-Y-B	L9		true	
2025	SF-19-Y-B	L9		true	
1996	SF-19-Z-A	L5		true	
1997	SF-19-Z-A	L5		true	
1998	SF-19-Z-A	L5		true	
1999	SF-19-Z-A	L5		true	
2000	SF-19-Z-A	L5		true	
2001	SF-19-Z-A	L7		true	
2002	SF-19-Z-A	L7		true	
2003	SF-19-Z-A	L7		true	
2004	SF-19-Z-A	L7		true	
2005	SF-19-Z-A	L7		true	
2006	SF-19-Z-A	L7		true	
2007	SF-19-Z-A	L7		true	
2008	SF-19-Z-A	L7		true	
2009	SF-19-Z-A	L7		true	
2010	SF-19-Z-A	L7		true	
2011	SF-19-Z-A	L7		true	
2012	SF-19-Z-A	L7		true	satellite anterior (anómalo): 99/55
2013	SF-19-Z-A	L8		true	
2014	SF-19-Z-A	L8		true	
2015	SF-19-Z-A	L8		true	
2016	SF-19-Z-A	L8		true	
2017	SF-19-Z-A	L8		true	
2018	SF-19-Z-A	L8		true	
2019	SF-19-Z-A	L8		true	
2020	SF-19-Z-A	L8		true	
2021	SF-19-Z-A	L8		true	
2022	SF-19-Z-A	L8		true	
2023	SF-19-Z-A	L8		true	
2024	SF-19-Z-A	L8		true	
2025	SF-19-Z-A	L8		true	
1996	SF-19-Z-B	L5		true	
1997	SF-19-Z-B	L5		true	
1998	SF-19-Z-B	L5		true	
1999	SF-19-Z-B	L5		true	
2000	SF-19-Z-B	L7		true	
2001	SF-19-Z-B	L7		true	
2002	SF-19-Z-B	L7		true	
2003	SF-19-Z-B	L7	LE07_232075_20030301,LE07_232075_20030402,LE07_232075_20030723,LE07_232076_2003030,LE07_232076_20030723,LE07_232076_20031230,LE07_233076_20030220,LE07_233076_20030527	true	
2004	SF-19-Z-B	L7		true	
2005	SF-19-Z-B	L7		true	
2006	SF-19-Z-B	L7		true	
2007	SF-19-Z-B	L7		true	
2008	SF-19-Z-B	L7		true	
2009	SF-19-Z-B	L7		true	
2010	SF-19-Z-B	L7		true	
2011	SF-19-Z-B	L7		true	
2012	SF-19-Z-B	L7		true	
2013	SF-19-Z-B	L8		true	
2014	SF-19-Z-B	L8		true	
2015	SF-19-Z-B	L8		true	
2016	SF-19-Z-B	L8		true	
2017	SF-19-Z-B	L8		true	
2018	SF-19-Z-B	L8		true	
2019	SF-19-Z-B	L8		true	
2020	SF-19-Z-B	L8		true	
2021	SF-19-Z-B	L8		true	
2022	SF-19-Z-B	L8		true	
2023	SF-19-Z-B	L9		true	
2024	SF-19-Z-B	L9		true	
2025	SF-19-Z-B	L9		true	
1996	SF-19-Y-C	L5		true	
1997	SF-19-Y-C	L5		true	
1998	SF-19-Y-C	L5		true	
1999	SF-19-Y-C	L5		true	
2000	SF-19-Y-C	L7		true	
2001	SF-19-Y-C	L7		true	
2002	SF-19-Y-C	L7		true	
2003	SF-19-Y-C	L7		true	
2004	SF-19-Y-C	L7		true	
2005	SF-19-Y-C	L7		true	
2006	SF-19-Y-C	L7		true	
2007	SF-19-Y-C	L7		true	
2008	SF-19-Y-C	L7		true	
2009	SF-19-Y-C	L7		true	
2010	SF-19-Y-C	L7		true	
2011	SF-19-Y-C	L7		true	
2012	SF-19-Y-C	L7		true	
2013	SF-19-Y-C	L8		true	
2014	SF-19-Y-C	L8		true	
2015	SF-19-Y-C	L8		true	
2016	SF-19-Y-C	L8		true	
2017	SF-19-Y-C	L8		true	
2018	SF-19-Y-C	L8		true	
2019	SF-19-Y-C	L8		true	
2020	SF-19-Y-C	L8		true	
2021	SF-19-Y-C	L8		true	
2022	SF-19-Y-C	L8		true	
2023	SF-19-Y-C	L9		true	
2024	SF-19-Y-C	L9		true	
2025	SF-19-Y-C	L9		true	
1996	SG-19-V-B	L5		true	
1997	SG-19-V-B	L5		true	
1998	SG-19-V-B	L5		true	
1999	SG-19-V-B	L5		true	
2000	SG-19-V-B	L7		true	
2001	SG-19-V-B	L7		true	
2002	SG-19-V-B	L7		true	
2003	SG-19-V-B	L7		true	
2004	SG-19-V-B	L7		true	
2005	SG-19-V-B	L7		true	
2006	SG-19-V-B	L7		true	
2007	SG-19-V-B	L7		true	
2008	SG-19-V-B	L7		true	
2009	SG-19-V-B	L7		true	
2010	SG-19-V-B	L7		true	
2011	SG-19-V-B	L7		true	
2012	SG-19-V-B	L7		true	
2013	SG-19-V-B	L8		true	
2014	SG-19-V-B	L8		true	
2015	SG-19-V-B	L8		true	
2016	SG-19-V-B	L8		true	
2017	SG-19-V-B	L8		true	
2018	SG-19-V-B	L8		true	
2019	SG-19-V-B	L8		true	
2020	SG-19-V-B	L8		true	
2021	SG-19-V-B	L8		true	
2022	SG-19-V-B	L8		true	
2023	SG-19-V-B	L8		true	
2024	SG-19-V-B	L9		true	
2025	SG-19-V-B	L9		true	
1996	SG-19-X-A	L5		true	
1997	SG-19-X-A	L5		true	
1998	SG-19-X-A	L5		true	
1999	SG-19-X-A	L5		true	
2000	SG-19-X-A	L7		true	
2001	SG-19-X-A	L7		true	
2002	SG-19-X-A	L7		true	
2003	SG-19-X-A	L5		true	
2004	SG-19-X-A	L7		true	
2005	SG-19-X-A	L7		true	
2006	SG-19-X-A	L7		true	
2007	SG-19-X-A	L7		true	
2008	SG-19-X-A	L7		true	
2009	SG-19-X-A	L7		true	
2010	SG-19-X-A	L7		true	
2011	SG-19-X-A	L7		true	
2012	SG-19-X-A	L7	LE07_233077_20120620,LE07_233077_20120213,LE07_233077_20120112,LE07_232077_20120731,LE07_232077_20120613,LE07_232077_20120105	true	
2013	SG-19-X-A	L8		true	
2014	SG-19-X-A	L8		true	
2015	SG-19-X-A	L8		true	
2016	SG-19-X-A	L8		true	
2017	SG-19-X-A	L8		true	satellite anterior (anómalo): 66
2018	SG-19-X-A	L8		true	
2019	SG-19-X-A	L8		true	
2020	SG-19-X-A	L8		true	
2021	SG-19-X-A	L8		true	
2022	SG-19-X-A	L8		true	
2023	SG-19-X-A	L9		true	
2024	SG-19-X-A	L9		true	
2025	SG-19-X-A	L9		true	
1996	SG-19-X-B	L5		true	
1997	SG-19-X-B	L5		true	
1998	SG-19-X-B	L5		true	
1999	SG-19-X-B	L5		true	
2000	SG-19-X-B	L7		true	
2001	SG-19-X-B	L7		true	
2002	SG-19-X-B	L7		true	
2003	SG-19-X-B	L5		true	
2004	SG-19-X-B	L7		true	
2005	SG-19-X-B	L7		true	
2006	SG-19-X-B	L7		true	
2007	SG-19-X-B	L7		true	
2008	SG-19-X-B	L7		true	
2009	SG-19-X-B	L7		true	
2010	SG-19-X-B	L7		true	
2011	SG-19-X-B	L7		true	
2012	SG-19-X-B	L7		true	satellite anterior (anómalo): 99/55
2013	SG-19-X-B	L8		true	
2014	SG-19-X-B	L8		true	
2015	SG-19-X-B	L8		true	
2016	SG-19-X-B	L8		true	
2017	SG-19-X-B	L8		true	
2018	SG-19-X-B	L8		true	
2019	SG-19-X-B	L8		true	
