YEAR	GRID_NAME	SATELLITE	BLACK LIST	USETILEMASK	SATELLITE_COMMENT
2009	SM-18-Z-D	L5	LT05_231095_20091129,LT05_230096_20090106,LT05_230095_20090106	true	
2010	SM-18-Z-D	L7	LE07_231095_20101226,LE07_231095_20101108,LE07_231095_20100905,LE07_230096_20101117,LE07_230096_20100829	true	
2011	SM-18-Z-D	L7		true	
2012	SM-18-Z-D	L7	LE07_231096_20120825,LE07_231095_20121113,LE07_231095_20120318,LE07_230096_20120903,LE07_230096_20120818,LE07_230096_20120412,LE07_230096_20120208,LE07_230095_20120412	true	
2013	SM-18-Z-D	L8	LC08_231096_20130430,LC08_231095_20131108,LC08_231095_20130430	true	
2014	SM-18-Z-D	L8	LC08_231096_20140503,LC08_231095_20140503,LC08_231095_20140316,LC08_231095_20140212,LC08_230096_20141206,LC08_230096_20140309,LC08_230096_20140221,LC08_230096_20140205,LC08_230095_20141206,LC08_230095_20141104,LC08_230096_20140426,LC08_230096_20140104	true	
2015	SM-18-Z-D	L8	LC08_231095_20151130,LC08_231095_20150420,LC08_231095_20150404,LC08_230096_20151209,LC08_230096_20151022,LC08_230096_20150904,LC08_230096_20150429,LC08_230096_20150312,LC08_230096_20150224,LC08_230096_20150107	true	
2016	SM-18-Z-D	L8		true	
2017	SM-18-Z-D	L8		true	
2018	SM-18-Z-D	L8		true	
2019	SM-18-Z-D	L8		true	
2020	SM-18-Z-D	L8		true	
2021	SM-18-Z-D	L8		true	
2022	SM-18-Z-D	L8		true	
2023	SM-18-Z-D	L9		true	
2024	SM-18-Z-D	L9		true	
2025	SM-18-Z-D	L9		true	
1996	SN-18-X-B	L5	LT05_229097_19961111	true	
1997	SN-18-X-B	L5	LT05_230096_19970121,LT05_229097_19970215,LT05_231096_19970301	true	
1998	SN-18-X-B	L5		true	
1999	SN-18-X-B	L5	LT05_230096_19991229,LT05_230096_19991213,LT05_230096_19990127	true	
2000	SN-18-X-B	L7		true	
2001	SN-18-X-B	L5		true	
2002	SN-18-X-B	L7		true	
2003	SN-18-X-B	L7	LE07_230097_20030927,LE07_230097_20031130,LE07_230096_20031216,LE07_230096_20030927,LE07_230096_20030826,LE07_229097_20031225,LE07_229097_20031107,LE07_229097_2003092	true	
2004	SN-18-X-B	L5	LT05_231096_20041217,LT05_231096_20041201,LT05_231096_20040421,LT05_230097_20040905,LT05_230096_20041124,LT05_230096_20041007,LT05_230096_20040921,LT05_230096_20040820,LT05_230096_20040430,LT05_230096_20040329,LT05_230096_20040125,LT05_230096_20040109,LT05_229097_20041219,LT05_229097_20040914,LT05_229097_20040829,LT05_229097_20040423,LT05_229097_20040306,LT05_229097_20040102,LT05_230096_20040905	true	
2005	SN-18-X-B	L7	LE07_231096_20051025,LE07_231096_20050416,LE07_230097_20051103,LE07_230097_20050815,LE07_230096_20051205,LE07_230096_20051119,LE07_230096_20051103,LE07_230096_20050916,LE07_230096_20050831,LE07_230096_20050815,LE07_230096_20050324,LE07_229097_20051112,LE07_229097_20050925,LE07_229097_20050909,LE07_229097_20050418,LE07_229097_20050128	true	
2006	SN-18-X-B	L7	LE07_231096_20061113,LE07_231096_20060825,LE07_230097_20060122,LE07_230096_20061122,LE07_230096_20060903,LE07_230096_20060412,LE07_230096_20060207,LE07_230096_20060122,LE07_230096_20060106,LE07_229097_20061014,LE07_229097_20060912,LE07_229096_20061014,LE07_229096_20060912,LE07_229096_20060827	true	
2007	SN-18-X-B	L5	LT05_231096_20070430,LT05_231096_20070414,LT05_231096_20070329,LT05_230097_20070423,LT05_230096_20070423,LT05_230096_20070322,LT05_230096_20070218,LT05_229097_20070331,LT05_229097_20070315	true	
2008	SN-18-X-B	L7		true	
2009	SN-18-X-B	L5	LT05_230096_20090106	true	
2010	SN-18-X-B	L7		true	
2011	SN-18-X-B	L7	LE07_231096_20110823,LE07_231096_20110503,LE07_231096_20110212,LE07_230097_20111019,LE07_230097_20110426,LE07_230096_20110917,LE07_230096_20110426,LE07_230096_20110325,LE07_230096_20110120,LE07_229097_20111215,LE07_229097_20111028,LE07_229097_20110825,LE07_229097_20110419	true	
2012	SN-18-X-B	L7	LE07_230097_20121005,LE07_230097_20120903,LE07_230097_20120412,LE07_230097_20120327,LE07_230096_20120903,LE07_230096_20120818,LE07_230096_20120428,LE07_230096_20120412,LE07_230096_20120208,LE07_229097_20121115,LE07_229097_20121217,LE07_229097_20120827,LE07_229097_20120405,LE07_229097_20120320	true	
2013	SN-18-X-B	L8	LC08_230097_20130829	true	
2014	SN-18-X-B	L8	LC08_231096_20140807,LC08_230096_20141104,LC08_230096_20140426,LC08_230096_20140309,LC08_230096_20140221,LC08_229097_20141129,LC08_229097_20140926,LC08_229097_20140403,LC08_229097_20140318,LC08_229097_20140129,LC08_229097_20140113	true	
2015	SN-18-X-B	L8		true	
2016	SN-18-X-B	L8		true	
2017	SN-18-X-B	L8		true	
2018	SN-18-X-B	L8	LC08_230097_20180827,LC08_230096_20181115,LC08_230096_20180827,LC08_230096_20180507,LC08_230096_20180405,LC08_230096_20180304,LC08_229097_20181108,LC08_229097_20181023	true	
2019	SN-18-X-B	L8		true	
2020	SN-18-X-B	L8		true	
2021	SN-18-X-B	L8		true	
2022	SN-18-X-B	L8		true	
2023	SN-18-X-B	L9		true	
2024	SN-18-X-B	L9		true	
2025	SN-18-X-B	L9		true	
1996	SN-19-V-A	L5		true	satellite anterior (anómalo): 77/55
1997	SN-19-V-A	L5		true	satellite anterior (anómalo): 77/55
1998	SN-19-V-A	L5		true	
1999	SN-19-V-A	L5	LT05_228097_19990910,LT05_229096_19990816,LT05_230096_19990908	true	
2000	SN-19-V-A	L7	LE07_229096_20000810,LE07_229097_20000216,LE07_229097_20000404,LE07_229097_20000826,LE07_229097_20000927,LE07_230096_20000427,LE07_230096_20000902,LE07_230096_20000918,LE07_230096_20001105,LE07_230096_20000817,LE07_230096_20000326,LE07_229096_20000826,LE07_229096_20000216,LE07_229096_20000303,LE07_229096_20000319	true	
2001	SN-19-V-A	L7	LE07_228097_20010110,LE07_228097_20010227,LE07_228097_20010331,LE07_228097_20010822,LE07_228097_20010416,LE07_228097_20010923,LE07_228097_20011126,LE07_229096_20010407,LE07_229096_20010423,LE07_229096_20010813,LE07_229096_20011101,LE07_229096_20010914,LE07_229096_20011117,LE07_229096_20010202,LE07_229096_20010322,LE07_229096_20011219,LE07_229096_20010117,LE07_229097_20010306,LE07_230096_20010905,LE07_230096_20010430,LE07_229096_20011203,LE07_230096_20010329,LE07_229097_20010202,LE07_229097_20010423,LE07_229097_20011219,LE07_229097_20010407,LE07_229097_20011101,LE07_229097_20011117,LE07_229097_20010914,LE07_229097_20010117	true	
2002	SN-19-V-A	L7	LE07_229096_20020205,LE07_229096_20020309,LE07_229096_20020325,LE07_229096_20020410,LE07_229096_20020901,LE07_229096_20021003,LE07_229096_20021019,LE07_229096_20021206,LE07_229096_20021222,LE07_228097_20020419,LE07_228097_20020926,LE07_228097_20021215,LE07_229097_20020325,LE07_229097_20020410,LE07_229097_20021206,LE07_229097_20020221,LE07_229097_20021003,LE07_229097_20020309,LE07_230096_20020503,LE07_230096_20021010,LE07_230096_20020417	true	
2003	SN-19-V-A	L7		true	
2004	SN-19-V-A	L7	LE07_228097_20041118,LE07_229096_20040501,LE07_229096_20040922,LE07_229096_20041211,LE07_229097_20040906,LE07_229097_20040922,LE07_230096_20040422,LE07_230096_20040812,LE07_230096_20040913	true	
2005	SN-19-V-A	L7	LE07_228097_20050817,LE07_229096_20050402,LE07_229096_20050418,LE07_229096_20050504,LE07_229096_20050909,LE07_229096_20051230,LE07_229097_20050418,LE07_229097_20050909	true	
2006	SN-19-V-A	L7	LE07_229096_20060421,LE07_229097_20060912,LE07_230096_20060412,LE07_230096_20060818,LE07_230096_20061122	true	
2007	SN-19-V-A	L7	LE07_229096_20070814,LE07_229096_20070830,LE07_229096_20071017,LE07_229097_20071001	true	
2008	SN-19-V-A	L7		true	
2009	SN-19-V-A	L7	LE07_228097_20090305,LE07_229096_20090312,LE07_229096_20090413,LE07_229096_20090904,LE07_229097_20090224,LE07_229097_20090413	true	
2010	SN-19-V-A	L7	LE07_228097_20100831,LE07_229096_20100502,LE07_229096_20100822,LE07_229096_20100907,LE07_229097_20100822,LE07_229097_20100907,LE07_230096_20100829	true	
2011	SN-19-V-A	L7		true	
2012	SN-19-V-A	L7	LE07_229096_20120320,LE07_229096_20120405,LE07_229096_20120811,LE07_229097_20120405,LE07_229097_20121115,LE07_230096_20120818,LE07_230096_20120903	true	
2013	SN-19-V-A	L8	LC08_229096_20130404,LC08_229096_20130822,LC08_229097_20130822,LC08_230096_20130813,LC08_230096_20130829	true	
2014	SN-19-V-A	L8		true	
2015	SN-19-V-A	L8	LC08_229096_20150201,LC08_229096_20150305,LC08_229096_20150812,LC08_229096_20150828,LC08_229096_20151015,LC08_229097_20150812,LC08_229097_20150828,LC08_230096_20150819	true	
2016	SN-19-V-A	L8		true	
2017	SN-19-V-A	L8	LC08_228097_20170130,LC08_229096_20170411,LC08_229096_20170817,LC08_229096_20170902,LC08_229097_20170817,LC08_229097_20170902	true	
2018	SN-19-V-A	L8	LC08_228097_20180423,LC08_228097_20180829,LC08_229096_20180313,LC08_229097_20180209,LC08_229097_20180820,LC08_230096_20180912	true	
2019	SN-19-V-A	L8		true	
2020	SN-19-V-A	L8		true	
2021	SN-19-V-A	L8		true	
2022	SN-19-V-A	L8		true	
2023	SN-19-V-A	L8		true	
2024	SN-19-V-A	L8		true	
1996	SN-19-V-B	L5	LT05_229096_19961111	true	
1997	SN-19-V-B	L5	LT05_228097_19970224,LT05_228096_19970224	true	
1998	SN-19-V-B	L5	LT05_229096_19981219,LT05_229096_19981101,LT05_229096_19981016,LT05_229096_19980930,LT05_229096_19980914,LT05_228097_19980822,LT05_228097_19980211,LT05_228096_19980822,LT05_228096_19980227,LT05_228096_19980126,LT05_227097_19980204,LT05_227097_19980916,LT05_227097_19980831,LT05_227097_19980308,LT05_227097_19980220	true	
1999	SN-19-V-B	L5		true	
2000	SN-19-V-B	L7		true	
2001	SN-19-V-B	L7		true	
2002	SN-19-V-B	L7	LE07_227097_20020106,LE07_227097_20020903,LE07_227097_20021005,LE07_227097_20021021,LE07_227097_20021106,LE07_227097_20021208,LE07_228096_20020214,LE07_228096_20020403,LE07_228097_20020419,LE07_228097_20021113	true	
2003	SN-19-V-B	L7	LE07_228097_20030422	true	
2004	SN-19-V-B	L5	LT05_229096_20041219,LT05_229096_20041101,LT05_229096_20041016,LT05_229096_20040914,LT05_229096_20040829,LT05_229096_20040423,LT05_229096_20040407,LT05_229096_20040322,LT05_229096_20040306,LT05_229096_20040203,LT05_228097_20041212,LT05_228097_20041110,LT05_228097_20040923,LT05_228096_20041110,LT05_227097_20040409,LT05_227097_20040308	true	
2005	SN-19-V-B	L7		true	
2006	SN-19-V-B	L5	LT05_229096_20061225,LT05_229096_20060819,LT05_229096_20060208,LT05_228097_20061202,LT05_228097_20061031,LT05_228097_20060422,LT05_228097_20060217,LT05_228096_20061202,LT05_228096_20061031,LT05_228096_20060422,LT05_228096_20060406,LT05_227097_20061211,LT05_227097_20061125,LT05_227097_20061024,LT05_227097_20060415,LT05_227097_20060314	true	
2007	SN-19-V-B	L7		true	
2008	SN-19-V-B	L7	LE07_229096_20081222,LE07_229096_20081120,LE07_229096_20081104,LE07_229096_20081003,LE07_229096_20080206,LE07_228097_20081113,LE07_228097_20080130,LE07_228096_20081129,LE07_228096_20080910,LE07_228096_20080302,LE07_228096_20080215,LE07_227097_20081208,LE07_227097_20081122,LE07_227097_20081005,LE07_227097_20080903,LE07_227097_20080428,LE07_227097_20080327,LE07_229096_20081206,LE07_229096_20081019,LE07_229096_20080917,LE07_229096_20080816,LE07_229096_20080325,LE07_229096_20080222,LE07_229096_20080105,LE07_228097_20080114,LE07_228096_20081113,LE07_228096_20080114,LE07_227097_20081021,LE07_228097_20080910,LE07_228096_20080130,LE07_227097_20080818	true	
2009	SN-19-V-B	L7	LE07_229096_20091123,LE07_229096_20091022,LE07_229096_20090904,LE07_229096_20090819,LE07_229096_20090312,LE07_229096_20090224,LE07_229096_20090123,LE07_229096_20090107,LE07_228097_20091218,LE07_228097_20091031,LE07_228097_20090422,LE07_228097_20090406,LE07_228097_20090321,LE07_228097_20090305,LE07_228097_20090217,LE07_228097_20090201,LE07_228097_20090116,LE07_228096_20091218,LE07_228096_20091116,LE07_228096_20090217,LE07_228096_20090201,LE07_228096_20090116,LE07_227097_20091227,LE07_227097_20091211,LE07_227097_20091109,LE07_227097_20090330,LE07_227097_20090226,LE07_227097_20090210	true	
2010	SN-19-V-B	L7		true	
2011	SN-19-V-B	L7	LE07_229096_20111028,LE07_229096_20111012,LE07_229096_20110129,LE07_229096_20110113,LE07_228097_20111106,LE07_228097_20111021,LE07_228097_20110919,LE07_228097_20110903,LE07_228097_20110428,LE07_228097_20110412,LE07_228097_20110327,LE07_228097_20110223,LE07_228096_20111224,LE07_228096_20111021,LE07_228096_20110903,LE07_228096_20110428,LE07_228096_20110412,LE07_228096_20110122,LE07_228096_20110106,LE07_227097_20111115,LE07_227097_20111030,LE07_227097_20111014,LE07_227097_20110912,LE07_227097_20110304,LE07_227097_20110216,LE07_227097_20110131,LE07_228096_20110818,LE07_228097_20110818,LE07_229096_20110419,LE07_228097_20111224,LE07_228097_20110311,LE07_228097_20110122,LE07_228096_20110919	true	
2012	SN-19-V-B	L7	LE07_229096_20121217,LE07_229096_20120811,LE07_229096_20120405,LE07_229096_20120320,LE07_229096_20120201,LE07_228097_20120820,LE07_228097_20120414,LE07_228097_20120226,LE07_228097_20120210,LE07_228096_20120921,LE07_228096_20120905,LE07_228096_20120226,LE07_227097_20121203,LE07_227097_20121101,LE07_227097_20121016,LE07_227097_20120914,LE07_227097_20120306,LE07_227097_20120219	true	
2013	SN-19-V-B	L8		true	
2014	SN-19-V-B	L8	LC08_229096_20141215,LC08_229096_20141113,LC08_229096_20140926,LC08_229096_20140910,LC08_229096_20140505,LC08_229096_20140403,LC08_229096_20140318,LC08_229096_20140302,LC08_229096_20140113,LC08_228097_20141224,LC08_228097_20141208,LC08_228097_20141106,LC08_228097_20140919,LC08_228097_20140818,LC08_228097_20140428,LC08_228097_20140327,LC08_228097_20140311,LC08_228097_20140207,LC08_228097_20140122,LC08_228096_20141208,LC08_228096_20141106,LC08_228096_20141021,LC08_228096_20140919,LC08_228096_20140818,LC08_228096_20140428,LC08_228096_20140412,LC08_228096_20140311,LC08_228096_20140207,LC08_228096_20140122,LC08_228096_20140106,LC08_227097_20141115,LC08_227097_20141014,LC08_227097_20140912,LC08_227097_20140320,LC08_227097_20140216,LC08_227097_20140115,LC08_228097_20141021,LC08_229096_20141012,LC08_229096_20140809,LC08_229096_20140129,LC08_228097_20140412,LC08_228097_20140106	true	
2015	SN-19-V-B	L8		true	
2016	SN-19-V-B	L8	LC08_229096_20161220,LC08_229096_20161102,LC08_229096_20160915,LC08_229096_20160220,LC08_228097_20161229,LC08_228097_20161213,LC08_228097_20161026,LC08_228097_20160908,LC08_228097_20160417,LC08_228097_20160401,LC08_228097_20160112,LC08_228096_20161229,LC08_228096_20161213,LC08_228096_20160908,LC08_228096_20160417,LC08_228096_20160316,LC08_227097_20160901,LC08_227097_20160426,LC08_227097_20160325,LC08_227097_20160309,LC08_227097_20160222,LC08_227097_20160121,LC08_228096_20160229,LC08_228097_20160229	true	
2017	SN-19-V-B	L8	LC08_229096_20170902,LC08_229096_20170817,LC08_229096_20170411,LC08_229096_20170222,LC08_229096_20170121,LC08_229096_20170105,LC08_228097_20171216,LC08_228097_20171130,LC08_228097_20170911,LC08_228097_20170420,LC08_228097_20170130,LC08_228096_20171216,LC08_228096_20171130,LC08_228096_20170927,LC08_228096_20170810,LC08_228096_20170303,LC08_228096_20170130,LC08_227097_20171225,LC08_227097_20171107,LC08_227097_20171006,LC08_227097_20170920,LC08_227097_20170904,LC08_227097_20170123,LC08_228096_20170911,LC08_228096_20170319	true	
2018	SN-19-V-B	L8	LC08_229096_20181226,LC08_229096_20181210,LC08_229096_20181124,LC08_229096_20181108,LC08_229096_20181023,LC08_229096_20181007,LC08_229096_20180921,LC08_229096_20180905,LC08_229096_20180313,LC08_229096_20180225,LC08_229096_20180209,LC08_228097_20181219,LC08_228097_20181117,LC08_228097_20180423,LC08_228097_20180407,LC08_228097_20180322,LC08_228097_20180218,LC08_228097_20180202,LC08_228097_20180101,LC08_228096_20181117,LC08_228096_20180423,LC08_228096_20180407,LC08_228096_20180322,LC08_228096_20180202,LC08_227097_20181126,LC08_227097_20181110,LC08_227097_20181009,LC08_227097_20180907,LC08_227097_20180331,LC08_227097_20180315,LC08_228097_20180829,LC08_228096_20180829	true	
2019	SN-19-V-B	L8		true	
2020	SN-19-V-B	L8	LC08_229096_20201215,LC08_229096_20201129,LC08_229096_20201028,LC08_229096_20200926,LC08_229096_20200825,LC08_229096_20200505,LC08_229096_20200419,LC08_229096_20200403,LC08_229096_20200302,LC08_229096_20200130,LC08_228097_20201224,LC08_228097_20201122,LC08_228097_20200903,LC08_228097_20200428,LC08_228097_20200224,LC08_228097_20200123,LC08_228096_20201224,LC08_228096_20201122,LC08_228096_20200919,LC08_228096_20200123,LC08_227097_20201217,LC08_227097_20201201,LC08_227097_20200912,LC08_227097_20200320	true	
2021	SN-19-V-B	L8		true	
2022	SN-19-V-B	L8		true	
2023	SN-19-V-B	L9		true	
2024	SN-19-V-B	L9		true	
2025	SN-19-V-B	L9		true	
1996	SN-19-X-A	L5		true	satellite anterior (anómalo): 0
1997	SN-19-X-A	L5		true	
1998	SN-19-X-A	L5		true	
1999	SN-19-X-A	L5		true	
2000	SN-19-X-A	L5		true	
2001	SN-19-X-A	L7		true	
2002	SN-19-X-A	L7		true	
2003	SN-19-X-A	L5		true	
2004	SN-19-X-A	L7		true	
2005	SN-19-X-A	L7		true	
2006	SN-19-X-A	L7		true	
2007	SN-19-X-A	L7		true	
2008	SN-19-X-A	L7	LE07_227097_20080818,LE07_227097_20080327,LE07_227096_20080208	true	
2009	SN-19-X-A	L7		true	
2010	SN-19-X-A	L7		true	
2011	SN-19-X-A	L7		true	satellite anterior (anómalo): 99
2012	SN-19-X-A	L7		true	satellite anterior (anómalo): 99/55
2013	SN-19-X-A	L8		true	
2014	SN-19-X-A	L8		true	
2015	SN-19-X-A	L8		true	
2016	SN-19-X-A	L8		true	
2017	SN-19-X-A	L8		true	
2018	SN-19-X-A	L8	LC08_228096_20180407,LC08_228096_20180202,LC08_227097_20181228,LC08_227096_20180822	true	
2019	SN-19-X-A	L8	LC08_228096_20190816,LC08_228096_20191104,LC08_228096_20190410,LC08_228096_20190221,LC08_228096_20190104,LC08_227097_20191012,LC08_227097_20190926,LC08_227097_20190910,LC08_227096_20190113	true	
2020	SN-19-X-A	L8		true	
2021	SN-19-X-A	L8		true	
2022	SN-19-X-A	L8		true	
2023	SN-19-X-A	L8		true	
2024	SN-19-X-A	L8		true	
2025	SN-19-X-A	L9		true	
1996	SN-18-X-C	L5		true	Vacía
1997	SN-18-X-C	L5		true	
1998	SN-18-X-C	L5		true	
1999	SN-18-X-C	L5	LT05_231097_19990915,LT05_230097_19990908	true	
2000	SN-18-X-C	L5		true	
2001	SN-18-X-C	L5	LT05_231097_20010328,LT05_230097_20010305	true	
2002	SN-18-X-C	L7	LE07_231097_20021017,LE07_231097_20020307	true	
2004	SN-18-X-C	L5	LT05_231097_20041217,LT05_231097_20041201,LT05_231097_20041030,LT05_231097_20040827,LT05_231097_20040421,LT05_231097_20040320,LT05_230097_20041124,LT05_230097_20041108,LT05_230097_20040905	true	
2005	SN-18-X-C	L7	LE07_231097_20050416,LE07_230097_20050815	true	
2006	SN-18-X-C	L7	LE07_231097_20060825,LE07_230097_20060818	true	
2007	SN-18-X-C	L7	LE07_231097_20070422,LE07_231097_20070406	true	
2008	SN-18-X-C	L7	LE07_230097_20080908,LE07_231097_20080408	true	
2009	SN-18-X-C	L7	LE07_230097_20090420	true	
2010	SN-18-X-C	L7		true	satellite anterior (anómalo): 0
2011	SN-18-X-C	L7	LE07_230097_20090420,LE07_231097_20110823,LE07_231097_20110417,LE07_230097_20111019,LE07_230097_20110816,LE07_230097_20110426	true	
2012	SN-18-X-C	L7	LE07_230097_20121005,LE07_230097_20120903,LE07_230097_20120412,LE07_230097_20120327	true	
2013	SN-18-X-C	L8		true	
2014	SN-18-X-C	L7	LC08_231097_20140924	true	
2015	SN-18-X-C	L8		true	
2016	SN-18-X-C	L7	LC08_231097_20161031,LC08_231097_20160812,LC08_231097_20160406,LC08_230097_20160821,LC08_230097_20160501,LC08_230097_20160415	true	
2017	SN-18-X-C	L8		true	
2018	SN-18-X-C	L7	LC08_231097_20180818,LC08_230097_20180827	true	
2019	SN-18-X-C	L7	LC08_231097_20190906,LC08_231097_20190501,LC08_230097_20190830,LC08_229098_20191010	true	
2020	SN-18-X-C	L8		true	
2021	SN-18-X-C	L8		true	
2022	SN-18-X-C	L8		true	
2023	SN-18-X-C	L9	LC09_231097_20230301,LC09_230097_20230427,LC09_231097_20230824,LC09_230097_20230902	true	
2024	SN-18-X-C	L9	LC09_230097_20240819,LC09_230097_20240429	true	
1996	SN-18-X-D	L5		false	
1997	SN-18-X-D	L5		false	
1998	SN-18-X-D	L5	LT05_230097_19980414,LT05_229097_19981117,LT05_229097_19980423,LT05_229097_19980218	false	
1999	SN-18-X-D	L5	LT05_230097_19990908	false	
2000	SN-18-X-D	L7	LE07_230097_20000902,LE07_229097_20000826	false	
2001	SN-18-X-D	L7		false	
2002	SN-18-X-D	L7	LE07_229098_20020410	false	
2003	SN-18-X-D	L7	LE07_230097_20031130,LE07_230097_20030927,LE07_229098_20031225,LE07_229098_20030413,LE07_229097_20031225,LE07_229097_20030920	false	
2004	SN-18-X-D	L5	LT05_230097_20040905,LT05_229098_20041219,LT05_229098_20040914,LT05_229098_20040322,LT05_229097_20041117,LT05_229097_20040914,LT05_229097_20040829,LT05_229097_20040423,LT05_229097_20040322,LT05_229097_20040306,LT05_229097_20040102	false	
2005	SN-18-X-D	L7		false	
2006	SN-18-X-D	L7	LE07_230097_20061224,LE07_230097_20060818	false	
2007	SN-18-X-D	L7	LE07_229097_20071017,LE07_229097_20070830	false	
2008	SN-18-X-D	L7	LE07_230097_20080908,LE07_229098_20081019,LE07_229098_20080206,LE07_229097_20081104,LE07_229097_20081003,LE07_229097_20080917,LE07_229097_20080901,LE07_229097_20080816,LE07_229097_20080426,LE07_229097_20080325,LE07_229097_20080222	false	
2009	SN-18-X-D	L7	LE07_230098_20090420,LE07_229097_20091022,LE07_229097_20090819,LE07_229097_20090413,LE07_229097_20090224	false	
2010	SN-18-X-D	L7	LE07_230097_20100829,LE07_230097_20100423,LE07_230097_20100407,LE07_230097_20100218,LE07_229098_20100923,LE07_229098_20100822,LE07_229097_20100822,LE07_229097_20100416,LE07_229097_20100331	false	
2011	SN-18-X-D	L7		false	
2012	SN-18-X-D	L7	LE07_230097_20121005,LE07_230097_20120903,LE07_230097_20120428,LE07_230097_20120412,LE07_230097_20120327,LE07_229098_20120912,LE07_229098_20120405,LE07_229098_20120320,LE07_229097_20120421,LE07_229097_20120405,LE07_229097_20120320,LE07_229097_20120304	false	
2013	SN-18-X-D	L8		false	
2014	SN-18-X-D	L8		false	
2015	SN-18-X-D	L8		false	
2016	SN-18-X-D	L8	LC08_230097_20160821,LC08_230097_20160501,LC08_230097_20160415,LC08_230097_20160330,LC08_229098_20160830,LC08_229098_20160408,LC08_229098_20160323,LC08_229097_20160814	false	
2017	SN-18-X-D	L7	LE07_230097_20170901,LE07_230097_20170426,LE07_230097_20170410,LE07_229098_20170910,LE07_229097_20171012,LE07_229097_20170910,LE07_229097_20170214	false	
2018	SN-18-X-D	L7	LE07_230097_20181209,LE07_230097_20180904,LE07_230097_20180429,LE07_230097_20180312,LE07_229098_20180828,LE07_229098_20180406,LE07_229097_20181031,LE07_229097_20180828,LE07_229097_20180422	false	
2019	SN-18-X-D	L8	LC08_230097_20190830,LC08_229097_20190503	false	
2020	SN-18-X-D	L8		false	
2021	SN-18-X-D	L8		false	
2022	SN-18-X-D	L9	LC09_230097_20220424,LC09_230097_20220408,LC09_229098_20220924	false	
2023	SN-18-X-D	L9		false	
2024	SN-18-X-D	L9		false	
1996	SN-19-V-C	L5		true	satellite anterior (anómalo): 77/55
1997	SN-19-V-C	L5		true	satellite anterior (anómalo): 77/55
1998	SN-19-V-C	L5		true	
1999	SN-19-V-C	L5	LT05_228097_19990318	true	
2000	SN-19-V-C	L7	LE07_228097_20000904,LE07_228098_20000328,LE07_228098_20000413,LE07_229097_20000826,LE07_229097_20000927,LE07_229097_20001013,LE07_229098_20000826,LE07_228097_20000328,LE07_228097_20000920,LE07_228098_20000920,LE07_228098_20001107,LE07_229097_20000404	true	
2001	SN-19-V-C	L8	LE07_228097_20010822,LE07_228097_20010907,LE07_228098_20010822,LE07_228098_20010923,LE07_229097_20010423,LE07_229097_20010914,LE07_229097_20011016,LE07_229097_20010117,LE07_229097_20011219,LE07_229097_20011101,LE07_229097_20010407,LE07_229097_20011117,LE07_229097_20010306,LE07_229097_20010202	true	
2002	SN-19-V-C	L7	LE07_229097_20020309,LE07_229097_20020410,LE07_229097_20021003,LE07_229097_20020205,LE07_229097_20021206,LE07_229098_20020325,LE07_229098_20020410	true	
2003	SN-19-V-C	L7	LE07_228097_20030828,LE07_228097_20031116,LE07_228097_20031202,LE07_228098_20030828,LE07_228098_20031116,LE07_229097_20030920,LE07_229097_20031107,LE07_229097_20031225,LE07_229098_20030413,LE07_229098_20031225	true	
2004	SN-19-V-C	L7		true	satellite anterior (anómalo): 77/55
2005	SN-19-V-C	L7		true	
2006	SN-19-V-C	L7	LE07_228097_20060905,LE07_228098_20060414,LE07_229097_20060827,LE07_229097_20060912	true	
2007	SN-19-V-C	L7	LE07_229097_20070830,LE07_229098_20070915	true	
2008	SN-19-V-C	L7	LE07_229097_20080426,LE07_229097_20080816,LE07_229097_20080901,LE07_229097_20080917,LE07_229097_20081003	true	
2009	SN-19-V-C	L7	LE07_228097_20090305,LE07_228097_20091031,LE07_229097_20090413,LE07_229097_20090819	true	
2010	SN-19-V-C	L7		true	
2011	SN-19-V-C	L7		true	
2012	SN-19-V-C	L7		true	satellite anterior (anómalo): 99/55
2013	SN-19-V-C	L8	LC08_228098_20130815	true	
2014	SN-19-V-C	L8	LC08_228097_20140327,LC08_228097_20140428,LC08_228098_20140311,LC08_228098_20140903,LC08_229097_20140318	true	
2015	SN-19-V-C	L8		true	
2016	SN-19-V-C	L8	LC08_228097_20160417,LC08_228098_20160417,LC08_229097_20160814,LC08_229097_20160830,LC08_229098_20160830	true	
2017	SN-19-V-C	L8	LC08_228098_20170911,LC08_229097_20170817,LC08_229097_20170902,LC08_229098_20170817	true	
2018	SN-19-V-C	L8	LC08_228097_20180829,LC08_228097_20181016,LC08_228098_20180407,LC08_228098_20180829,LC08_229097_20180905	true	
2019	SN-19-V-C	L8	LC08_228098_20190816,LC08_228098_20190901,LC08_229097_20190417,LC08_229097_20190503,LC08_229097_20191010	true	
2020	SN-19-V-C	L8		true	satellite anterior (anómalo): 77/55
2021	SN-19-V-C	L8		true	
2022	SN-19-V-C	L8		true	
2023	SN-19-V-C	L9		true	
2024	SN-19-V-C	L9		true	
1996	SN-19-V-D	L5		true	Vacía
1997	SN-19-V-D	L5		true	
1998	SN-19-V-D	L5	LT05_227097_19980916,LT05_227098_19980916	true	
1999	SN-19-V-D	L5	LT05_228097_19990910	true	
2000	SN-19-V-D	L7	LE07_227098_20000117,LE07_228097_20000920,LE07_227098_20000828	true	
2001	SN-19-V-D	L7	LE07_228098_20010822	true	
