family,n_reps,bands
band,28,"band_0, band_8, band_10, band_11, band_14, band_15, band_27, band_28, band_38, band_39, band_40, band_41, band_42, band_71, band_80, band_93, band_97, band_99, band_103, band_105, band_107, band_119, band_120, band_123, band_124, band_131, band_134, band_154"
