band_index,cluster_id,band_name
0,4,band_0
1,3,band_1
2,3,band_2
3,3,band_3
4,3,band_4
5,3,band_5
6,3,band_6
7,3,band_7
8,3,band_8
9,3,band_9
10,3,band_10
11,3,band_11
12,3,band_12
13,3,band_13
14,5,band_14
15,3,band_15
16,3,band_16
17,3,band_17
18,3,band_18
19,3,band_19
20,3,band_20
21,3,band_21
22,3,band_22
23,3,band_23
24,3,band_24
25,3,band_25
26,3,band_26
27,3,band_27
28,3,band_28
29,3,band_29
30,3,band_30
31,3,band_31
32,3,band_32
33,3,band_33
34,3,band_34
35,3,band_35
36,3,band_36
37,6,band_37
38,0,band_38
39,0,band_39
40,7,band_40
41,1,band_41
42,6,band_42
43,6,band_43
44,3,band_44
45,3,band_45
46,3,band_46
47,3,band_47
48,3,band_48
49,3,band_49
50,3,band_50
51,3,band_51
52,3,band_52
53,3,band_53
54,3,band_54
55,3,band_55
56,3,band_56
57,3,band_57
58,3,band_58
59,3,band_59
60,3,band_60
61,3,band_61
62,3,band_62
63,3,band_63
64,3,band_64
65,3,band_65
66,3,band_66
67,3,band_67
68,3,band_68
69,3,band_69
70,3,band_70
71,2,band_71
72,2,band_72
73,3,band_73
74,3,band_74
75,3,band_75
76,3,band_76
77,3,band_77
78,2,band_78
79,3,band_79
80,3,band_80
81,3,band_81
82,3,band_82
83,3,band_83
84,3,band_84
85,3,band_85
86,3,band_86
87,3,band_87
88,3,band_88
89,3,band_89
90,3,band_90
91,3,band_91
92,3,band_92
93,3,band_93
94,3,band_94
95,3,band_95
96,3,band_96
97,3,band_97
98,3,band_98
99,3,band_99
100,3,band_100
101,3,band_101
102,3,band_102
103,3,band_103
104,3,band_104
105,3,band_105
106,3,band_106
107,3,band_107
108,3,band_108
109,3,band_109
110,3,band_110
111,3,band_111
112,3,band_112
113,3,band_113
114,3,band_114
115,3,band_115
116,3,band_116
117,3,band_117
118,3,band_118
119,3,band_119
120,3,band_120
121,3,band_121
122,3,band_122
123,3,band_123
124,3,band_124
125,3,band_125
126,3,band_126
127,3,band_127
128,3,band_128
129,3,band_129
130,3,band_130
131,3,band_131
132,3,band_132
133,3,band_133
134,3,band_134
135,3,band_135
136,3,band_136
137,3,band_137
138,3,band_138
139,3,band_139
140,3,band_140
141,3,band_141
142,3,band_142
143,3,band_143
144,3,band_144
145,3,band_145
146,3,band_146
147,3,band_147
148,3,band_148
149,3,band_149
150,3,band_150
151,3,band_151
152,3,band_152
153,3,band_153
154,3,band_154
155,3,band_155
156,3,band_156
157,3,band_157
158,3,band_158
159,3,band_159
160,3,band_160
161,3,band_161
162,3,band_162
163,3,band_163
164,3,band_164
165,3,band_165
166,3,band_166
167,3,band_167
168,3,band_168
169,3,band_169
170,3,band_170
171,3,band_171
172,3,band_172
173,3,band_173
174,3,band_174
175,3,band_175
176,3,band_176
177,3,band_177
178,3,band_178
179,3,band_179
180,3,band_180
181,3,band_181
182,3,band_182
183,3,band_183
