cluster_id,size,representative,mean_abs_r_to_others,band_name,members
12,132,177,0.9757789323348125,band_177,4 5 9 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 47 48 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 89 91 92 94 97 104 106 108 109 112 113 114 115 116 117 118 119 120 121 125 129 130 133 134 135 136 137 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
17,18,79,0.9369362312204698,band_79,1 3 6 7 44 46 49 50 78 79 105 107 110 111 126 128 131 132
8,4,2,0.9658835728963217,band_2,2 45 90 127
0,3,42,0.9892049431800842,band_42,37 42 43
7,3,101,0.9587002992630005,band_101,99 101 102
5,2,8,0.9164325594902039,band_8,8 13
6,2,122,0.8553169965744019,band_122,122 123
9,2,93,0.9633508920669556,band_93,93 95
10,2,80,0.9829506874084473,band_80,80 81
11,2,28,0.9970802664756775,band_28,28 138
14,2,98,0.9267318844795227,band_98,98 100
15,2,96,0.9231150150299072,band_96,96 103
16,2,71,0.9427480697631836,band_71,71 72
1,1,40,1.0,band_40,40
2,1,39,1.0,band_39,39
3,1,41,1.0,band_41,41
4,1,38,1.0,band_38,38
13,1,10,1.0,band_10,10
18,1,124,1.0,band_124,124
19,1,0,1.0,band_0,0
20,1,14,1.0,band_14,14
