rank,band_index,band_name,mean_jm,min_jm,n_pairs,n_classes_used
1,78,hallheigth_amp,1.23051379240914,0.0,55,11
2,115,npv_median_wet,1.2095576578469434,0.0,55,11
3,116,npv_min,1.1758852456345366,0.0,55,11
4,38,gcvi_median,1.119275409996431,0.1045511990913528,55,11
5,45,green_median,1.1082596115042669,0.03023833190355285,55,11
6,71,hallcover_amp,1.0927706988008605,0.0,55,11
7,92,ndvi_median,1.08000538700707,0.07971793881712963,55,11
8,83,ndfi_median,1.0762802854617757,0.019005948170934372,55,11
9,60,gvs_median,1.0688934360527125,0.014174689555663589,55,11
10,113,npv_median,1.0660847139411123,0.0,55,11
11,9,cai_median,1.0557091992575733,0.04618031648054255,55,11
12,127,red_median,1.0407495868646337,0.020342562852319057,55,11
13,47,green_median_wet,1.0005429392076601,0.007524632159030764,55,11
14,2,blue_median,0.9947723961925466,0.00829718418891412,55,11
15,114,npv_median_dry,0.992990214737375,0.004242512335715265,55,11
16,170,swir2_median,0.9927635249176309,0.0028955919186788304,55,11
17,94,ndvi_median_wet,0.9893328730821462,2.8194866774633454e-06,55,11
18,40,gcvi_median_wet,0.9867997883431777,0.016250152552361508,55,11
19,89,ndmi,0.9863309883849972,0.011910436467434282,55,11
20,99,ndwi_median,0.9863309883849972,0.011910436467434282,55,11
21,81,ndbi,0.9863309883849971,0.011910436467434282,55,11
22,67,hallcover_median,0.9710387799334564,0.019354946678418417,55,11
23,129,red_median_wet,0.9594679028182153,0.022301027540664542,55,11
24,141,sefi_median,0.9586161270215497,0.028145292551541967,55,11
25,80,mbi,0.9468800003755418,0.024272573179245915,55,11
26,22,elevation,0.9451904817423874,0.02149861399746511,55,11
27,59,gvs_max,0.9371090254791653,0.03075145204642804,55,11
28,3,blue_median_dry,0.9353243065972897,0.00567539804194328,55,11
29,117,npv_amp,0.915488862806147,0.003590628495684589,55,11
30,17,cloud_median_dry,0.9110037687693293,0.00011017066254748187,55,11
31,31,fns_median,0.9096291485293285,0.02059132427783439,55,11
32,156,soil_median,0.9095847560960819,0.03164310670989634,55,11
33,46,green_median_dry,0.909122094885849,0.005191232896525566,55,11
