band_index,cluster_id,band_name
0,33,band_0
1,4,band_1
2,28,band_2
3,3,band_3
4,29,band_4
5,29,band_5
6,4,band_6
7,2,band_7
8,0,band_8
9,18,band_9
10,32,band_10
11,20,band_11
12,19,band_12
13,1,band_13
14,38,band_14
15,23,band_15
16,23,band_16
17,23,band_17
18,23,band_18
19,23,band_19
20,23,band_20
21,23,band_21
22,23,band_22
23,23,band_23
24,23,band_24
25,23,band_25
26,23,band_26
27,23,band_27
28,21,band_28
29,23,band_29
30,23,band_30
31,23,band_31
32,23,band_32
33,23,band_33
34,23,band_34
35,23,band_35
36,23,band_36
37,37,band_37
38,34,band_38
39,34,band_39
40,35,band_40
41,34,band_41
42,36,band_42
43,36,band_43
44,4,band_44
45,28,band_45
46,3,band_46
47,29,band_47
48,29,band_48
49,4,band_49
50,2,band_50
51,23,band_51
52,23,band_52
53,23,band_53
54,23,band_54
55,23,band_55
56,23,band_56
57,23,band_57
58,23,band_58
59,23,band_59
60,23,band_60
61,23,band_61
62,23,band_62
63,23,band_63
64,23,band_64
65,23,band_65
66,23,band_66
67,23,band_67
68,23,band_68
69,23,band_69
70,23,band_70
71,5,band_71
72,6,band_72
73,23,band_73
74,23,band_74
75,23,band_75
76,23,band_76
77,23,band_77
78,7,band_78
79,4,band_79
80,15,band_80
81,15,band_81
82,23,band_82
83,23,band_83
84,23,band_84
85,23,band_85
86,23,band_86
87,23,band_87
88,23,band_88
89,31,band_89
90,14,band_90
91,26,band_91
92,26,band_92
93,25,band_93
94,26,band_94
95,25,band_95
96,8,band_96
97,22,band_97
98,11,band_98
99,13,band_99
100,11,band_100
101,12,band_101
102,12,band_102
103,9,band_103
104,22,band_104
105,4,band_105
106,30,band_106
107,3,band_107
108,30,band_108
109,30,band_109
110,4,band_110
111,2,band_111
112,23,band_112
113,23,band_113
114,23,band_114
115,23,band_115
116,23,band_116
117,23,band_117
118,23,band_118
119,24,band_119
120,24,band_120
121,24,band_121
122,16,band_122
123,17,band_123
124,10,band_124
125,22,band_125
126,4,band_126
127,28,band_127
128,3,band_128
129,29,band_129
130,29,band_130
131,4,band_131
132,2,band_132
133,23,band_133
134,23,band_134
135,23,band_135
136,23,band_136
137,23,band_137
138,21,band_138
139,23,band_139
140,23,band_140
141,23,band_141
142,23,band_142
143,23,band_143
144,23,band_144
145,23,band_145
146,23,band_146
147,23,band_147
148,23,band_148
149,23,band_149
150,23,band_150
151,23,band_151
152,23,band_152
153,23,band_153
154,27,band_154
155,23,band_155
156,23,band_156
157,23,band_157
158,23,band_158
159,23,band_159
160,23,band_160
161,23,band_161
162,23,band_162
163,23,band_163
164,23,band_164
165,23,band_165
166,23,band_166
167,23,band_167
168,23,band_168
169,23,band_169
170,23,band_170
171,23,band_171
172,23,band_172
173,23,band_173
174,23,band_174
175,23,band_175
176,23,band_176
177,23,band_177
178,23,band_178
179,23,band_179
180,23,band_180
181,23,band_181
182,23,band_182
183,23,band_183
