family,n_reps,bands
band,39,"band_0, band_8, band_10, band_12, band_14, band_22, band_28, band_37, band_38, band_39, band_40, band_41, band_48, band_49, band_62, band_71, band_80, band_89, band_91, band_95, band_96, band_97, band_98, band_99, band_100, band_101, band_102, band_103, band_119, band_122, band_123, band_124, band_125, band_127, band_128, band_132, band_154, band_169, band_171"
