cluster_id,size,representative,mean_abs_r_to_others,band_name,members
11,126,87,0.9793070087432861,band_87,2 3 4 5 7 9 10 11 12 15 16 17 18 19 20 21 22 23 26 29 30 31 32 33 34 35 36 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 97 104 106 107 108 109 111 112 113 114 115 116 117 118 125 127 128 129 130 132 133 136 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 163 164 165 166 168 170 171 172 173 175 176 177 178 179 180 181 182 183
12,12,135,0.9442539648576216,band_135,24 25 27 89 91 92 93 94 95 134 135 137
7,11,126,0.9414568543434143,band_126,1 6 44 49 79 126 131 162 167 169 174
9,6,99,0.9230664968490601,band_99,80 81 99 100 101 102
6,4,138,0.924150824546814,band_138,28 105 110 138
10,4,120,0.9293967088063558,band_120,119 120 121 122
0,3,42,0.9793028831481934,band_42,37 42 43
4,3,71,0.9199406802654266,band_71,71 72 78
5,3,103,0.9273034036159515,band_103,96 98 103
1,2,38,0.9357402324676514,band_38,38 39
8,2,8,0.8690192103385925,band_8,8 13
2,1,41,1.0,band_41,41
3,1,40,1.0,band_40,40
13,1,90,1.0,band_90,90
14,1,154,1.0,band_154,154
15,1,123,1.0,band_123,123
16,1,124,1.0,band_124,124
17,1,14,1.0,band_14,14
18,1,0,1.0,band_0,0
