band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.029000101013477247,0.0018516257785658999
154,band_154,confirmed,1,49,49,1.0,0.018580163320777866,0.0018516257785658999
127,band_127,confirmed,1,49,49,1.0,0.016388147834236207,0.0018516257785658999
45,band_45,confirmed,1,49,49,1.0,0.01473533701772939,0.0018516257785658999
128,band_128,confirmed,1,49,49,1.0,0.011595097580134817,0.0018516257785658999
11,band_11,confirmed,1,49,49,1.0,0.011403128648263752,0.0018516257785658999
92,band_92,confirmed,1,49,49,1.0,0.011248055546626019,0.0018516257785658999
74,band_74,confirmed,1,49,49,1.0,0.01110577022505679,0.0018516257785658999
2,band_2,confirmed,1,49,49,1.0,0.010658606485722552,0.0018516257785658999
94,band_94,confirmed,1,49,49,1.0,0.0102109624197745,0.0018516257785658999
9,band_9,confirmed,1,49,49,1.0,0.010192842707362806,0.0018516257785658999
69,band_69,confirmed,1,49,49,1.0,0.009799770805007298,0.0018516257785658999
129,band_129,confirmed,1,49,49,1.0,0.008972373980553288,0.0018516257785658999
75,band_75,confirmed,1,49,49,1.0,0.008943249409447143,0.0018516257785658999
47,band_47,confirmed,1,49,49,1.0,0.00890664754715014,0.0018516257785658999
90,band_90,confirmed,1,49,49,1.0,0.008849629442569762,0.0018516257785658999
136,band_136,confirmed,1,49,49,1.0,0.008650244102366885,0.0018516257785658999
76,band_76,confirmed,1,49,49,1.0,0.00847538252570818,0.0018516257785658999
48,band_48,confirmed,1,49,49,1.0,0.008379077688217157,0.0018516257785658999
80,band_80,confirmed,1,49,49,1.0,0.00832654107324819,0.0018516257785658999
26,band_26,confirmed,1,49,49,1.0,0.008221967820138221,0.0018516257785658999
133,band_133,confirmed,1,49,49,1.0,0.008102846703181796,0.0018516257785658999
23,band_23,confirmed,1,49,49,1.0,0.00809019935287089,0.0018516257785658999
172,band_172,confirmed,1,49,49,1.0,0.008078734497256542,0.0018516257785658999
46,band_46,confirmed,1,49,49,1.0,0.007974673474105761,0.0018516257785658999
16,band_16,confirmed,1,49,49,1.0,0.007842536680645785,0.0018516257785658999
40,band_40,confirmed,1,49,49,1.0,0.007838541285316922,0.0018516257785658999
165,band_165,confirmed,1,49,49,1.0,0.007801343079235741,0.0018516257785658999
101,band_101,confirmed,1,49,49,1.0,0.007772396959176602,0.0018516257785658999
106,band_106,confirmed,1,49,49,1.0,0.007658773140374883,0.0018516257785658999
68,band_68,confirmed,1,49,49,1.0,0.007583080563100046,0.0018516257785658999
67,band_67,confirmed,1,49,49,1.0,0.007580327561572949,0.0018516257785658999
99,band_99,confirmed,1,49,49,1.0,0.007250543540198624,0.0018516257785658999
38,band_38,confirmed,1,49,49,1.0,0.007192435408263327,0.0018516257785658999
3,band_3,confirmed,1,49,49,1.0,0.006832695390452769,0.0018516257785658999
12,band_12,confirmed,1,49,49,1.0,0.006680825121130984,0.0018516257785658999
164,band_164,confirmed,1,49,49,1.0,0.006678859503513572,0.0018516257785658999
73,band_73,confirmed,1,49,49,1.0,0.006589342460814312,0.0018516257785658999
107,band_107,confirmed,1,49,49,1.0,0.00652000710828985,0.0018516257785658999
163,band_163,confirmed,1,49,49,1.0,0.006448573383982481,0.0018516257785658999
93,band_93,confirmed,1,49,49,1.0,0.0061938007455639935,0.0018516257785658999
134,band_134,confirmed,1,49,49,1.0,0.006048298648921038,0.0018516257785658999
24,band_24,confirmed,1,49,49,1.0,0.005992614639656609,0.0018516257785658999
108,band_108,confirmed,1,49,49,1.0,0.005917709010450141,0.0018516257785658999
89,band_89,confirmed,1,49,49,1.0,0.0058511088124658,0.0018516257785658999
143,band_143,confirmed,1,49,49,1.0,0.005754706678450276,0.0018516257785658999
130,band_130,confirmed,1,49,49,1.0,0.005703727256117075,0.0018516257785658999
62,band_62,confirmed,1,49,49,1.0,0.005691381471593368,0.0018516257785658999
170,band_170,confirmed,1,49,49,1.0,0.005675558281935018,0.0018516257785658999
66,band_66,confirmed,1,49,49,1.0,0.005628993455063203,0.0018516257785658999
171,band_171,confirmed,1,49,49,1.0,0.005585945288435896,0.0018516257785658999
166,band_166,confirmed,1,49,49,1.0,0.005490097508801891,0.0018516257785658999
81,band_81,confirmed,1,49,49,1.0,0.0054872054410378315,0.0018516257785658999
17,band_17,confirmed,1,49,49,1.0,0.005251611737449973,0.0018516257785658999
71,band_71,confirmed,1,49,49,1.0,0.005171474667620664,0.0018516257785658999
52,band_52,confirmed,1,49,49,1.0,0.0051595426511272125,0.0018516257785658999
173,band_173,confirmed,1,49,49,1.0,0.00515753629255612,0.0018516257785658999
8,band_8,confirmed,1,49,49,1.0,0.004912174290054709,0.0018516257785658999
91,band_91,confirmed,1,49,49,1.0,0.004843214654569373,0.0018516257785658999
126,band_126,confirmed,1,49,49,1.0,0.004771926743640867,0.0018516257785658999
105,band_105,confirmed,1,49,49,1.0,0.004770570824920538,0.0018516257785658999
18,band_18,confirmed,1,49,49,1.0,0.0047576964851485815,0.0018516257785658999
70,band_70,confirmed,1,49,49,1.0,0.004694480445465537,0.0018516257785658999
85,band_85,confirmed,1,49,49,1.0,0.004588031277639278,0.0018516257785658999
4,band_4,confirmed,1,49,49,1.0,0.004483223525817062,0.0018516257785658999
177,band_177,confirmed,1,49,49,1.0,0.004403626434391446,0.0018516257785658999
44,band_44,confirmed,1,49,49,1.0,0.004383124143438462,0.0018516257785658999
1,band_1,confirmed,1,49,49,1.0,0.004314836195203891,0.0018516257785658999
141,band_141,confirmed,1,49,49,1.0,0.004311079429033326,0.0018516257785658999
77,band_77,confirmed,1,49,49,1.0,0.004268291618611735,0.0018516257785658999
135,band_135,confirmed,1,49,49,1.0,0.004265796255235827,0.0018516257785658999
55,band_55,confirmed,1,49,49,1.0,0.004226221051745724,0.0018516257785658999
51,band_51,confirmed,1,49,49,1.0,0.004169628089337913,0.0018516257785658999
179,band_179,confirmed,1,49,49,1.0,0.004159439477981002,0.0018516257785658999
180,band_180,confirmed,1,49,49,1.0,0.004134910946599251,0.0018516257785658999
148,band_148,confirmed,1,49,49,1.0,0.004120276087477354,0.0018516257785658999
149,band_149,confirmed,1,49,49,1.0,0.004028390606369311,0.0018516257785658999
25,band_25,confirmed,1,49,49,1.0,0.00397427969350721,0.0018516257785658999
131,band_131,confirmed,1,49,49,1.0,0.0039418483050093055,0.0018516257785658999
13,band_13,confirmed,1,49,49,1.0,0.0039074359167520405,0.0018516257785658999
178,band_178,confirmed,1,49,49,1.0,0.0038371067445959637,0.0018516257785658999
57,band_57,confirmed,1,49,49,1.0,0.0037882209291841846,0.0018516257785658999
100,band_100,confirmed,1,49,49,1.0,0.0037876828286504223,0.0018516257785658999
39,band_39,confirmed,1,49,49,1.0,0.0037591607296471982,0.0018516257785658999
29,band_29,confirmed,1,49,49,1.0,0.0036961290355484932,0.0018516257785658999
109,band_109,confirmed,1,49,49,1.0,0.003696032026641937,0.0018516257785658999
95,band_95,confirmed,1,49,49,1.0,0.003683189730427877,0.0018516257785658999
10,band_10,confirmed,1,49,49,1.0,0.003682295046411164,0.0018516257785658999
32,band_32,confirmed,1,49,49,1.0,0.003578979501458814,0.0018516257785658999
102,band_102,confirmed,1,49,49,1.0,0.003537584812956378,0.0018516257785658999
139,band_139,confirmed,1,49,49,1.0,0.003476520967580981,0.0018516257785658999
182,band_182,confirmed,1,49,49,1.0,0.0033204429194525933,0.0018516257785658999
27,band_27,confirmed,1,49,49,1.0,0.0032634534467097928,0.0018516257785658999
137,band_137,confirmed,1,49,49,1.0,0.00321663693695267,0.0018516257785658999
15,band_15,confirmed,1,49,49,1.0,0.0031667692123443897,0.0018516257785658999
176,band_176,confirmed,1,49,49,1.0,0.003098373933580663,0.0018516257785658999
122,band_122,confirmed,1,49,49,1.0,0.003090775305426746,0.0018516257785658999
120,band_120,confirmed,1,49,49,1.0,0.002987644336366339,0.0018516257785658999
49,band_49,confirmed,1,49,49,1.0,0.002981094515248125,0.0018516257785658999
37,band_37,confirmed,1,48,49,0.9795918367346939,0.0042508145117373915,0.0018516257785658999
78,band_78,confirmed,1,48,49,0.9795918367346939,0.0037225363464942793,0.0018516257785658999
60,band_60,confirmed,1,48,49,0.9795918367346939,0.0036995172893651137,0.0018516257785658999
43,band_43,confirmed,1,48,49,0.9795918367346939,0.0031694963153018206,0.0018516257785658999
121,band_121,confirmed,1,48,49,0.9795918367346939,0.0031079798029204483,0.0018516257785658999
151,band_151,confirmed,1,48,49,0.9795918367346939,0.0030576721415448704,0.0018516257785658999
53,band_53,confirmed,1,48,49,0.9795918367346939,0.003048063635933075,0.0018516257785658999
150,band_150,confirmed,1,48,49,0.9795918367346939,0.003025721097632165,0.0018516257785658999
157,band_157,confirmed,1,48,49,0.9795918367346939,0.002960622393235982,0.0018516257785658999
132,band_132,confirmed,1,48,49,0.9795918367346939,0.0028167170299290404,0.0018516257785658999
147,band_147,confirmed,1,47,49,0.9591836734693877,0.002887344321687864,0.0018516257785658999
142,band_142,confirmed,1,47,49,0.9591836734693877,0.0028215939197005217,0.0018516257785658999
138,band_138,confirmed,1,47,49,0.9591836734693877,0.00266573544880416,0.0018516257785658999
72,band_72,confirmed,1,47,49,0.9591836734693877,0.002635970293297133,0.0018516257785658999
41,band_41,confirmed,1,47,49,0.9591836734693877,0.0026071320683356087,0.0018516257785658999
114,band_114,confirmed,1,46,49,0.9387755102040817,0.0032192100439399963,0.0018516257785658999
169,band_169,confirmed,1,46,49,0.9387755102040817,0.00281894659549206,0.0018516257785658999
7,band_7,confirmed,1,46,49,0.9387755102040817,0.002648334249483968,0.0018516257785658999
14,band_14,confirmed,1,46,49,0.9387755102040817,0.0025867315312861224,0.0018516257785658999
28,band_28,confirmed,1,46,49,0.9387755102040817,0.0025472235938706713,0.0018516257785658999
84,band_84,confirmed,1,46,49,0.9387755102040817,0.002432360954584072,0.0018516257785658999
31,band_31,confirmed,1,45,49,0.9183673469387755,0.002598362329627327,0.0018516257785658999
162,band_162,confirmed,1,45,49,0.9183673469387755,0.0025552710158582995,0.0018516257785658999
83,band_83,confirmed,1,44,49,0.8979591836734694,0.002471529622614492,0.0018516257785658999
113,band_113,confirmed,1,44,49,0.8979591836734694,0.0024148212372654717,0.0018516257785658999
