cluster_id,size,representative,mean_abs_r_to_others,band_name,members
22,99,35,0.9943197856144029,band_35,15 16 17 18 19 20 21 22 29 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
20,10,134,0.9810523655679491,band_134,23 24 25 26 27 133 134 135 136 137
38,7,49,0.9907558163007101,band_49,1 6 44 49 79 126 131
21,6,47,0.98922119140625,band_47,4 5 47 48 129 130
40,4,50,0.9930477341016134,band_50,7 50 111 132
0,3,42,0.9892049431800842,band_42,37 42 43
9,3,101,0.9587002992630005,band_101,99 101 102
10,3,45,0.9978917837142944,band_45,2 45 127
18,3,108,0.9569406807422638,band_108,106 108 109
19,3,94,0.9921905696392059,band_94,91 92 94
41,3,46,0.9974970817565918,band_46,3 46 128
12,2,93,0.9633508920669556,band_93,93 95
13,2,80,0.9829506874084473,band_80,80 81
14,2,28,0.9970802664756775,band_28,28 138
15,2,97,0.9750838875770569,band_97,97 104
37,2,105,0.9618538618087769,band_105,105 110
1,1,40,1.0,band_40,40
2,1,39,1.0,band_39,39
3,1,41,1.0,band_41,41
4,1,38,1.0,band_38,38
5,1,8,1.0,band_8,8
6,1,13,1.0,band_13,13
7,1,122,1.0,band_122,122
8,1,123,1.0,band_123,123
11,1,90,1.0,band_90,90
16,1,119,1.0,band_119,119
17,1,125,1.0,band_125,125
23,1,12,1.0,band_12,12
24,1,89,1.0,band_89,89
25,1,120,1.0,band_120,120
26,1,121,1.0,band_121,121
27,1,9,1.0,band_9,9
28,1,11,1.0,band_11,11
29,1,154,1.0,band_154,154
30,1,10,1.0,band_10,10
31,1,98,1.0,band_98,98
32,1,100,1.0,band_100,100
33,1,96,1.0,band_96,96
34,1,103,1.0,band_103,103
35,1,71,1.0,band_71,71
36,1,72,1.0,band_72,72
39,1,78,1.0,band_78,78
42,1,107,1.0,band_107,107
43,1,124,1.0,band_124,124
44,1,0,1.0,band_0,0
45,1,14,1.0,band_14,14
