band_index,cluster_id,band_name
0,23,band_0
1,15,band_1
2,18,band_2
3,15,band_3
4,10,band_4
5,10,band_5
6,15,band_6
7,15,band_7
8,1,band_8
9,19,band_9
10,21,band_10
11,19,band_11
12,13,band_12
13,1,band_13
14,24,band_14
15,10,band_15
16,10,band_16
17,10,band_17
18,10,band_18
19,10,band_19
20,10,band_20
21,10,band_21
22,19,band_22
23,8,band_23
24,8,band_24
25,8,band_25
26,8,band_26
27,8,band_27
28,9,band_28
29,10,band_29
30,10,band_30
31,10,band_31
32,10,band_32
33,10,band_33
34,10,band_34
35,10,band_35
36,10,band_36
37,0,band_37
38,2,band_38
39,2,band_39
40,4,band_40
41,3,band_41
42,0,band_42
43,0,band_43
44,15,band_44
45,18,band_45
46,15,band_46
47,10,band_47
48,10,band_48
49,15,band_49
50,15,band_50
51,10,band_51
52,10,band_52
53,10,band_53
54,10,band_54
55,10,band_55
56,10,band_56
57,10,band_57
58,10,band_58
59,10,band_59
60,10,band_60
61,10,band_61
62,10,band_62
63,10,band_63
64,10,band_64
65,10,band_65
66,10,band_66
67,10,band_67
68,10,band_68
69,10,band_69
70,10,band_70
71,14,band_71
72,14,band_72
73,10,band_73
74,10,band_74
75,10,band_75
76,10,band_76
77,10,band_77
78,15,band_78
79,15,band_79
80,7,band_80
81,7,band_81
82,10,band_82
83,10,band_83
84,10,band_84
85,10,band_85
86,10,band_86
87,10,band_87
88,10,band_88
89,11,band_89
90,18,band_90
91,8,band_91
92,8,band_92
93,8,band_93
94,8,band_94
95,8,band_95
96,5,band_96
97,10,band_97
98,16,band_98
99,19,band_99
100,16,band_100
101,19,band_101
102,19,band_102
103,5,band_103
104,10,band_104
105,15,band_105
106,10,band_106
107,15,band_107
108,10,band_108
109,10,band_109
110,15,band_110
111,15,band_111
112,10,band_112
113,10,band_113
114,10,band_114
115,10,band_115
116,10,band_116
117,10,band_117
118,10,band_118
119,17,band_119
120,19,band_120
121,19,band_121
122,20,band_122
123,22,band_123
124,6,band_124
125,10,band_125
126,15,band_126
127,18,band_127
128,15,band_128
129,10,band_129
130,10,band_130
131,15,band_131
132,15,band_132
133,8,band_133
134,8,band_134
135,8,band_135
136,8,band_136
137,8,band_137
138,9,band_138
139,10,band_139
140,10,band_140
141,10,band_141
142,10,band_142
143,10,band_143
144,10,band_144
145,10,band_145
146,10,band_146
147,10,band_147
148,10,band_148
149,10,band_149
150,10,band_150
151,10,band_151
152,10,band_152
153,10,band_153
154,12,band_154
155,10,band_155
156,10,band_156
157,10,band_157
158,10,band_158
159,10,band_159
160,10,band_160
161,10,band_161
162,10,band_162
163,10,band_163
164,10,band_164
165,10,band_165
166,10,band_166
167,10,band_167
168,10,band_168
169,10,band_169
170,10,band_170
171,10,band_171
172,10,band_172
173,10,band_173
174,10,band_174
175,10,band_175
176,10,band_176
177,10,band_177
178,10,band_178
179,10,band_179
180,10,band_180
181,10,band_181
182,10,band_182
183,10,band_183
