family,n_reps,bands
band,46,"band_0, band_8, band_9, band_10, band_12, band_14, band_22, band_25, band_26, band_27, band_28, band_38, band_39, band_41, band_42, band_45, band_48, band_65, band_71, band_75, band_80, band_89, band_90, band_91, band_94, band_95, band_96, band_99, band_100, band_102, band_104, band_106, band_119, band_120, band_121, band_122, band_123, band_124, band_128, band_131, band_154, band_162, band_164, band_166, band_168, band_170"
