cluster_id,size,representative,mean_abs_r_to_others,band_name,members
4,80,65,0.9757708295991149,band_65,15 16 17 18 19 20 21 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 76 82 83 84 85 86 87 88 112 113 114 115 116 117 118 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 176 177 178 179 180 181 182 183
23,14,131,0.9706119069686303,band_131,1 6 7 44 49 50 78 79 105 110 111 126 131 132
12,6,26,0.931008517742157,band_26,23 24 26 133 134 136
42,6,45,0.9236257910728455,band_45,2 4 45 47 127 129
3,4,28,0.9177680015563965,band_28,28 29 138 139
21,4,168,0.9213735063870748,band_168,167 168 174 175
22,4,128,0.9869558016459147,band_128,3 46 107 128
39,4,170,0.9255857070287069,band_170,163 165 170 172
41,4,48,0.9520508646965027,band_48,5 48 109 130
0,3,42,0.9881354868412018,band_42,37 42 43
13,3,38,0.9013999402523041,band_38,38 40 92
31,3,104,0.9010651409626007,band_104,98 103 104
1,2,80,0.9132272601127625,band_80,80 81
5,2,75,0.8510557413101196,band_75,75 77
6,2,9,0.9354897737503052,band_9,9 11
7,2,99,0.8562275767326355,band_99,99 101
14,2,27,0.9992647171020508,band_27,27 137
15,2,25,0.9991456866264343,band_25,25 135
16,2,39,0.8920753598213196,band_39,39 93
20,2,71,0.9038276076316833,band_71,71 72
26,2,8,0.9675873517990112,band_8,8 13
28,2,124,0.9461806416511536,band_124,124 125
30,2,96,0.9328958988189697,band_96,96 97
36,2,164,0.9845490455627441,band_164,164 171
37,2,166,0.9776433110237122,band_166,166 173
38,2,162,0.9750092029571533,band_162,162 169
40,2,106,0.8687817454338074,band_106,106 108
2,1,89,1.0,band_89,89
8,1,102,1.0,band_102,102
9,1,90,1.0,band_90,90
10,1,91,1.0,band_91,91
11,1,94,1.0,band_94,94
17,1,41,1.0,band_41,41
18,1,95,1.0,band_95,95
19,1,100,1.0,band_100,100
24,1,22,1.0,band_22,22
25,1,121,1.0,band_121,121
27,1,10,1.0,band_10,10
29,1,123,1.0,band_123,123
32,1,119,1.0,band_119,119
33,1,12,1.0,band_12,12
34,1,120,1.0,band_120,120
35,1,122,1.0,band_122,122
43,1,154,1.0,band_154,154
44,1,0,1.0,band_0,0
45,1,14,1.0,band_14,14
