cluster_id,size,representative,mean_abs_r_to_others,band_name,members
7,166,87,0.9921111403089581,band_87,1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 97 99 100 101 102 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
6,3,103,0.9843718111515045,band_103,96 98 103
13,3,42,0.9969280064105988,band_42,37 42 43
0,1,38,1.0,band_38,38
1,1,39,1.0,band_39,39
2,1,41,1.0,band_41,41
3,1,72,1.0,band_72,72
4,1,78,1.0,band_78,78
5,1,71,1.0,band_71,71
8,1,123,1.0,band_123,123
9,1,124,1.0,band_124,124
10,1,13,1.0,band_13,13
11,1,0,1.0,band_0,0
12,1,14,1.0,band_14,14
14,1,40,1.0,band_40,40
