band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.029568243339033195,0.0012985690907040843
154,band_154,confirmed,1,49,49,1.0,0.014219436244778151,0.0012985690907040843
23,band_23,confirmed,1,49,49,1.0,0.011854386501840791,0.0012985690907040843
133,band_133,confirmed,1,49,49,1.0,0.011676965266621667,0.0012985690907040843
26,band_26,confirmed,1,49,49,1.0,0.009967241071904533,0.0012985690907040843
136,band_136,confirmed,1,49,49,1.0,0.009864480066619493,0.0012985690907040843
99,band_99,confirmed,1,49,49,1.0,0.009523863736939813,0.0012985690907040843
27,band_27,confirmed,1,49,49,1.0,0.009458763283655748,0.0012985690907040843
38,band_38,confirmed,1,49,49,1.0,0.009165345641636182,0.0012985690907040843
11,band_11,confirmed,1,49,49,1.0,0.009026292353516704,0.0012985690907040843
94,band_94,confirmed,1,49,49,1.0,0.00891482869453323,0.0012985690907040843
137,band_137,confirmed,1,49,49,1.0,0.008676625514363222,0.0012985690907040843
9,band_9,confirmed,1,49,49,1.0,0.008497878346111097,0.0012985690907040843
149,band_149,confirmed,1,49,49,1.0,0.008035073554327763,0.0012985690907040843
101,band_101,confirmed,1,49,49,1.0,0.008001415202520394,0.0012985690907040843
129,band_129,confirmed,1,49,49,1.0,0.00782791500969959,0.0012985690907040843
24,band_24,confirmed,1,49,49,1.0,0.007320362389673352,0.0012985690907040843
134,band_134,confirmed,1,49,49,1.0,0.0072692964145454,0.0012985690907040843
164,band_164,confirmed,1,49,49,1.0,0.007261254585172184,0.0012985690907040843
180,band_180,confirmed,1,49,49,1.0,0.007249618884461854,0.0012985690907040843
139,band_139,confirmed,1,49,49,1.0,0.007148282832374529,0.0012985690907040843
148,band_148,confirmed,1,49,49,1.0,0.007116625840374125,0.0012985690907040843
117,band_117,confirmed,1,49,49,1.0,0.007045622279134903,0.0012985690907040843
112,band_112,confirmed,1,49,49,1.0,0.006996626270902558,0.0012985690907040843
138,band_138,confirmed,1,49,49,1.0,0.006994057968467955,0.0012985690907040843
150,band_150,confirmed,1,49,49,1.0,0.006939192121682723,0.0012985690907040843
114,band_114,confirmed,1,49,49,1.0,0.006897860758629148,0.0012985690907040843
47,band_47,confirmed,1,49,49,1.0,0.0068959904824802,0.0012985690907040843
45,band_45,confirmed,1,49,49,1.0,0.00662462122169232,0.0012985690907040843
69,band_69,confirmed,1,49,49,1.0,0.006608636612866692,0.0012985690907040843
172,band_172,confirmed,1,49,49,1.0,0.006508215875562224,0.0012985690907040843
28,band_28,confirmed,1,49,49,1.0,0.0064898820992976515,0.0012985690907040843
40,band_40,confirmed,1,49,49,1.0,0.00644549198488847,0.0012985690907040843
170,band_170,confirmed,1,49,49,1.0,0.006404753375408578,0.0012985690907040843
29,band_29,confirmed,1,49,49,1.0,0.006403925016873886,0.0012985690907040843
92,band_92,confirmed,1,49,49,1.0,0.006122930894807343,0.0012985690907040843
37,band_37,confirmed,1,49,49,1.0,0.006032711010733693,0.0012985690907040843
51,band_51,confirmed,1,49,49,1.0,0.005894632431255949,0.0012985690907040843
108,band_108,confirmed,1,49,49,1.0,0.005864351425308049,0.0012985690907040843
90,band_90,confirmed,1,49,49,1.0,0.005830360885765057,0.0012985690907040843
91,band_91,confirmed,1,49,49,1.0,0.005809608424109136,0.0012985690907040843
178,band_178,confirmed,1,49,49,1.0,0.005673762539572977,0.0012985690907040843
35,band_35,confirmed,1,49,49,1.0,0.005672766921707061,0.0012985690907040843
43,band_43,confirmed,1,49,49,1.0,0.005646020300314263,0.0012985690907040843
55,band_55,confirmed,1,49,49,1.0,0.00562285842145583,0.0012985690907040843
62,band_62,confirmed,1,49,49,1.0,0.00560029385170114,0.0012985690907040843
