tile,year,eco_id,n_eco_bbox_approx,mosaic_path,west,south,east,north
CHILE-SL-18-X-D,2015,14,1017298,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-46.00595963478352,-71.99844288619664,-44.99885836975713
CHILE-SL-18-Z-B,2015,14,5911967,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-47.00605404059378,-71.99844288619664,-45.99895277556739
CHILE-SL-18-Z-C,2015,14,486248,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-C-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-48.00587895181881,-73.49844974761942,-46.99904718137765
CHILE-SL-18-Z-D,2015,14,2243109,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-48.00587895181881,-71.99844288619664,-46.99904718137765
CHILE-SL-19-V-A,2015,14,555863,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-45.005865228973256,-70.4987055193591,-43.9990334585321
CHILE-SL-19-V-C,2015,14,1502671,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-V-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-46.00595963478352,-70.49843602477387,-44.99885836975713
CHILE-SL-19-Y-A,2015,14,2317051,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-Y-A-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-47.00605404059378,-70.49843602477387,-45.99895277556739
CHILE-SL-19-Y-C,2015,14,77509,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.00140732663424,-48.00587895181881,-70.49843602477387,-46.99904718137765
CHILE-SM-18-Z-B,2015,14,849835,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SM-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50168368264224,-51.005892674664366,-71.99844288619663,-49.99906090422321
CHILE-SM-18-Z-D,2015,14,389351,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SM-18-Z-D-2015-L8-3-184F-HARM_masked.tif,-73.50168368264224,-52.00571758588939,-71.99844288619663,-50.99888581544823
CHILE-SM-19-Y-C,2015,14,93588,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SM-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.00167682121946,-52.00571758588939,-70.49843602477385,-50.99888581544823
CHILE-SM-19-Y-D,2015,14,38048,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SM-19-Y-D-2015-L8-3-184F-HARM_masked.tif,-70.50166995979669,-52.00571758588939,-68.99842916335108,-50.99888581544823
CHILE-SN-18-X-B,2015,14,1570770,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-18-X-B-2015-L8-3-184F-HARM_masked.tif,-73.50168368264224,-53.00581199169966,-71.99844288619663,-51.9989802212585
CHILE-SN-19-V-A,2015,14,6281344,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.00167682121946,-53.00581199169966,-70.49843602477385,-51.9989802212585
CHILE-SN-19-V-B,2015,14,13202947,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-19-V-B-2015-L8-3-184F-HARM_masked.tif,-70.50166995979669,-53.00581199169966,-68.99842916335108,-51.9989802212585
CHILE-SN-19-V-D,2015,14,6650488,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-19-V-D-2015-L8-3-184F-HARM_masked.tif,-70.50166995979669,-54.005636902924685,-68.99842916335108,-52.999074627068765
CHILE-SN-19-X-A,2015,14,2346483,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-19-X-A-2015-L8-3-184F-HARM_masked.tif,-69.00166309837391,-53.00581199169966,-67.4984223019283,-51.9989802212585
CHILE-SN-19-X-C,2015,14,5026491,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SN-19-X-C-2015-L8-3-184F-HARM_masked.tif,-69.00166309837391,-54.005636902924685,-67.4984223019283,-52.999074627068765
