cluster_id,size,representative,mean_abs_r_to_others,band_name,members
10,110,21,0.9807021967861631,band_21,4 5 15 16 17 18 19 20 21 29 30 31 32 33 34 35 36 47 48 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 97 104 106 108 109 112 113 114 115 116 117 118 125 129 130 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
15,18,79,0.9557949444826912,band_79,1 3 6 7 44 46 49 50 78 79 105 107 110 111 126 128 131 132
8,15,134,0.9544809801237923,band_134,23 24 25 26 27 91 92 93 94 95 133 134 135 136 137
19,8,9,0.9203709534236363,band_9,9 11 22 99 101 102 120 121
18,4,45,0.9565019607543945,band_45,2 45 90 127
0,3,42,0.9892013072967529,band_42,37 42 43
1,2,8,0.9653568863868713,band_8,8 13
2,2,38,0.9026995897293091,band_38,38 39
5,2,96,0.8750864863395691,band_96,96 103
7,2,80,0.9770259261131287,band_80,80 81
9,2,28,0.9947425127029419,band_28,28 138
14,2,71,0.9472349882125854,band_71,71 72
16,2,98,0.9146519303321838,band_98,98 100
3,1,41,1.0,band_41,41
4,1,40,1.0,band_40,40
6,1,124,1.0,band_124,124
11,1,89,1.0,band_89,89
12,1,154,1.0,band_154,154
13,1,12,1.0,band_12,12
17,1,119,1.0,band_119,119
20,1,122,1.0,band_122,122
21,1,10,1.0,band_10,10
22,1,123,1.0,band_123,123
23,1,0,1.0,band_0,0
24,1,14,1.0,band_14,14
