cluster_id,size,representative,mean_abs_r_to_others,band_name,members
46,82,33,0.9978884289294113,band_33,15 16 17 18 19 20 21 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 176 177 178 179 180 181 182 183
19,8,131,0.9856277533939907,band_131,1 6 44 49 78 79 126 131
43,5,48,0.9796717017889023,band_48,4 5 47 48 130
37,4,136,0.977277398109436,band_136,23 26 133 136
0,3,42,0.997006356716156,band_42,37 42 43
16,3,50,0.9968680739402771,band_50,7 50 132
20,3,46,0.9951244294643402,band_46,3 46 128
44,3,45,0.9828474223613739,band_45,2 45 127
3,2,80,0.9742880463600159,band_80,80 81
11,2,9,0.9647662043571472,band_9,9 11
18,2,105,0.9560897946357727,band_105,105 110
30,2,24,0.9990708231925964,band_24,24 134
31,2,25,0.9993646740913391,band_25,25 135
32,2,27,0.9992361068725586,band_27,27 137
40,2,29,0.9960507154464722,band_29,29 139
41,2,28,0.9932371377944946,band_28,28 138
42,2,129,0.9630815386772156,band_129,129 172
45,2,168,0.9888952374458313,band_168,168 175
49,2,164,0.9570672512054443,band_164,164 171
50,2,163,0.9575750827789307,band_163,163 170
54,2,71,0.9571996331214905,band_71,71 72
55,2,167,0.95683354139328,band_167,167 174
56,2,162,0.9514431357383728,band_162,162 169
1,1,8,1.0,band_8,8
2,1,13,1.0,band_13,13
4,1,120,1.0,band_120,120
5,1,122,1.0,band_122,122
6,1,121,1.0,band_121,121
7,1,98,1.0,band_98,98
8,1,119,1.0,band_119,119
9,1,101,1.0,band_101,101
10,1,102,1.0,band_102,102
12,1,99,1.0,band_99,99
13,1,100,1.0,band_100,100
14,1,10,1.0,band_10,10
15,1,90,1.0,band_90,90
17,1,111,1.0,band_111,111
21,1,107,1.0,band_107,107
22,1,22,1.0,band_22,22
23,1,154,1.0,band_154,154
24,1,38,1.0,band_38,38
25,1,39,1.0,band_39,39
26,1,40,1.0,band_40,40
27,1,41,1.0,band_41,41
28,1,91,1.0,band_91,91
29,1,94,1.0,band_94,94
33,1,92,1.0,band_92,92
34,1,93,1.0,band_93,93
35,1,95,1.0,band_95,95
36,1,89,1.0,band_89,89
38,1,106,1.0,band_106,106
39,1,108,1.0,band_108,108
47,1,166,1.0,band_166,166
48,1,173,1.0,band_173,173
51,1,165,1.0,band_165,165
52,1,109,1.0,band_109,109
53,1,12,1.0,band_12,12
57,1,124,1.0,band_124,124
58,1,125,1.0,band_125,125
59,1,96,1.0,band_96,96
60,1,97,1.0,band_97,97
61,1,103,1.0,band_103,103
62,1,104,1.0,band_104,104
63,1,123,1.0,band_123,123
64,1,0,1.0,band_0,0
65,1,14,1.0,band_14,14
