family,n_reps,bands
band,66,"band_0, band_8, band_9, band_10, band_12, band_13, band_14, band_22, band_24, band_25, band_27, band_28, band_29, band_33, band_38, band_39, band_40, band_41, band_42, band_45, band_46, band_48, band_50, band_71, band_80, band_89, band_90, band_91, band_92, band_93, band_94, band_95, band_96, band_97, band_98, band_99, band_100, band_101, band_102, band_103, band_104, band_105, band_106, band_107, band_108, band_109, band_111, band_119, band_120, band_121, band_122, band_123, band_124, band_125, band_129, band_131, band_136, band_154, band_162, band_163, band_164, band_165, band_166, band_167, band_168, band_173"
