band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
127,band_127,confirmed,1,49,49,1.0,0.021960274505538068,0.0032143889217076537
38,band_38,confirmed,1,49,49,1.0,0.021332063868399382,0.0032143889217076537
99,band_99,confirmed,1,49,49,1.0,0.021282175739962623,0.0032143889217076537
94,band_94,confirmed,1,49,49,1.0,0.020894043754885273,0.0032143889217076537
92,band_92,confirmed,1,49,49,1.0,0.01910624448108452,0.0032143889217076537
129,band_129,confirmed,1,49,49,1.0,0.016558589981776967,0.0032143889217076537
2,band_2,confirmed,1,49,49,1.0,0.015956881791696853,0.0032143889217076537
24,band_24,confirmed,1,49,49,1.0,0.015879443398098884,0.0032143889217076537
134,band_134,confirmed,1,49,49,1.0,0.015734697957567222,0.0032143889217076537
170,band_170,confirmed,1,49,49,1.0,0.015130917555376213,0.0032143889217076537
101,band_101,confirmed,1,49,49,1.0,0.015083988104191877,0.0032143889217076537
45,band_45,confirmed,1,49,49,1.0,0.014908443568452702,0.0032143889217076537
91,band_91,confirmed,1,49,49,1.0,0.013789852984394928,0.0032143889217076537
9,band_9,confirmed,1,49,49,1.0,0.0136286874980618,0.0032143889217076537
22,band_22,confirmed,1,49,49,1.0,0.013546971803343594,0.0032143889217076537
67,band_67,confirmed,1,49,49,1.0,0.012607691903968456,0.0032143889217076537
25,band_25,confirmed,1,49,49,1.0,0.012278617964638389,0.0032143889217076537
12,band_12,confirmed,1,49,49,1.0,0.012228959462127527,0.0032143889217076537
40,band_40,confirmed,1,49,49,1.0,0.01209118054857979,0.0032143889217076537
39,band_39,confirmed,1,49,49,1.0,0.011966246237805588,0.0032143889217076537
172,band_172,confirmed,1,49,49,1.0,0.011570529529921015,0.0032143889217076537
148,band_148,confirmed,1,49,49,1.0,0.011472350236959718,0.0032143889217076537
93,band_93,confirmed,1,49,49,1.0,0.011156559511382818,0.0032143889217076537
100,band_100,confirmed,1,49,49,1.0,0.011006132712683265,0.0032143889217076537
120,band_120,confirmed,1,49,49,1.0,0.010973347912335292,0.0032143889217076537
135,band_135,confirmed,1,49,49,1.0,0.010780422702780405,0.0032143889217076537
4,band_4,confirmed,1,49,49,1.0,0.010660164187260662,0.0032143889217076537
154,band_154,confirmed,1,49,49,1.0,0.009633150389816556,0.0032143889217076537
163,band_163,confirmed,1,49,49,1.0,0.0091089329154314,0.0032143889217076537
53,band_53,confirmed,1,49,49,1.0,0.00868867115259396,0.0032143889217076537
164,band_164,confirmed,1,49,49,1.0,0.008091134141412661,0.0032143889217076537
179,band_179,confirmed,1,49,49,1.0,0.00798085780298144,0.0032143889217076537
106,band_106,confirmed,1,49,49,1.0,0.007626746090798097,0.0032143889217076537
37,band_37,confirmed,1,49,49,1.0,0.00745590562917799,0.0032143889217076537
137,band_137,confirmed,1,49,49,1.0,0.007412531604469316,0.0032143889217076537
141,band_141,confirmed,1,49,49,1.0,0.00713331792218696,0.0032143889217076537
11,band_11,confirmed,1,49,49,1.0,0.007048119313044501,0.0032143889217076537
80,band_80,confirmed,1,49,49,1.0,0.006722154940710827,0.0032143889217076537
69,band_69,confirmed,1,48,49,0.9795918367346939,0.008919245594376688,0.0032143889217076537
47,band_47,confirmed,1,48,49,0.9795918367346939,0.008340463676125951,0.0032143889217076537
149,band_149,confirmed,1,48,49,0.9795918367346939,0.00828139520961779,0.0032143889217076537
95,band_95,confirmed,1,48,49,0.9795918367346939,0.008036458506238806,0.0032143889217076537
178,band_178,confirmed,1,48,49,0.9795918367346939,0.007835453977388374,0.0032143889217076537
81,band_81,confirmed,1,48,49,0.9795918367346939,0.007725532287585955,0.0032143889217076537
27,band_27,confirmed,1,48,49,0.9795918367346939,0.007259624026998417,0.0032143889217076537
98,band_98,confirmed,1,48,49,0.9795918367346939,0.007209481009416703,0.0032143889217076537
102,band_102,confirmed,1,48,49,0.9795918367346939,0.006870344802838427,0.0032143889217076537
83,band_83,confirmed,1,48,49,0.9795918367346939,0.006498251340968108,0.0032143889217076537
90,band_90,confirmed,1,47,49,0.9591836734693877,0.007797469645193698,0.0032143889217076537
162,band_162,confirmed,1,47,49,0.9591836734693877,0.006423523726324079,0.0032143889217076537
119,band_119,confirmed,1,47,49,0.9591836734693877,0.005976499120586476,0.0032143889217076537
89,band_89,confirmed,1,46,49,0.9387755102040817,0.0074872910122931475,0.0032143889217076537
151,band_151,confirmed,1,46,49,0.9387755102040817,0.006796522074745666,0.0032143889217076537
60,band_60,confirmed,1,46,49,0.9387755102040817,0.006436482587836269,0.0032143889217076537
74,band_74,confirmed,1,46,49,0.9387755102040817,0.006259451835211717,0.0032143889217076537
41,band_41,confirmed,1,46,49,0.9387755102040817,0.006049955081961423,0.0032143889217076537
121,band_121,confirmed,1,46,49,0.9387755102040817,0.005971322029823604,0.0032143889217076537
176,band_176,confirmed,1,46,49,0.9387755102040817,0.005588970488222764,0.0032143889217076537
76,band_76,confirmed,1,46,49,0.9387755102040817,0.005430212585145374,0.0032143889217076537
31,band_31,confirmed,1,44,49,0.8979591836734694,0.0062455762274051425,0.0032143889217076537
165,band_165,confirmed,1,44,49,0.8979591836734694,0.006209441916668272,0.0032143889217076537
112,band_112,confirmed,1,43,49,0.8775510204081632,0.005126783333846241,0.0032143889217076537
62,band_62,confirmed,1,42,49,0.8571428571428571,0.005085372062215868,0.0032143889217076537
117,band_117,confirmed,1,41,49,0.8367346938775511,0.004994406201284035,0.0032143889217076537
26,band_26,confirmed,1,39,49,0.7959183673469388,0.005100453460694689,0.0032143889217076537
131,band_131,confirmed,1,39,49,0.7959183673469388,0.004537628476249045,0.0032143889217076537
144,band_144,confirmed,1,39,49,0.7959183673469388,0.00442192642080597,0.0032143889217076537
55,band_55,confirmed,1,38,49,0.7755102040816326,0.004137437054598484,0.0032143889217076537
68,band_68,confirmed,1,37,49,0.7551020408163265,0.004675950319665985,0.0032143889217076537
156,band_156,confirmed,1,37,49,0.7551020408163265,0.00467007562974333,0.0032143889217076537
75,band_75,confirmed,1,37,49,0.7551020408163265,0.004494876382546922,0.0032143889217076537
56,band_56,confirmed,1,37,49,0.7551020408163265,0.004440297094288135,0.0032143889217076537
136,band_136,confirmed,1,36,49,0.7346938775510204,0.004721702264808188,0.0032143889217076537
109,band_109,confirmed,1,36,49,0.7346938775510204,0.0043633155823170275,0.0032143889217076537
10,band_10,confirmed,1,36,49,0.7346938775510204,0.004165673430643824,0.0032143889217076537
63,band_63,confirmed,1,36,49,0.7346938775510204,0.004011927575469034,0.0032143889217076537
