cluster_id,size,representative,mean_abs_r_to_others,band_name,members
58,80,147,0.993224374855621,band_147,15 16 17 18 19 20 21 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 73 74 75 76 82 83 84 85 86 87 88 112 113 114 115 116 117 118 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 176 177 178 179 180 181 182 183
0,4,43,0.9894850651423136,band_43,37 40 42 43
9,4,132,0.989317774772644,band_132,7 50 111 132
12,4,131,0.9901549816131592,band_131,6 49 110 131
13,4,126,0.9854379097620646,band_126,1 44 105 126
56,4,23,0.9864275058110555,band_23,23 26 133 136
60,4,24,0.9784362514813741,band_24,24 25 134 135
22,3,130,0.9767895340919495,band_130,48 109 130
27,3,47,0.976045161485672,band_47,4 47 129
6,2,167,0.972248375415802,band_167,167 174
20,2,107,0.9830241799354553,band_107,107 128
21,2,3,0.9754860997200012,band_3,3 46
24,2,106,0.9739401936531067,band_106,106 127
26,2,2,0.9782700538635254,band_2,2 45
28,2,166,0.9824390411376953,band_166,166 173
29,2,162,0.9694967865943909,band_162,162 169
30,2,165,0.9784711599349976,band_165,165 172
31,2,164,0.9781696796417236,band_164,164 171
32,2,163,0.9756380319595337,band_163,163 170
40,2,28,0.9985657930374146,band_28,28 138
51,2,9,0.966709315776825,band_9,9 10
54,2,168,0.9864712357521057,band_168,168 175
55,2,29,0.9994207620620728,band_29,29 139
57,2,70,0.9828940033912659,band_70,70 77
59,2,27,0.9991564154624939,band_27,27 137
1,1,8,1.0,band_8,8
2,1,13,1.0,band_13,13
3,1,14,1.0,band_14,14
4,1,22,1.0,band_22,22
5,1,154,1.0,band_154,154
7,1,71,1.0,band_71,71
8,1,72,1.0,band_72,72
10,1,78,1.0,band_78,78
11,1,79,1.0,band_79,79
14,1,98,1.0,band_98,98
15,1,100,1.0,band_100,100
16,1,99,1.0,band_99,99
17,1,101,1.0,band_101,101
18,1,102,1.0,band_102,102
19,1,90,1.0,band_90,90
23,1,5,1.0,band_5,5
25,1,108,1.0,band_108,108
33,1,124,1.0,band_124,124
34,1,125,1.0,band_125,125
35,1,123,1.0,band_123,123
36,1,96,1.0,band_96,96
37,1,97,1.0,band_97,97
38,1,103,1.0,band_103,103
39,1,104,1.0,band_104,104
41,1,91,1.0,band_91,91
42,1,94,1.0,band_94,94
43,1,93,1.0,band_93,93
44,1,95,1.0,band_95,95
45,1,92,1.0,band_92,92
46,1,38,1.0,band_38,38
47,1,39,1.0,band_39,39
48,1,41,1.0,band_41,41
49,1,80,1.0,band_80,80
50,1,81,1.0,band_81,81
52,1,11,1.0,band_11,11
53,1,12,1.0,band_12,12
61,1,120,1.0,band_120,120
62,1,121,1.0,band_121,121
63,1,122,1.0,band_122,122
64,1,119,1.0,band_119,119
65,1,89,1.0,band_89,89
66,1,0,1.0,band_0,0
