rank,band_index,band_name,mean_jm,min_jm,n_pairs,n_classes_used
1,19,band_19,0.8505409015643395,0.0,10,7
2,31,band_31,0.6814643916192794,0.0,10,7
3,83,band_83,0.5336724782910099,0.0,10,7
4,158,band_158,0.5286968551958512,0.0,6,7
5,156,band_156,0.5130367178759436,0.0,6,7
6,141,band_141,0.47504112438494966,0.0,10,7
7,60,band_60,0.3943337032736852,0.0,10,7
8,21,band_21,0.3837499238878707,0.0,10,7
9,16,band_16,0.36501565129388225,0.0,10,7
10,18,band_18,0.3472514344599473,0.0,10,7
11,118,band_118,0.33604985822246647,0.0,3,7
12,33,band_33,0.25987390303388724,0.0,6,7
13,159,band_159,0.18341782937365325,0.0,3,7
14,143,band_143,0.16013501021803614,0.0,6,7
15,161,band_161,0.10467499671642197,0.0,10,7
16,85,band_85,0.07533637928467675,0.0,6,7
17,62,band_62,0.07487318426566894,0.0,6,7
18,115,band_115,0.0706378028445451,0.0,3,7
19,88,band_88,0.048556954881411624,0.0,10,7
20,65,band_65,0.04510959707658345,0.0,10,7
21,36,band_36,0.036439131148356965,0.0,10,7
22,0,band_0,0.0,0.0,10,7
23,1,band_1,0.0,0.0,10,7
24,2,band_2,0.0,0.0,10,7
25,3,band_3,0.0,0.0,10,7
26,4,band_4,0.0,0.0,10,7
27,5,band_5,0.0,0.0,10,7
28,6,band_6,0.0,0.0,10,7
29,7,band_7,0.0,0.0,10,7
30,8,band_8,0.0,0.0,10,7
31,9,band_9,0.0,0.0,10,7
32,10,band_10,0.0,0.0,10,7
33,11,band_11,0.0,0.0,10,7
34,12,band_12,0.0,0.0,10,7
35,13,band_13,0.0,0.0,10,7
36,14,band_14,0.0,0.0,10,7
37,15,band_15,0.0,0.0,10,7
38,17,band_17,0.0,0.0,10,7
39,20,band_20,0.0,0.0,10,7
40,22,band_22,0.0,0.0,10,7
41,23,band_23,0.0,0.0,10,7
42,24,band_24,0.0,0.0,10,7
43,25,band_25,0.0,0.0,10,7
44,26,band_26,0.0,0.0,10,7
45,27,band_27,0.0,0.0,10,7
46,28,band_28,0.0,0.0,10,7
47,29,band_29,0.0,0.0,10,7
48,30,band_30,0.0,0.0,3,7
49,32,band_32,0.0,0.0,10,7
50,34,band_34,0.0,0.0,10,7
51,35,band_35,0.0,0.0,10,7
52,37,band_37,0.0,0.0,10,7
53,38,band_38,0.0,0.0,10,7
54,39,band_39,0.0,0.0,10,7
55,40,band_40,0.0,0.0,10,7
56,41,band_41,0.0,0.0,10,7
57,42,band_42,0.0,0.0,10,7
58,43,band_43,0.0,0.0,10,7
59,44,band_44,0.0,0.0,10,7
60,45,band_45,0.0,0.0,10,7
61,46,band_46,0.0,0.0,10,7
62,47,band_47,0.0,0.0,10,7
63,48,band_48,0.0,0.0,10,7
64,49,band_49,0.0,0.0,10,7
65,50,band_50,0.0,0.0,10,7
66,51,band_51,0.0,0.0,10,7
67,52,band_52,0.0,0.0,10,7
68,53,band_53,0.0,0.0,10,7
69,54,band_54,0.0,0.0,10,7
70,55,band_55,0.0,0.0,10,7
71,56,band_56,0.0,0.0,10,7
72,57,band_57,0.0,0.0,10,7
73,58,band_58,0.0,0.0,10,7
74,59,band_59,0.0,0.0,3,7
75,61,band_61,0.0,0.0,10,7
76,63,band_63,0.0,0.0,10,7
77,64,band_64,0.0,0.0,10,7
78,66,band_66,0.0,0.0,10,7
79,67,band_67,0.0,0.0,10,7
80,68,band_68,0.0,0.0,10,7
81,69,band_69,0.0,0.0,10,7
82,70,band_70,0.0,0.0,10,7
83,71,band_71,0.0,0.0,10,7
84,72,band_72,0.0,0.0,10,7
85,73,band_73,0.0,0.0,10,7
86,74,band_74,0.0,0.0,10,7
87,75,band_75,0.0,0.0,10,7
88,76,band_76,0.0,0.0,10,7
89,77,band_77,0.0,0.0,10,7
90,78,band_78,0.0,0.0,10,7
91,79,band_79,0.0,0.0,10,7
92,80,band_80,0.0,0.0,10,7
93,81,band_81,0.0,0.0,10,7
94,82,band_82,0.0,0.0,3,7
95,84,band_84,0.0,0.0,10,7
96,86,band_86,0.0,0.0,10,7
97,87,band_87,0.0,0.0,10,7
98,89,band_89,0.0,0.0,10,7
99,90,band_90,0.0,0.0,10,7
100,91,band_91,0.0,0.0,10,7
101,92,band_92,0.0,0.0,10,7
102,93,band_93,0.0,0.0,10,7
103,94,band_94,0.0,0.0,10,7
104,95,band_95,0.0,0.0,10,7
105,96,band_96,0.0,0.0,10,7
106,97,band_97,0.0,0.0,10,7
107,98,band_98,0.0,0.0,10,7
108,99,band_99,0.0,0.0,10,7
109,100,band_100,0.0,0.0,10,7
110,101,band_101,0.0,0.0,10,7
111,102,band_102,0.0,0.0,10,7
112,103,band_103,0.0,0.0,10,7
113,104,band_104,0.0,0.0,10,7
114,105,band_105,0.0,0.0,10,7
115,106,band_106,0.0,0.0,10,7
116,107,band_107,0.0,0.0,10,7
117,108,band_108,0.0,0.0,10,7
118,109,band_109,0.0,0.0,10,7
119,110,band_110,0.0,0.0,10,7
120,111,band_111,0.0,0.0,10,7
121,112,band_112,0.0,0.0,3,7
122,113,band_113,0.0,0.0,3,7
123,114,band_114,0.0,0.0,3,7
124,116,band_116,0.0,0.0,0,7
125,117,band_117,0.0,0.0,3,7
126,119,band_119,0.0,0.0,10,7
127,120,band_120,0.0,0.0,10,7
128,121,band_121,0.0,0.0,10,7
129,122,band_122,0.0,0.0,10,7
130,123,band_123,0.0,0.0,10,7
131,124,band_124,0.0,0.0,10,7
132,125,band_125,0.0,0.0,10,7
133,126,band_126,0.0,0.0,10,7
134,127,band_127,0.0,0.0,10,7
135,128,band_128,0.0,0.0,10,7
136,129,band_129,0.0,0.0,10,7
137,130,band_130,0.0,0.0,10,7
138,131,band_131,0.0,0.0,10,7
139,132,band_132,0.0,0.0,10,7
140,133,band_133,0.0,0.0,10,7
141,134,band_134,0.0,0.0,10,7
142,135,band_135,0.0,0.0,10,7
143,136,band_136,0.0,0.0,10,7
144,137,band_137,0.0,0.0,10,7
145,138,band_138,0.0,0.0,10,7
146,139,band_139,0.0,0.0,10,7
147,140,band_140,0.0,0.0,3,7
148,142,band_142,0.0,0.0,10,7
149,144,band_144,0.0,0.0,10,7
150,145,band_145,0.0,0.0,10,7
151,146,band_146,0.0,0.0,10,7
152,147,band_147,0.0,0.0,10,7
153,148,band_148,0.0,0.0,10,7
154,149,band_149,0.0,0.0,10,7
155,150,band_150,0.0,0.0,10,7
156,151,band_151,0.0,0.0,10,7
157,152,band_152,0.0,0.0,10,7
158,153,band_153,0.0,0.0,10,7
159,154,band_154,0.0,0.0,10,7
160,155,band_155,0.0,0.0,10,7
161,157,band_157,0.0,0.0,10,7
162,160,band_160,0.0,0.0,10,7
163,162,band_162,0.0,0.0,10,7
164,163,band_163,0.0,0.0,10,7
165,164,band_164,0.0,0.0,10,7
166,165,band_165,0.0,0.0,10,7
167,166,band_166,0.0,0.0,10,7
168,167,band_167,0.0,0.0,10,7
169,168,band_168,0.0,0.0,10,7
170,169,band_169,0.0,0.0,10,7
171,170,band_170,0.0,0.0,10,7
172,171,band_171,0.0,0.0,10,7
173,172,band_172,0.0,0.0,10,7
174,173,band_173,0.0,0.0,10,7
175,174,band_174,0.0,0.0,10,7
176,175,band_175,0.0,0.0,10,7
177,176,band_176,0.0,0.0,10,7
178,177,band_177,0.0,0.0,10,7
179,178,band_178,0.0,0.0,10,7
180,179,band_179,0.0,0.0,10,7
181,180,band_180,0.0,0.0,10,7
182,181,band_181,0.0,0.0,10,7
183,182,band_182,0.0,0.0,10,7
184,183,band_183,0.0,0.0,10,7
