band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.030080742446712175,0.00130263111318042
154,band_154,confirmed,1,49,49,1.0,0.017281602732312218,0.00130263111318042
51,band_51,confirmed,1,49,49,1.0,0.01708088062944711,0.00130263111318042
74,band_74,confirmed,1,49,49,1.0,0.014169742271303415,0.00130263111318042
38,band_38,confirmed,1,49,49,1.0,0.013359967399064464,0.00130263111318042
67,band_67,confirmed,1,49,49,1.0,0.012858131071217528,0.00130263111318042
99,band_99,confirmed,1,49,49,1.0,0.012771545964491695,0.00130263111318042
2,band_2,confirmed,1,49,49,1.0,0.012409036501995348,0.00130263111318042
163,band_163,confirmed,1,49,49,1.0,0.01132052069097796,0.00130263111318042
11,band_11,confirmed,1,49,49,1.0,0.010986143976355514,0.00130263111318042
12,band_12,confirmed,1,49,49,1.0,0.010533384257303885,0.00130263111318042
165,band_165,confirmed,1,49,49,1.0,0.01046854279482339,0.00130263111318042
45,band_45,confirmed,1,49,49,1.0,0.00999625966661629,0.00130263111318042
69,band_69,confirmed,1,49,49,1.0,0.00990372016577262,0.00130263111318042
177,band_177,confirmed,1,49,49,1.0,0.009749423431944008,0.00130263111318042
127,band_127,confirmed,1,49,49,1.0,0.00968079724482289,0.00130263111318042
76,band_76,confirmed,1,49,49,1.0,0.009630691203755648,0.00130263111318042
172,band_172,confirmed,1,49,49,1.0,0.009575889706972707,0.00130263111318042
40,band_40,confirmed,1,49,49,1.0,0.009409524428365113,0.00130263111318042
92,band_92,confirmed,1,49,49,1.0,0.009324576037998593,0.00130263111318042
80,band_80,confirmed,1,49,49,1.0,0.009227223419918149,0.00130263111318042
24,band_24,confirmed,1,49,49,1.0,0.009122637598575404,0.00130263111318042
134,band_134,confirmed,1,49,49,1.0,0.00901694905436948,0.00130263111318042
37,band_37,confirmed,1,49,49,1.0,0.008980390233658002,0.00130263111318042
23,band_23,confirmed,1,49,49,1.0,0.008511685686445615,0.00130263111318042
106,band_106,confirmed,1,49,49,1.0,0.008500302293209758,0.00130263111318042
133,band_133,confirmed,1,49,49,1.0,0.008270487496809295,0.00130263111318042
123,band_123,confirmed,1,49,49,1.0,0.008099535911035453,0.00130263111318042
170,band_170,confirmed,1,49,49,1.0,0.007828679023365665,0.00130263111318042
26,band_26,confirmed,1,49,49,1.0,0.00769295693707515,0.00130263111318042
136,band_136,confirmed,1,49,49,1.0,0.007656206359422691,0.00130263111318042
52,band_52,confirmed,1,49,49,1.0,0.007608855106737319,0.00130263111318042
180,band_180,confirmed,1,49,49,1.0,0.007467938770982652,0.00130263111318042
77,band_77,confirmed,1,49,49,1.0,0.0074384196947370525,0.00130263111318042
81,band_81,confirmed,1,49,49,1.0,0.00742592115586674,0.00130263111318042
94,band_94,confirmed,1,49,49,1.0,0.00733103438250762,0.00130263111318042
101,band_101,confirmed,1,49,49,1.0,0.0072887949301741264,0.00130263111318042
89,band_89,confirmed,1,49,49,1.0,0.007175952761159457,0.00130263111318042
9,band_9,confirmed,1,49,49,1.0,0.007023221024802036,0.00130263111318042
75,band_75,confirmed,1,49,49,1.0,0.006788771507502553,0.00130263111318042
105,band_105,confirmed,1,49,49,1.0,0.006685701918957057,0.00130263111318042
55,band_55,confirmed,1,49,49,1.0,0.006616813487593456,0.00130263111318042
113,band_113,confirmed,1,49,49,1.0,0.006574314183533732,0.00130263111318042
39,band_39,confirmed,1,49,49,1.0,0.006506346555960188,0.00130263111318042
90,band_90,confirmed,1,49,49,1.0,0.0065022419118167096,0.00130263111318042
102,band_102,confirmed,1,49,49,1.0,0.006446843088486446,0.00130263111318042
120,band_120,confirmed,1,49,49,1.0,0.0062657542195422335,0.00130263111318042
3,band_3,confirmed,1,49,49,1.0,0.006211674327023339,0.00130263111318042
4,band_4,confirmed,1,49,49,1.0,0.006144969145298766,0.00130263111318042
135,band_135,confirmed,1,49,49,1.0,0.006114307701588942,0.00130263111318042
59,band_59,confirmed,1,49,49,1.0,0.006046767617063387,0.00130263111318042
91,band_91,confirmed,1,49,49,1.0,0.006045249210558548,0.00130263111318042
100,band_100,confirmed,1,49,49,1.0,0.006004783359307164,0.00130263111318042
162,band_162,confirmed,1,49,49,1.0,0.0059072290668461475,0.00130263111318042
27,band_27,confirmed,1,49,49,1.0,0.005883334701490857,0.00130263111318042
25,band_25,confirmed,1,49,49,1.0,0.00578174147579403,0.00130263111318042
129,band_129,confirmed,1,49,49,1.0,0.005702522490822531,0.00130263111318042
151,band_151,confirmed,1,49,49,1.0,0.005695699845093464,0.00130263111318042
178,band_178,confirmed,1,49,49,1.0,0.005643850896992698,0.00130263111318042
47,band_47,confirmed,1,49,49,1.0,0.005577428534830623,0.00130263111318042
43,band_43,confirmed,1,49,49,1.0,0.00549828800690858,0.00130263111318042
137,band_137,confirmed,1,49,49,1.0,0.005420474338092364,0.00130263111318042
108,band_108,confirmed,1,49,49,1.0,0.005355786124522478,0.00130263111318042
93,band_93,confirmed,1,49,49,1.0,0.00527237347270706,0.00130263111318042
148,band_148,confirmed,1,49,49,1.0,0.005245823207757625,0.00130263111318042
66,band_66,confirmed,1,49,49,1.0,0.005154636327619372,0.00130263111318042
122,band_122,confirmed,1,49,49,1.0,0.005137929295222442,0.00130263111318042
173,band_173,confirmed,1,49,49,1.0,0.005063393387022821,0.00130263111318042
83,band_83,confirmed,1,49,49,1.0,0.005057451057572139,0.00130263111318042
60,band_60,confirmed,1,49,49,1.0,0.00496121476735086,0.00130263111318042
62,band_62,confirmed,1,49,49,1.0,0.004958912304628204,0.00130263111318042
128,band_128,confirmed,1,49,49,1.0,0.004791418002182993,0.00130263111318042
1,band_1,confirmed,1,49,49,1.0,0.004719066711200914,0.00130263111318042
112,band_112,confirmed,1,49,49,1.0,0.00464779605509517,0.00130263111318042
46,band_46,confirmed,1,49,49,1.0,0.004628293702421104,0.00130263111318042
150,band_150,confirmed,1,49,49,1.0,0.004559806512885818,0.00130263111318042
73,band_73,confirmed,1,49,49,1.0,0.004481398847493579,0.00130263111318042
5,band_5,confirmed,1,49,49,1.0,0.004475618358341948,0.00130263111318042
53,band_53,confirmed,1,49,49,1.0,0.00428351515773906,0.00130263111318042
130,band_130,confirmed,1,49,49,1.0,0.004251548528127905,0.00130263111318042
98,band_98,confirmed,1,49,49,1.0,0.004154615933953566,0.00130263111318042
95,band_95,confirmed,1,49,49,1.0,0.004109552099247476,0.00130263111318042
68,band_68,confirmed,1,49,49,1.0,0.004078618281338178,0.00130263111318042
70,band_70,confirmed,1,49,49,1.0,0.004049831426203105,0.00130263111318042
164,band_164,confirmed,1,49,49,1.0,0.004001895134708669,0.00130263111318042
42,band_42,confirmed,1,49,49,1.0,0.003919581207954397,0.00130263111318042
121,band_121,confirmed,1,49,49,1.0,0.0038873687751388736,0.00130263111318042
16,band_16,confirmed,1,49,49,1.0,0.00386574684466025,0.00130263111318042
166,band_166,confirmed,1,49,49,1.0,0.0038192791420831045,0.00130263111318042
19,band_19,confirmed,1,49,49,1.0,0.0037298661798887203,0.00130263111318042
86,band_86,confirmed,1,49,49,1.0,0.003720795715505585,0.00130263111318042
15,band_15,confirmed,1,49,49,1.0,0.003702099395072946,0.00130263111318042
109,band_109,confirmed,1,49,49,1.0,0.003669789526340086,0.00130263111318042
44,band_44,confirmed,1,49,49,1.0,0.0036006148972754265,0.00130263111318042
29,band_29,confirmed,1,49,49,1.0,0.003600257215970448,0.00130263111318042
33,band_33,confirmed,1,49,49,1.0,0.003560709005439868,0.00130263111318042
31,band_31,confirmed,1,49,49,1.0,0.0034755579353604013,0.00130263111318042
56,band_56,confirmed,1,49,49,1.0,0.003456695012863725,0.00130263111318042
