rank,band_index,band_name,mean_jm,min_jm,n_pairs,n_classes_used
1,115,band_115,0.8221553676477324,0.0,55,11
2,116,band_116,0.8197814024937864,0.0,28,11
3,113,band_113,0.7018703199711716,0.0,55,11
4,118,band_118,0.4401156930084241,0.0,55,11
5,53,band_53,0.33950647555524005,0.0,55,11
6,181,band_181,0.3109365282492875,0.0,55,11
7,16,band_16,0.29197889430547663,0.0,55,11
8,18,band_18,0.2872166930542845,0.0,55,11
9,19,band_19,0.2854424581032235,0.0,55,11
10,178,band_178,0.2781794240552367,0.0,55,11
11,112,band_112,0.2477670769870303,0.0,55,11
12,55,band_55,0.2278712520368402,0.0,55,11
13,45,band_45,0.21278861947482913,0.0,55,11
14,127,band_127,0.20430756490952595,0.0,55,11
15,2,band_2,0.19670638189470302,0.0,55,11
16,4,band_4,0.19450097760802718,0.0,55,11
17,47,band_47,0.18756156917211123,0.0,55,11
18,60,band_60,0.1825208676626707,0.0,55,11
19,48,band_48,0.1811071559411718,0.0,55,11
20,5,band_5,0.1788013600005422,0.0,55,11
21,114,band_114,0.16334743361179038,0.0,55,11
22,180,band_180,0.15802801899019245,0.0,55,11
23,117,band_117,0.1542852443357532,0.0,55,11
24,102,band_102,0.14088705650443253,0.0,55,11
25,129,band_129,0.13957208778148858,0.0,55,11
26,90,band_90,0.13573738385407638,0.0,55,11
27,130,band_130,0.13556538515019473,0.0,55,11
28,58,band_58,0.12731137737608325,0.0,55,11
29,62,band_62,0.12598966312049803,0.0,55,11
30,161,band_161,0.12311827924957013,0.0,45,11
31,101,band_101,0.12202377012689906,0.0,55,11
32,22,band_22,0.12138915035810208,0.0,55,11
33,21,band_21,0.10454379171050933,0.0,55,11
34,56,band_56,0.10311558208196663,0.0,45,11
35,91,band_91,0.09978662630183048,0.0,55,11
36,17,band_17,0.09677377361704677,0.0,55,11
37,99,band_99,0.07694268088905593,0.0,55,11
38,92,band_92,0.07507765084506043,0.0,55,11
39,54,band_54,0.06317095220745052,0.0,55,11
40,74,band_74,0.06188084451351388,0.0,55,11
41,144,band_144,0.05534233317778831,0.0,45,11
