cluster_id,size,representative,mean_abs_r_to_others,band_name,members
32,84,30,0.9960867475314312,band_30,15 16 17 18 19 20 21 30 31 32 33 34 35 36 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 168 175 176 177 178 179 180 181 182 183
14,10,131,0.9728778468237983,band_131,1 6 44 49 78 79 105 110 126 131
31,10,47,0.9643986688719856,band_47,2 4 5 45 47 48 127 129 130 172
23,6,135,0.947477650642395,band_135,24 25 27 134 135 137
13,4,132,0.9811761776606241,band_132,7 50 111 132
27,4,136,0.977277398109436,band_136,23 26 133 136
0,3,42,0.997006356716156,band_42,37 42 43
15,3,46,0.9951244294643402,band_46,3 46 128
35,3,170,0.9419794976711273,band_170,163 165 170
1,2,8,0.9424724578857422,band_8,8 13
2,2,80,0.9742880463600159,band_80,80 81
8,2,101,0.929044246673584,band_101,101 102
9,2,9,0.9647662043571472,band_9,9 11
10,2,99,0.9131501913070679,band_99,99 100
19,2,38,0.9201730489730835,band_38,38 39
22,2,91,0.9444800019264221,band_91,91 94
24,2,92,0.946877121925354,band_92,92 93
28,2,106,0.9140709638595581,band_106,106 108
29,2,29,0.9960507154464722,band_29,29 139
30,2,28,0.9932371377944946,band_28,28 138
33,2,166,0.9480107426643372,band_166,166 173
34,2,164,0.9570672512054443,band_164,164 171
38,2,71,0.9571996331214905,band_71,71 72
39,2,167,0.95683354139328,band_167,167 174
40,2,162,0.9514431357383728,band_162,162 169
3,1,120,1.0,band_120,120
4,1,122,1.0,band_122,122
5,1,121,1.0,band_121,121
6,1,98,1.0,band_98,98
7,1,119,1.0,band_119,119
11,1,10,1.0,band_10,10
12,1,90,1.0,band_90,90
16,1,107,1.0,band_107,107
17,1,22,1.0,band_22,22
18,1,154,1.0,band_154,154
20,1,40,1.0,band_40,40
21,1,41,1.0,band_41,41
25,1,95,1.0,band_95,95
26,1,89,1.0,band_89,89
36,1,109,1.0,band_109,109
37,1,12,1.0,band_12,12
41,1,124,1.0,band_124,124
42,1,125,1.0,band_125,125
43,1,96,1.0,band_96,96
44,1,97,1.0,band_97,97
45,1,103,1.0,band_103,103
46,1,104,1.0,band_104,104
47,1,123,1.0,band_123,123
48,1,0,1.0,band_0,0
49,1,14,1.0,band_14,14
