band_index,cluster_id,band_name
0,47,band_0
1,10,band_1
2,18,band_2
3,16,band_3
4,18,band_4
5,17,band_5
6,10,band_6
7,8,band_7
8,1,band_8
9,36,band_9
10,36,band_10
11,36,band_11
12,37,band_12
13,2,band_13
14,3,band_14
15,40,band_15
16,40,band_16
17,40,band_17
18,40,band_18
19,40,band_19
20,40,band_20
21,40,band_21
22,4,band_22
23,39,band_23
24,41,band_24
25,41,band_25
26,39,band_26
27,41,band_27
28,26,band_28
29,39,band_29
30,40,band_30
31,40,band_31
32,40,band_32
33,40,band_33
34,40,band_34
35,40,band_35
36,40,band_36
37,0,band_37
38,32,band_38
39,33,band_39
40,0,band_40
41,34,band_41
42,0,band_42
43,0,band_43
44,10,band_44
45,18,band_45
46,16,band_46
47,18,band_47
48,17,band_48
49,10,band_49
50,8,band_50
51,40,band_51
52,40,band_52
53,40,band_53
54,40,band_54
55,40,band_55
56,40,band_56
57,40,band_57
58,40,band_58
59,40,band_59
60,40,band_60
61,40,band_61
62,40,band_62
63,40,band_63
64,40,band_64
65,40,band_65
66,40,band_66
67,40,band_67
68,40,band_68
69,40,band_69
70,40,band_70
71,7,band_71
72,7,band_72
73,40,band_73
74,40,band_74
75,40,band_75
76,40,band_76
77,40,band_77
78,9,band_78
79,9,band_79
80,35,band_80
81,35,band_81
82,40,band_82
83,40,band_83
84,40,band_84
85,40,band_85
86,40,band_86
87,40,band_87
88,40,band_88
89,46,band_89
90,15,band_90
91,27,band_91
92,31,band_92
93,29,band_93
94,28,band_94
95,30,band_95
96,24,band_96
97,24,band_97
98,11,band_98
99,13,band_99
100,12,band_100
101,13,band_101
102,14,band_102
103,25,band_103
104,25,band_104
105,10,band_105
106,18,band_106
107,16,band_107
108,18,band_108
109,17,band_109
110,10,band_110
111,8,band_111
112,40,band_112
113,40,band_113
114,40,band_114
115,40,band_115
116,40,band_116
117,40,band_117
118,40,band_118
119,45,band_119
120,42,band_120
121,43,band_121
122,44,band_122
123,23,band_123
124,22,band_124
125,22,band_125
126,10,band_126
127,18,band_127
128,16,band_128
129,18,band_129
130,17,band_130
131,10,band_131
132,8,band_132
133,39,band_133
134,41,band_134
135,41,band_135
136,39,band_136
137,41,band_137
138,26,band_138
139,39,band_139
140,40,band_140
141,40,band_141
142,40,band_142
143,40,band_143
144,40,band_144
145,40,band_145
146,40,band_146
147,40,band_147
148,40,band_148
149,40,band_149
150,40,band_150
151,40,band_151
152,40,band_152
153,40,band_153
154,5,band_154
155,40,band_155
156,40,band_156
157,40,band_157
158,40,band_158
159,40,band_159
160,40,band_160
161,40,band_161
162,20,band_162
163,21,band_163
164,21,band_164
165,21,band_165
166,19,band_166
167,6,band_167
168,38,band_168
169,20,band_169
170,21,band_170
171,21,band_171
172,21,band_172
173,19,band_173
174,6,band_174
175,38,band_175
176,40,band_176
177,40,band_177
178,40,band_178
179,40,band_179
180,40,band_180
181,40,band_181
182,40,band_182
183,40,band_183
