tile,year,eco_id,n_eco_bbox_approx,mosaic_path,west,south,east,north
CHILE-SK-18-Z-C,2015,13,721163,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-C-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-44.00604031774823,-73.49871924220466,-42.99893905272184
CHILE-SK-18-Z-D,2015,13,2499,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SK-18-Z-D-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-44.00604031774823,-71.99871238078188,-42.99893905272184
CHILE-SL-18-V-B,2015,13,250198,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-V-B-2015-L8-3-184F-HARM_masked.tif,-76.50142791090256,-45.005865228973256,-74.99872610362743,-43.9990334585321
CHILE-SL-18-V-D,2015,13,112958,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-V-D-2015-L8-3-184F-HARM_masked.tif,-76.50142791090256,-46.00595963478352,-74.9984566090422,-44.99885836975713
CHILE-SL-18-X-A,2015,13,7143811,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-A-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-45.005865228973256,-73.49871924220466,-43.9990334585321
CHILE-SL-18-X-B,2015,13,39812,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-45.005865228973256,-71.99871238078188,-43.9990334585321
CHILE-SL-18-X-C,2015,13,9833461,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-X-C-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-46.00595963478352,-73.49844974761942,-44.99885836975713
CHILE-SL-18-Y-B,2015,13,2879047,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Y-B-2015-L8-3-184F-HARM_masked.tif,-76.50142791090256,-47.00605404059378,-74.9984566090422,-45.99895277556739
CHILE-SL-18-Z-A,2015,13,14011309,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-A-2015-L8-3-184F-HARM_masked.tif,-75.00142104947979,-47.00605404059378,-73.49844974761942,-45.99895277556739
CHILE-SL-18-Z-B,2015,13,4228,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SL-18-Z-B-2015-L8-3-184F-HARM_masked.tif,-73.50141418805701,-47.00605404059378,-71.99844288619664,-45.99895277556739
