cluster_id,size,representative,mean_abs_r_to_others,band_name,members
8,140,15,0.9833067827087512,band_15,2 4 5 7 9 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 45 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 89 91 92 93 94 95 106 108 109 111 112 113 114 115 116 117 118 120 121 123 127 129 130 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
1,13,44,0.9702943911155065,band_44,1 3 6 44 46 49 79 105 107 110 126 128 131
0,4,37,0.990748385588328,band_37,37 40 42 43
4,4,99,0.9538310766220093,band_99,90 99 101 102
2,3,71,0.9531453251838684,band_71,71 72 78
3,2,98,0.9663355350494385,band_98,98 100
5,2,8,0.9320623874664307,band_8,8 10
6,2,119,0.9323509931564331,band_119,119 122
7,2,80,0.9855785369873047,band_80,80 81
9,1,96,1.0,band_96,96
10,1,103,1.0,band_103,103
11,1,124,1.0,band_124,124
12,1,0,1.0,band_0,0
13,1,13,1.0,band_13,13
14,1,38,1.0,band_38,38
15,1,39,1.0,band_39,39
16,1,41,1.0,band_41,41
17,1,125,1.0,band_125,125
18,1,104,1.0,band_104,104
19,1,97,1.0,band_97,97
20,1,14,1.0,band_14,14
