family,n_reps,bands
band,21,"band_0, band_8, band_13, band_14, band_15, band_37, band_38, band_39, band_41, band_44, band_71, band_80, band_96, band_97, band_98, band_99, band_103, band_104, band_119, band_124, band_125"
