tile,n_eco,pct_eco,quota,n_finite,mosaic_path,n_requested,n_drawn
CHILE-SE-19-V-D,2526575,12.15550053628871,5264,5264,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SE-19-V-D-2015-L8-3-184F-HARM_masked.tif,5264,5264
CHILE-SE-19-Y-B,7647551,36.79281647360369,5264,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SE-19-Y-B-2015-L8-3-184F-HARM_masked.tif,5264,5264
CHILE-SE-19-Y-D,3633554,17.476554781824078,5264,5264,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SE-19-Y-D-2015-L8-3-184F-HARM_masked.tif,5264,5264
CHILE-SE-19-Z-A,255806,1.2306976718228706,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SE-19-Z-A-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SE-19-Z-C,5524513,26.571630444297586,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SE-19-Z-C-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-V-B,126334,0.6074744739451086,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-V-B-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-X-A,4666235,22.437496255396436,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-X-A-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-X-C,9959761,47.89130854792857,5263,5262,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-X-C-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-Z-A,10168779,48.88326543656411,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Z-A-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-Z-B,943695,4.536522347093822,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Z-B-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-Z-C,18142961,87.21668337646345,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Z-C-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SF-19-Z-D,4848110,23.305791973221254,5263,5262,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Z-D-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-V-B,1812922,8.715062776149102,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-B-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-V-D,3845453,18.480876012399616,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-D-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-X-A,11104351,53.380738969130526,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-X-A-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-X-B,176326,0.8476328044269232,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-X-B-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-X-C,7127194,34.25260655384904,5263,5259,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-X-C-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-Y-B,3133167,15.057698235589426,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Y-B-2015-L8-3-184F-HARM_masked.tif,5263,5263
CHILE-SG-19-Z-A,6650782,31.963016458008756,5263,5263,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Z-A-2015-L8-3-184F-HARM_masked.tif,5263,5263
