band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.03710651817068063,0.007019606728863589
2,band_2,confirmed,1,49,49,1.0,0.02887123099256899,0.007019606728863589
94,band_94,confirmed,1,49,49,1.0,0.026012400824780096,0.007019606728863589
3,band_3,confirmed,1,49,49,1.0,0.025098618991826704,0.007019606728863589
107,band_107,confirmed,1,49,49,1.0,0.024752214356277797,0.007019606728863589
126,band_126,confirmed,1,49,49,1.0,0.022616597151210165,0.007019606728863589
106,band_106,confirmed,1,49,49,1.0,0.02209944052147421,0.007019606728863589
12,band_12,confirmed,1,49,49,1.0,0.01915392787370649,0.007019606728863589
9,band_9,confirmed,1,49,49,1.0,0.018937754896065875,0.007019606728863589
11,band_11,confirmed,1,49,49,1.0,0.01871193675296666,0.007019606728863589
8,band_8,confirmed,1,49,49,1.0,0.018526128719185027,0.007019606728863589
92,band_92,confirmed,1,49,49,1.0,0.01813002791460346,0.007019606728863589
90,band_90,confirmed,1,49,49,1.0,0.01797222986922783,0.007019606728863589
101,band_101,confirmed,1,49,49,1.0,0.017049585533041128,0.007019606728863589
99,band_99,confirmed,1,49,49,1.0,0.016982652208131586,0.007019606728863589
47,band_47,confirmed,1,49,49,1.0,0.0168448569244119,0.007019606728863589
24,band_24,confirmed,1,49,49,1.0,0.016728973502213713,0.007019606728863589
38,band_38,confirmed,1,49,49,1.0,0.016310211720204745,0.007019606728863589
120,band_120,confirmed,1,49,49,1.0,0.015851442266148888,0.007019606728863589
27,band_27,confirmed,1,49,49,1.0,0.015362848854830352,0.007019606728863589
102,band_102,confirmed,1,49,49,1.0,0.015034509557307556,0.007019606728863589
29,band_29,confirmed,1,49,49,1.0,0.014960898796334426,0.007019606728863589
154,band_154,confirmed,1,49,49,1.0,0.014692244308979937,0.007019606728863589
93,band_93,confirmed,1,49,49,1.0,0.014643492128115967,0.007019606728863589
122,band_122,confirmed,1,49,49,1.0,0.0145713776092526,0.007019606728863589
13,band_13,confirmed,1,49,49,1.0,0.014164863223461657,0.007019606728863589
5,band_5,confirmed,1,49,49,1.0,0.01384273444116493,0.007019606728863589
162,band_162,confirmed,1,49,49,1.0,0.013463867942541535,0.007019606728863589
130,band_130,confirmed,1,49,49,1.0,0.01334588391851948,0.007019606728863589
91,band_91,confirmed,1,49,49,1.0,0.013323989885477297,0.007019606728863589
70,band_70,confirmed,1,49,49,1.0,0.012789750598546376,0.007019606728863589
164,band_164,confirmed,1,49,49,1.0,0.012691112940423015,0.007019606728863589
81,band_81,confirmed,1,49,49,1.0,0.012340365428523663,0.007019606728863589
100,band_100,confirmed,1,49,49,1.0,0.012021174757890198,0.007019606728863589
166,band_166,confirmed,1,48,49,0.9795918367346939,0.014363691352124614,0.007019606728863589
14,band_14,confirmed,1,48,49,0.9795918367346939,0.014132883244484265,0.007019606728863589
121,band_121,confirmed,1,48,49,0.9795918367346939,0.01296452843885414,0.007019606728863589
89,band_89,confirmed,1,48,49,0.9795918367346939,0.012573122667499886,0.007019606728863589
43,band_43,confirmed,1,48,49,0.9795918367346939,0.01248848173115257,0.007019606728863589
95,band_95,confirmed,1,48,49,0.9795918367346939,0.012441532310417756,0.007019606728863589
39,band_39,confirmed,1,48,49,0.9795918367346939,0.01243170958044755,0.007019606728863589
163,band_163,confirmed,1,47,49,0.9591836734693877,0.012701786223733219,0.007019606728863589
28,band_28,confirmed,1,46,49,0.9387755102040817,0.011256092905201529,0.007019606728863589
41,band_41,confirmed,1,45,49,0.9183673469387755,0.010309131766431166,0.007019606728863589
147,band_147,confirmed,1,45,49,0.9183673469387755,0.010082105865877891,0.007019606728863589
131,band_131,confirmed,1,44,49,0.8979591836734694,0.009471358604980348,0.007019606728863589
98,band_98,confirmed,1,43,49,0.8775510204081632,0.010873673473805903,0.007019606728863589
23,band_23,confirmed,1,43,49,0.8775510204081632,0.010340805294749005,0.007019606728863589
123,band_123,confirmed,1,43,49,0.8775510204081632,0.010099840418487613,0.007019606728863589
132,band_132,confirmed,1,42,49,0.8571428571428571,0.00984380359330731,0.007019606728863589
80,band_80,confirmed,1,36,49,0.7346938775510204,0.008135409790718409,0.007019606728863589
108,band_108,tentative,1,33,49,0.673469387755102,0.008270058215175586,0.007019606728863589
96,band_96,tentative,1,31,49,0.6326530612244898,0.0076393195278376775,0.007019606728863589
97,band_97,tentative,1,28,49,0.5714285714285714,0.007757392093731241,0.007019606728863589
103,band_103,rejected,0,17,49,0.3469387755102041,0.006399344396971817,0.007019606728863589
104,band_104,rejected,0,3,49,0.061224489795918366,,0.007019606728863589
79,band_79,rejected,0,1,49,0.02040816326530612,,0.007019606728863589
119,band_119,rejected,0,1,49,0.02040816326530612,,0.007019606728863589
0,band_0,rejected,0,0,49,0.0,,0.007019606728863589
71,band_71,rejected,0,0,49,0.0,,0.007019606728863589
72,band_72,rejected,0,0,49,0.0,,0.007019606728863589
78,band_78,rejected,0,0,49,0.0,,0.007019606728863589
124,band_124,rejected,0,0,49,0.0,,0.007019606728863589
125,band_125,rejected,0,0,49,0.0,,0.007019606728863589
165,band_165,rejected,0,0,49,0.0,,0.007019606728863589
167,band_167,rejected,0,0,49,0.0,,0.007019606728863589
168,band_168,rejected,0,0,49,0.0,,0.007019606728863589
