tile,year,eco_id,n_eco_bbox_approx,mosaic_path,west,south,east,north
CHILE-SF-19-Y-B,2015,3,9759,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Y-B-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-23.004596784903175,-68.99896815252156,-21.99884299280296
CHILE-SF-19-Y-C,2015,3,616044,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-24.004691190713437,-70.49897501394433,-22.998937398613222
CHILE-SF-19-Y-D,2015,3,1510950,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SF-19-Y-D-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-24.004691190713437,-68.99896815252156,-22.998937398613222
CHILE-SG-19-V-A,2015,3,528702,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-25.004785596523703,-70.49897501394433,-23.99903180442349
CHILE-SG-19-V-B,2015,3,2118068,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-B-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-25.004785596523703,-68.99896815252156,-23.99903180442349
CHILE-SG-19-V-C,2015,3,1241882,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-C-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-26.004880002333966,-70.49897501394433,-24.998856715648515
CHILE-SG-19-V-D,2015,3,6372216,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-V-D-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-26.004880002333966,-68.99896815252156,-24.998856715648515
CHILE-SG-19-Y-A,2015,3,2918729,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Y-A-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-27.00497440814423,-70.49897501394433,-25.998951121458777
CHILE-SG-19-Y-B,2015,3,15569383,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Y-B-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-27.00497440814423,-68.99896815252156,-25.998951121458777
CHILE-SG-19-Y-C,2015,3,6561317,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Y-C-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-28.00506881395449,-70.49897501394433,-26.99904552726904
CHILE-SG-19-Y-D,2015,3,12773995,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SG-19-Y-D-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-28.00506881395449,-68.99896815252156,-26.99904552726904
CHILE-SH-19-V-A,2015,3,4209409,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SH-19-V-A-2015-L8-3-184F-HARM_masked.tif,-72.001137832049,-29.005163219764754,-70.49870551935909,-27.998870438494066
CHILE-SH-19-V-B,2015,3,5458827,/home/lserey/mapbiomas_land/mosaic_184bands_mask_water/2015/CHILE-SH-19-V-B-2015-L8-3-184F-HARM_masked.tif,-70.50113097062622,-29.005163219764754,-68.99896815252156,-27.998870438494066
