cluster_id,size,representative,mean_abs_r_to_others,band_name,members
30,104,17,0.9954049286333103,band_17,2 4 5 15 16 17 18 19 20 21 22 29 30 31 32 33 34 35 36 45 47 48 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 82 83 84 85 86 87 88 112 113 114 115 116 117 118 127 129 130 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 155 156 157 158 159 160 161 163 164 165 166 168 170 171 172 173 175 176 177 178 179 180 181 182 183
29,10,24,0.9820824464162191,band_24,23 24 25 26 106 108 133 134 135 136
19,7,49,0.9878131449222565,band_49,1 6 44 49 79 126 131
31,4,169,0.9876864751180013,band_169,162 167 169 174
32,4,50,0.9937158425649008,band_50,7 50 111 132
0,3,42,0.9955343306064606,band_42,37 42 43
18,3,46,0.9973122179508209,band_46,3 46 128
28,3,27,0.9826311767101288,band_27,27 109 137
21,2,28,0.996195375919342,band_28,28 138
22,2,80,0.9828641414642334,band_80,80 81
25,2,92,0.968966543674469,band_92,92 94
1,1,40,1.0,band_40,40
2,1,38,1.0,band_38,38
3,1,39,1.0,band_39,39
4,1,71,1.0,band_71,71
5,1,72,1.0,band_72,72
6,1,78,1.0,band_78,78
7,1,119,1.0,band_119,119
8,1,124,1.0,band_124,124
9,1,99,1.0,band_99,99
10,1,102,1.0,band_102,102
11,1,101,1.0,band_101,101
12,1,90,1.0,band_90,90
13,1,100,1.0,band_100,100
14,1,122,1.0,band_122,122
15,1,123,1.0,band_123,123
16,1,105,1.0,band_105,105
17,1,107,1.0,band_107,107
20,1,110,1.0,band_110,110
23,1,120,1.0,band_120,120
24,1,121,1.0,band_121,121
26,1,89,1.0,band_89,89
27,1,93,1.0,band_93,93
33,1,9,1.0,band_9,9
34,1,12,1.0,band_12,12
35,1,91,1.0,band_91,91
36,1,154,1.0,band_154,154
37,1,11,1.0,band_11,11
38,1,95,1.0,band_95,95
39,1,10,1.0,band_10,10
40,1,8,1.0,band_8,8
41,1,13,1.0,band_13,13
42,1,96,1.0,band_96,96
43,1,103,1.0,band_103,103
44,1,98,1.0,band_98,98
45,1,0,1.0,band_0,0
46,1,125,1.0,band_125,125
47,1,97,1.0,band_97,97
48,1,104,1.0,band_104,104
49,1,41,1.0,band_41,41
50,1,14,1.0,band_14,14
