band_index,band_name,decision,kept_in_band_list,n_hits,n_iters,hit_rate,mean_importance,mean_shadow_max
22,band_22,confirmed,1,49,49,1.0,0.020096874481227944,0.0026252887415836347
38,band_38,confirmed,1,49,49,1.0,0.017011808788124944,0.0026252887415836347
45,band_45,confirmed,1,49,49,1.0,0.01648778336084143,0.0026252887415836347
127,band_127,confirmed,1,49,49,1.0,0.01565889446818335,0.0026252887415836347
92,band_92,confirmed,1,49,49,1.0,0.014717626786568518,0.0026252887415836347
9,band_9,confirmed,1,49,49,1.0,0.0144566917709044,0.0026252887415836347
99,band_99,confirmed,1,49,49,1.0,0.014232398241492243,0.0026252887415836347
163,band_163,confirmed,1,49,49,1.0,0.013276362494063974,0.0026252887415836347
94,band_94,confirmed,1,49,49,1.0,0.013187156853876508,0.0026252887415836347
80,band_80,confirmed,1,49,49,1.0,0.012583943450393263,0.0026252887415836347
170,band_170,confirmed,1,49,49,1.0,0.012400953165499343,0.0026252887415836347
40,band_40,confirmed,1,49,49,1.0,0.01222479909034413,0.0026252887415836347
106,band_106,confirmed,1,49,49,1.0,0.011406602297869406,0.0026252887415836347
24,band_24,confirmed,1,49,49,1.0,0.01120572532966586,0.0026252887415836347
101,band_101,confirmed,1,49,49,1.0,0.011113791889525475,0.0026252887415836347
74,band_74,confirmed,1,49,49,1.0,0.011057968307685153,0.0026252887415836347
67,band_67,confirmed,1,49,49,1.0,0.011036581017333312,0.0026252887415836347
134,band_134,confirmed,1,49,49,1.0,0.010928148981888866,0.0026252887415836347
11,band_11,confirmed,1,49,49,1.0,0.01084704976589633,0.0026252887415836347
37,band_37,confirmed,1,49,49,1.0,0.010734170106574997,0.0026252887415836347
2,band_2,confirmed,1,49,49,1.0,0.010630598549066604,0.0026252887415836347
93,band_93,confirmed,1,49,49,1.0,0.010064174155319173,0.0026252887415836347
23,band_23,confirmed,1,49,49,1.0,0.009586916051671246,0.0026252887415836347
133,band_133,confirmed,1,49,49,1.0,0.009374613133996589,0.0026252887415836347
52,band_52,confirmed,1,49,49,1.0,0.009021948634258786,0.0026252887415836347
108,band_108,confirmed,1,49,49,1.0,0.008667897256663427,0.0026252887415836347
180,band_180,confirmed,1,49,49,1.0,0.008625981637023784,0.0026252887415836347
83,band_83,confirmed,1,49,49,1.0,0.008512418365007606,0.0026252887415836347
178,band_178,confirmed,1,49,49,1.0,0.008464304655174887,0.0026252887415836347
89,band_89,confirmed,1,49,49,1.0,0.008303509208019616,0.0026252887415836347
136,band_136,confirmed,1,49,49,1.0,0.008259568299064615,0.0026252887415836347
25,band_25,confirmed,1,49,49,1.0,0.008204346586179814,0.0026252887415836347
53,band_53,confirmed,1,49,49,1.0,0.008128129892286002,0.0026252887415836347
55,band_55,confirmed,1,49,49,1.0,0.008112334538414874,0.0026252887415836347
164,band_164,confirmed,1,49,49,1.0,0.008081702901476362,0.0026252887415836347
158,band_158,confirmed,1,49,49,1.0,0.00805395792290978,0.0026252887415836347
148,band_148,confirmed,1,49,49,1.0,0.008034718233035094,0.0026252887415836347
26,band_26,confirmed,1,49,49,1.0,0.008027050359864446,0.0026252887415836347
81,band_81,confirmed,1,49,49,1.0,0.007997727578278192,0.0026252887415836347
154,band_154,confirmed,1,49,49,1.0,0.007874260657055899,0.0026252887415836347
135,band_135,confirmed,1,49,49,1.0,0.007650843463284303,0.0026252887415836347
39,band_39,confirmed,1,49,49,1.0,0.007641092591208308,0.0026252887415836347
172,band_172,confirmed,1,49,49,1.0,0.007619101126161888,0.0026252887415836347
