cluster_id,size,representative,mean_abs_r_to_others,band_name,members
3,146,15,0.9796143540020646,band_15,2 4 5 7 8 9 10 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 45 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 106 108 109 111 112 113 114 115 116 117 118 119 120 121 122 123 127 129 130 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183
1,16,131,0.9509943127632141,band_131,1 3 6 44 46 49 71 72 78 79 105 107 110 126 128 131
2,6,99,0.9410344243049622,band_99,90 98 99 100 101 102
0,4,37,0.990748385588328,band_37,37 40 42 43
4,2,96,0.8829143047332764,band_96,96 103
5,1,124,1.0,band_124,124
6,1,0,1.0,band_0,0
7,1,13,1.0,band_13,13
8,1,38,1.0,band_38,38
9,1,39,1.0,band_39,39
10,1,41,1.0,band_41,41
11,1,125,1.0,band_125,125
12,1,104,1.0,band_104,104
13,1,97,1.0,band_97,97
14,1,14,1.0,band_14,14
